Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,61.8639,[55 10] ; [20 74],[30.66037736 34.33962264] ; [44.33962264 49.66037736],1
s6,1,0.0,40.21495,[51 13] ; [27 68],[31.39622642 32.60377358] ; [46.60377358 48.39622642],1
s4,1,2.4e-05,17.837982,[26 39] ; [11 85],[14.9378882 50.0621118] ; [22.0621118 73.9378882],1
s8,1,0.000116,14.855853,[30 35] ; [17 78],[19.09375 45.90625] ; [27.90625 67.09375],1
s7,1,0.001666,9.885621,[28 32] ; [20 70],[19.2 40.8] ; [28.8 61.2],0
p9,1,0.00328,8.644951,[48 14] ; [51 43],[39.34615385 22.65384615] ; [59.65384615 34.34615385],0
p10,1,0.003559,8.496059,[44 19] ; [44 51],[35.08860759 27.91139241] ; [52.91139241 42.08860759],0
s5,1,0.00436,8.127585,[23 37] ; [16 75],[15.49668874 44.50331126] ; [23.50331126 67.49668874],0
p4,1,0.004655,8.008933,[31 34] ; [25 71],[22.60869565 42.39130435] ; [33.39130435 62.60869565],0
v4,1,0.006369,7.442922,[63  2] ; [78 16],[57.64150943  7.35849057] ; [83.35849057 10.64150943],0
r4,1,0.008076,7.01656,[57  8] ; [67 29],[50.0621118 14.9378882] ; [73.9378882 22.0621118],0
p3,1,0.009302,6.76382,[26 39] ; [20 75],[18.6875 46.3125] ; [27.3125 67.6875],0
u1,1,0.016455,5.753585,[13 52] ; [ 7 89],[ 8.07453416 56.92546584] ; [11.92546584 84.07453416],0
u3,1,0.037181,4.342105,[18  4] ; [18 15],[14.4  7.6] ; [21.6 11.4],0
r3,1,0.037345,4.334615,[63  2] ; [84 12],[59.34782609  5.65217391] ; [87.65217391  8.34782609],0
v1,1,0.042699,4.10728,[29 34] ; [28 65],[23.01923077 39.98076923] ; [33.98076923 59.01923077],0
r2,1,0.05783,3.598546,[61  4] ; [78 15],[57.1835443  7.8164557] ; [81.8164557 11.1835443],0
b2,1,0.077124,3.124497,[ 8 25] ; [24 32],[11.86516854 21.13483146] ; [20.13483146 35.86516854],0
b3,1,0.077124,3.124497,[ 8 25] ; [24 32],[11.86516854 21.13483146] ; [20.13483146 35.86516854],0
a2,1,0.077984,3.106423,[15 50] ; [12 84],[10.90062112 54.09937888] ; [16.09937888 79.90062112],0
p6,1,0.078087,3.104282,[17 48] ; [14 80],[12.67295597 52.32704403] ; [18.32704403 75.67295597],0
a1,1,0.086842,2.931964,[ 5 60] ; [ 2 94],[ 2.82608696 62.17391304] ; [ 4.17391304 91.82608696],0
a5,1,0.099857,2.70782,[43 22] ; [51 45],[37.95031056 27.04968944] ; [56.04968944 39.95031056],0
d3,1,0.174128,1.847042,[46 18] ; [59 37],[42. 22.] ; [63. 33.],0
b5,1,0.183316,1.770532,[44 21] ; [55 41],[39.9689441 25.0310559] ; [59.0310559 36.9689441],0
d1,1,0.187111,1.740216,[36 29] ; [43 53],[31.89440994 33.10559006] ; [47.10559006 48.89440994],0
a6,1,0.207708,1.587327,[43 22] ; [54 42],[39.16149068 25.83850932] ; [57.83850932 38.16149068],0
v2,1,0.222172,1.490284,[32 27] ; [41 52],[28.33552632 30.66447368] ; [44.66447368 48.33552632],0
d5,1,0.244072,1.35692,[50 14] ; [67 29],[46.8 17.2] ; [70.2 25.8],0
n3,1,0.273033,1.201446,[17  4] ; [25 12],[15.20689655  5.79310345] ; [26.79310345 10.20689655],0
p7,1,0.289079,1.123904,[27 38] ; [32 64],[23.81987578 41.18012422] ; [35.18012422 60.81987578],0
p1,1,0.347837,0.881334,[ 5 60] ; [ 4 91],[ 3.65625 61.34375] ; [ 5.34375 89.65625],0
n1,1,0.391504,0.734266,[ 7 14] ; [ 9 30],[ 5.6 15.4] ; [10.4 28.6],0
d2,1,0.407586,0.685831,[30 35] ; [38 58],[27.45341615 37.54658385] ; [40.54658385 55.45341615],0
n2,1,0.508314,0.437537,[14  7] ; [22 16],[12.81355932  8.18644068] ; [23.18644068 14.81355932],0
p5,1,0.535143,0.384615,[ 1 63] ; [ 3 93],[ 1.6 62.4] ; [ 2.4 93.6],0
n6,1,0.546214,0.364144,[41 24] ; [56 40],[39.16149068 25.83850932] ; [57.83850932 38.16149068],0
s1,1,0.569143,0.324118,[ 4 61] ; [ 4 92],[ 3.22981366 61.77018634] ; [ 4.77018634 91.22981366],0
a7,1,0.575368,0.313783,[46 18] ; [65 31],[44.4 19.6] ; [66.6 29.4],0
p11,1,0.615,0.252958,[36 29] ; [57 39],[37.54658385 27.45341615] ; [55.45341615 40.54658385],0
a8,1,0.630026,0.232026,[ 4 57] ; [ 8 84],[ 4.78431373 56.21568627] ; [ 7.21568627 84.78431373],0
a4,1,0.658326,0.195563,[28 37] ; [38 58],[26.64596273 38.35403727] ; [39.35403727 56.64596273],0
v3,1,0.770384,0.085189,[13 48] ; [21 69],[13.73509934 47.26490066] ; [20.26490066 69.73509934],0
a3,1,0.823995,0.049466,[42 23] ; [63 32],[42.65625 22.34375] ; [62.34375 32.65625],0
n4,1,0.832911,0.044508,[26 39] ; [40 56],[26.64596273 38.35403727] ; [39.35403727 56.64596273],0
p2,1,0.837349,0.042142,[43 22] ; [62 34],[42.39130435 22.60869565] ; [62.60869565 33.39130435],0
b4,1,0.852423,0.034606,[39 26] ; [59 37],[39.56521739 25.43478261] ; [58.43478261 37.56521739],0
u2,1,0.92397,0.009108,[13  8] ; [20 13],[12.83333333  8.16666667] ; [20.16666667 12.83333333],0
r1,1,0.943852,0.00496,[45 19] ; [67 29],[44.8 19.2] ; [67.2 28.8],0
b1,1,0.963016,0.00215,[28 37] ; [41 55],[27.85714286 37.14285714] ; [41.14285714 54.85714286],0
d4,1,0.965919,0.001826,[54 11] ; [80 16],[54.09937888 10.90062112] ; [79.90062112 16.09937888],0
