Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,192.346778,[257  35] ; [17 92],[199.52119701  92.47880299] ; [74.47880299 34.52119701],1
p11,1,0.0,63.328313,[243  52] ; [47 64],[210.71428571  84.28571429] ; [79.28571429 31.71428571],1
p2,1,0.0,51.292413,[241  49] ; [53 58],[212.61845387  77.38154613] ; [81.38154613 29.61845387],1
r3,1,0.0,28.376031,[274  19] ; [81 28],[258.74378109  34.25621891] ; [96.25621891 12.74378109],1
r4,1,0.0,27.187649,[251  44] ; [68 43],[231.78571429  63.21428571] ; [87.21428571 23.78571429],1
v4,1,0.0,27.155793,[274  18] ; [83 27],[259.31343284  32.68656716] ; [97.68656716 12.31343284],1
n6,1,1e-06,23.370475,[241  53] ; [64 45],[222.50620347  71.49379653] ; [82.49379653 26.50620347],1
v1,1,8.9e-05,15.346236,[142 144] ; [31 80],[124.62972292 161.37027708] ; [48.37027708 62.62972292],1
b1,1,0.000294,13.111169,[ 94 201] ; [57 54],[109.71674877 185.28325123] ; [41.28325123 69.71674877],1
p8,1,0.000299,13.076026,[137 153] ; [30 80],[121.075 168.925] ; [45.925 64.075],1
s1,1,0.000592,11.800282,[  3 288] ; [  8 101],[  8.0025 282.9975] ; [  2.9975 106.0025],1
r2,1,0.000702,11.482813,[268  22] ; [87 21],[258.66834171  31.33165829] ; [96.33165829 11.66834171],1
n5,1,0.001679,9.870825,[206  87] ; [59 51],[192.6674938 100.3325062] ; [72.3325062 37.6674938],0
n3,1,0.003344,8.609654,[57 13] ; [24 19],[50.17699115 19.82300885] ; [30.82300885 12.17699115],0
s6,1,0.004163,8.211282,[136 151] ; [35 76],[123.30904523 163.69095477] ; [47.69095477 63.30904523],0
n2,1,0.005682,7.648579,[55 16] ; [22 20],[48.38053097 22.61946903] ; [28.61946903 13.38053097],0
a7,1,0.007242,7.212012,[216  78] ; [65 44],[204.99751861  89.00248139] ; [76.00248139 32.99751861],0
d3,1,0.007999,7.033735,[195  98] ; [58 53],[183.48762376 109.51237624] ; [69.51237624 41.48762376],0
d5,1,0.008246,6.979324,[224  70] ; [70 41],[213.42222222  80.57777778] ; [80.57777778 30.42222222],0
a6,1,0.011607,6.369908,[209  86] ; [64 47],[198.36206897  96.63793103] ; [74.63793103 36.36206897],0
v2,1,0.014584,5.96601,[144 134] ; [41 67],[133.23834197 144.76165803] ; [51.76165803 56.23834197],0
p6,1,0.018124,5.584153,[ 72 217] ; [15 93],[ 63.3324937 225.6675063] ; [23.6675063 84.3324937],0
p4,1,0.018979,5.503407,[140 152] ; [38 71],[129.6159601 162.3840399] ; [48.3840399 60.6159601],0
d4,1,0.023487,5.132086,[233  62] ; [75 35],[224.34567901  70.65432099] ; [83.65432099 26.34567901],0
d2,1,0.026252,4.939322,[102 192] ; [51 58],[111.617866 182.382134] ; [41.382134 67.617866],0
