Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,57.315817,[204  78] ; [37 80],[170.33082707 111.66917293] ; [70.66917293 46.33082707],1
p6,1,0.0,46.928542,[157 125] ; [21 95],[126.12060302 155.87939698] ; [51.87939698 64.12060302],1
p3,1,0.0,27.666672,[189  95] ; [45 73],[165.31343284 118.68656716] ; [68.68656716 49.31343284],1
p10,1,2e-06,22.3996,[259  21] ; [88 29],[244.73551637  35.26448363] ; [102.26448363  14.73551637],1
p4,1,8.3e-05,15.489481,[215  69] ; [66 52],[198.51741294  85.48258706] ; [82.48258706 35.51741294],1
s8,1,0.000197,13.860851,[160 122] ; [42 74],[143.12562814 138.87437186] ; [58.87437186 57.12562814],1
p2,1,0.000284,13.174671,[259  25] ; [92 26],[247.97014925  36.02985075] ; [103.02985075  14.97014925],1
s7,1,0.000846,11.13672,[159 111] ; [45 67],[144.18848168 125.81151832] ; [59.81151832 52.18848168],1
n5,1,0.004767,7.965876,[254  30] ; [93 25],[245.14427861  38.85572139] ; [101.85572139  16.14427861],0
s5,1,0.007489,7.151652,[121 155] ; [32 78],[109.39896373 166.60103627] ; [43.60103627 66.39896373],0
d4,1,0.007958,7.042814,[248  35] ; [91 27],[239.24438903  43.75561097] ; [99.75561097 18.24438903],0
p11,1,0.010752,6.505799,[246  38] ; [90 28],[237.37313433  46.62686567] ; [98.62686567 19.37313433],0
v3,1,0.01331,6.127487,[154 124] ; [47 66],[142.91048593 135.08951407] ; [58.08951407 54.91048593],0
p9,1,0.028133,4.819887,[259  23] ; [98 18],[252.94974874  29.05025126] ; [104.05025126  11.94974874],0
r4,1,0.0345,4.469753,[271  13] ; [106  12],[266.33830846  17.66169154] ; [110.66169154   7.33830846],0
a3,1,0.042441,4.11752,[220  62] ; [80 37],[212.03007519  69.96992481] ; [87.96992481 29.03007519],0
d5,1,0.051884,3.779521,[243  40] ; [92 26],[236.42144638  46.57855362] ; [98.57855362 19.42144638],0
a1,1,0.064853,3.408718,[ 17 267] ; [  2 116],[ 13.42288557 270.57711443] ; [  5.57711443 112.42288557],0
r1,1,0.08342,2.996971,[242  40] ; [93 25],[236.175  45.825] ; [98.825 19.175],0
v2,1,0.089571,2.882071,[199  80] ; [72 43],[191.90101523  87.09898477] ; [79.09898477 35.90101523],0
b5,1,0.090998,2.856626,[172 112] ; [82 36],[179.44278607 104.55721393] ; [74.55721393 43.44278607],0
n4,1,0.100642,2.695347,[246  37] ; [95 23],[240.65586035  42.34413965] ; [100.34413965  17.65586035],0
p5,1,0.101497,2.681865,[ 50 233] ; [ 13 104],[ 44.5725 238.4275] ; [18.4275 98.5725],0
d1,1,0.114459,2.491553,[185  99] ; [67 51],[178.02985075 105.97014925] ; [73.97014925 44.02985075],0
a8,1,0.120784,2.407131,[ 47 209] ; [12 91],[ 42.0724234 213.9275766] ; [16.9275766 86.0724234],0
