Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.000164,14.206083,[ 3 91] ; [4 9],[ 6.14953271 87.85046729] ; [ 0.85046729 12.14953271],1
p1,1,0.000764,11.327411,[10 84] ; [6 7],[14.05607477 79.94392523] ; [ 1.94392523 11.05607477],1
s5,1,0.001306,10.333411,[21 72] ; [8 4],[25.68571429 67.31428571] ; [3.31428571 8.68571429],0
p6,1,0.001611,9.947096,[36 58] ; [11  2],[41.28971963 52.71028037] ; [5.71028037 7.28971963],0
p4,1,0.015381,5.872242,[54 40] ; [12  1],[57.98130841 36.01869159] ; [8.01869159 4.98130841],0
p3,1,0.015662,5.840374,[46 48] ; [11  2],[50.07476636 43.92523364] ; [6.92523364 6.07476636],0
v3,1,0.068235,3.324969,[27 67] ; [7 6],[29.86915888 64.13084112] ; [4.13084112 8.86915888],0
p8,1,0.096377,2.764494,[55 39] ; [10  2],[57.64150943 36.35849057] ; [7.35849057 4.64150943],0
a1,1,0.09813,2.735668,[ 1 93] ; [ 1 12],[ 1.75700935 92.24299065] ; [ 0.24299065 12.75700935],0
b3,1,0.105161,2.625472,[12 48] ; [4 5],[13.91304348 46.08695652] ; [2.08695652 6.91304348],0
b2,1,0.105161,2.625472,[12 48] ; [4 5],[13.91304348 46.08695652] ; [2.08695652 6.91304348],0
n5,1,0.116238,2.467294,[67 26] ; [12  1],[69.31132075 23.68867925] ; [9.68867925 3.31132075],0
r1,1,0.125075,2.352588,[58 34] ; [11  2],[60.45714286 31.54285714] ; [8.54285714 4.45714286],0
a8,1,0.126093,2.339957,[ 8 81] ; [ 3 10],[ 9.59803922 79.40196078] ; [ 1.40196078 11.59803922],0
d5,1,0.138739,2.191894,[49 44] ; [4 9],[46.5 46.5] ; [6.5 6.5],0
n1,1,0.160581,1.96875,[ 9 15] ; [3 1],[10.28571429 13.71428571] ; [1.71428571 2.28571429],0
n6,1,0.19616,1.670736,[72 22] ; [12  1],[73.79439252 20.20560748] ; [10.20560748  2.79439252],0
b5,1,0.197042,1.664161,[54 40] ; [5 8],[51.8317757 42.1682243] ; [7.1682243 5.8317757],0
n4,1,0.240835,1.375699,[64 29] ; [11  2],[65.80188679 27.19811321] ; [9.19811321 3.80188679],0
s6,1,0.245437,1.349094,[50 42] ; [8 3],[51.80582524 40.19417476] ; [6.19417476 4.80582524],0
a4,1,0.269678,1.218386,[28 65] ; [ 2 11],[26.32075472 66.67924528] ; [3.67924528 9.32075472],0
r4,1,0.310997,1.026437,[76 18] ; [12  1],[77.30841121 16.69158879] ; [10.69158879  2.30841121],0
p11,1,0.383062,0.760852,[69 25] ; [11  2],[70.28037383 23.71962617] ; [9.71962617 3.28037383],0
d2,1,0.423968,0.63929,[24 70] ; [ 2 11],[22.8411215 71.1588785] ; [3.1588785 9.8411215],0
r3,1,0.424821,0.636941,[86  8] ; [11  2],[85.21495327  8.78504673] ; [11.78504673  1.21495327],0
b1,1,0.478486,0.502313,[46 48] ; [5 8],[44.80373832 49.19626168] ; [6.19626168 6.80373832],0
p9,1,0.501488,0.451787,[70 24] ; [10  2],[70.94339623 23.05660377] ; [9.05660377 2.94339623],0
s2,1,0.503956,0.446595,[38 56] ; [4 9],[36.89719626 57.10280374] ; [5.10280374 7.89719626],0
s7,1,0.520703,0.4125,[39 49] ; [6 5],[40. 48.] ; [5. 6.],0
a3,1,0.523846,0.406316,[45 49] ; [5 8],[43.92523364 50.07476636] ; [6.07476636 6.92523364],0
d3,1,0.535801,0.383379,[29 63] ; [ 3 10],[28.03809524 63.96190476] ; [3.96190476 9.03809524],0
d1,1,0.582095,0.302859,[ 4 90] ; [ 1 12],[ 4.39252336 89.60747664] ; [ 0.60747664 12.39252336],0
b4,1,0.583182,0.301119,[43 51] ; [7 6],[43.92523364 50.07476636] ; [6.07476636 6.92523364],0
s4,1,0.610257,0.259801,[20 73] ; [ 2 11],[19.30188679 73.69811321] ; [ 2.69811321 10.30188679],0
v2,1,0.628018,0.234758,[42 48] ; [7 6],[42.81553398 47.18446602] ; [6.18446602 6.81553398],0
r2,1,0.659348,0.194317,[82 11] ; [12  1],[82.47169811 10.52830189] ; [11.52830189  1.47169811],0
u3,1,0.705808,0.1425,[21 28] ; [4 4],[21.49122807 27.50877193] ; [3.50877193 4.49122807],0
v1,1,0.764122,0.090043,[38 53] ; [6 7],[38.5 52.5] ; [5.5 7.5],0
a6,1,0.805844,0.060413,[54 40] ; [7 6],[53.58878505 40.41121495] ; [7.41121495 5.58878505],0
p10,1,0.8162,0.054026,[68 24] ; [10  3],[68.34285714 23.65714286] ; [9.65714286 3.34285714],0
a2,1,0.827021,0.047753,[ 9 85] ; [ 1 12],[ 8.78504673 85.21495327] ; [ 1.21495327 11.78504673],0
s3,1,0.880014,0.022786,[48 45] ; [7 6],[48.25471698 44.74528302] ; [6.74528302 6.25471698],0
s8,1,0.934284,0.006799,[38 56] ; [5 7],[38.13207547 55.86792453] ; [4.86792453 7.13207547],0
a7,1,0.954044,0.003321,[58 35] ; [8 5],[57.90566038 35.09433962] ; [8.09433962 4.90566038],0
u2,1,0.957312,0.002865,[25 24] ; [4 4],[24.92982456 24.07017544] ; [4.07017544 3.92982456],0
p2,1,0.957768,0.002804,[79 15] ; [11  2],[79.06542056 14.93457944] ; [10.93457944  2.06542056],0
a5,1,0.964631,0.001966,[50 44] ; [7 6],[50.07476636 43.92523364] ; [6.92523364 6.07476636],0
n2,1,0.965387,0.001883,[19  6] ; [3 1],[18.96551724  6.03448276] ; [3.03448276 0.96551724],0
