Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.847084,[57  5] ; [ 3 10],[49.6 12.4] ; [10.4  2.6],1
v4,1,0.001242,10.427476,[58  4] ; [8 5],[54.56  7.44] ; [11.44  1.56],0
p2,1,0.002846,8.903867,[43 18] ; [3 9],[38.43835616 22.56164384] ; [7.56164384 4.43835616],0
v2,1,0.006909,7.296558,[43 18] ; [4 9],[38.74324324 22.25675676] ; [8.25675676 4.74324324],0
s1,1,0.009821,6.667127,[ 2 59] ; [ 3 10],[ 4.12162162 56.87837838] ; [ 0.87837838 12.12162162],0
a7,1,0.012035,6.305649,[46 16] ; [5 8],[42.16 19.84] ; [8.84 4.16],0
s2,1,0.01357,6.093294,[37 24] ; [ 3 10],[32.97297297 28.02702703] ; [7.02702703 5.97297297],0
s6,1,0.017167,5.67927,[43 16] ; [5 8],[39.33333333 19.66666667] ; [8.66666667 4.33333333],0
b5,1,0.017659,5.629653,[45 17] ; [5 8],[41.33333333 20.66666667] ; [8.66666667 4.33333333],0
s3,1,0.019614,5.445947,[31 30] ; [ 2 11],[27.2027027 33.7972973] ; [5.7972973 7.2027027],0
s7,1,0.023213,5.152531,[29 26] ; [ 2 10],[25.44776119 29.55223881] ; [5.55223881 6.44776119],0
r1,1,0.026105,4.949032,[51 11] ; [7 6],[47.94666667 14.05333333] ; [10.05333333  2.94666667],0
p1,1,0.029423,4.742675,[ 3 58] ; [ 3 10],[ 4.94594595 56.05405405] ; [ 1.05405405 11.94594595],0
p7,1,0.040666,4.189878,[31 29] ; [2 9],[27.88732394 32.11267606] ; [5.11267606 5.88732394],0
p6,1,0.048052,3.908157,[21 38] ; [ 1 12],[18.02777778 40.97222222] ; [3.97222222 9.02777778],0
r2,1,0.059466,3.552227,[60  2] ; [10  2],[58.64864865  3.35135135] ; [11.35135135  0.64864865],0
a1,1,0.060993,3.510176,[ 4 58] ; [ 3 10],[ 5.78666667 56.21333333] ; [ 1.21333333 11.78666667],0
n6,1,0.087201,2.9253,[47 14] ; [7 6],[44.51351351 16.48648649] ; [9.48648649 3.51351351],0
n3,1,0.088233,2.906325,[15  4] ; [2 3],[13.45833333  5.54166667] ; [3.54166667 1.45833333],0
d4,1,0.09731,2.749079,[51 11] ; [8 5],[48.77333333 13.22666667] ; [10.22666667  2.77333333],0
a3,1,0.122384,2.386541,[38 23] ; [11  2],[40.39189189 20.60810811] ; [8.60810811 4.39189189],0
p4,1,0.153137,2.040725,[33 26] ; [4 8],[30.74647887 28.25352113] ; [6.25352113 5.74647887],0
s8,1,0.15779,1.995277,[27 34] ; [ 3 10],[24.72972973 36.27027027] ; [5.27027027 7.72972973],0
u1,1,0.222397,1.488834,[14 48] ; [ 1 12],[12.4 49.6] ; [ 2.6 10.4],0
n1,1,0.225709,1.4677,[ 4 13] ; [3 3],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
p10,1,0.25113,1.317004,[38 22] ; [6 7],[36.16438356 23.83561644] ; [7.83561644 5.16438356],0
a6,1,0.262371,1.256203,[39 23] ; [6 7],[37.2 24.8] ; [7.8 5.2],0
n2,1,0.278273,1.175503,[14  5] ; [3 3],[12.92  6.08] ; [4.08 1.92],0
s5,1,0.279767,1.168223,[23 36] ; [ 3 10],[21.30555556 37.69444444] ; [4.69444444 8.30555556],0
d3,1,0.29019,1.11874,[47 15] ; [8 5],[45.46666667 16.53333333] ; [9.53333333 3.46666667],0
a2,1,0.311673,1.023573,[18 44] ; [ 2 11],[16.53333333 45.46666667] ; [3.46666667 9.53333333],0
d1,1,0.332998,0.937205,[33 29] ; [5 8],[31.41333333 30.58666667] ; [6.58666667 6.41333333],0
b4,1,0.338473,0.916205,[42 20] ; [7 6],[40.50666667 21.49333333] ; [8.49333333 4.50666667],0
b1,1,0.388503,0.743623,[30 32] ; [8 5],[31.41333333 30.58666667] ; [6.58666667 6.41333333],0
d5,1,0.442812,0.588984,[49 13] ; [9 4],[47.94666667 14.05333333] ; [10.05333333  2.94666667],0
p12,1,0.463812,0.53668,[ 2 59] ; [ 1 12],[ 2.47297297 58.52702703] ; [ 0.52702703 12.47297297],0
a5,1,0.502625,0.449389,[44 18] ; [8 5],[42.98666667 19.01333333] ; [9.01333333 3.98666667],0
p9,1,0.523627,0.406744,[38 22] ; [7 6],[36.98630137 23.01369863] ; [8.01369863 4.98630137],0
p3,1,0.549915,0.35747,[26 35] ; [4 8],[25.06849315 35.93150685] ; [4.93150685 7.06849315],0
n4,1,0.71295,0.135349,[46 16] ; [9 4],[45.46666667 16.53333333] ; [9.53333333 3.46666667],0
a4,1,0.735995,0.113678,[27 35] ; [5 8],[26.45333333 35.54666667] ; [5.54666667 7.45333333],0
n5,1,0.745363,0.105469,[40 22] ; [9 4],[40.50666667 21.49333333] ; [8.49333333 4.50666667],0
s4,1,0.819798,0.051895,[11 50] ; [ 2 11],[10.71621622 50.28378378] ; [ 2.28378378 10.71621622],0
p8,1,0.831373,0.045344,[25 35] ; [5 8],[24.65753425 35.34246575] ; [5.34246575 7.65753425],0
p5,1,0.87161,0.026119,[ 6 55] ; [ 1 11],[ 5.84931507 55.15068493] ; [ 1.15068493 10.84931507],0
u3,1,0.952933,0.003484,[11 12] ; [1 1],[11.04 11.96] ; [0.96 1.04],0
u2,1,0.952933,0.003484,[11 12] ; [1 1],[11.04 11.96] ; [0.96 1.04],0
b2,1,0.958343,0.002728,[ 8 21] ; [2 5],[ 8.05555556 20.94444444] ; [1.94444444 5.05555556],0
b3,1,0.958343,0.002728,[ 8 21] ; [2 5],[ 8.05555556 20.94444444] ; [1.94444444 5.05555556],0
v1,1,0.967485,0.001662,[33 29] ; [7 6],[33.06666667 28.93333333] ; [6.93333333 6.06666667],0
d2,1,0.967485,0.001662,[33 29] ; [7 6],[33.06666667 28.93333333] ; [6.93333333 6.06666667],0
