Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000371,12.673683,[20 38] ; [18  5],[27.20987654 30.79012346] ; [10.79012346 12.20987654],1
p3,1,0.003617,8.466726,[15 42] ; [14  9],[20.6625 36.3375] ; [ 8.3375 14.6625],0
n5,1,0.006459,7.41755,[33 23] ; [20  2],[38.05128205 17.94871795] ; [14.94871795  7.05128205],0
p7,1,0.009438,6.738009,[21 34] ; [15  6],[26.05263158 28.94736842] ; [ 9.94736842 11.05263158],0
d5,1,0.014713,5.950525,[34 24] ; [20  3],[38.66666667 19.33333333] ; [15.33333333  7.66666667],0
s8,1,0.01621,5.779967,[13 45] ; [11 11],[17.4 40.6] ; [ 6.6 15.4],0
v2,1,0.017709,5.624708,[18 38] ; [13  8],[22.54545455 33.45454545] ; [ 8.45454545 12.54545455],0
s2,1,0.019739,5.434864,[19 39] ; [13  8],[23.49367089 34.50632911] ; [ 8.50632911 12.49367089],0
u1,1,0.02423,5.078096,[ 3 55] ; [ 5 18],[ 5.72839506 52.27160494] ; [ 2.27160494 20.72839506],0
s7,1,0.036419,4.377373,[19 38] ; [12  8],[22.94805195 34.05194805] ; [ 8.05194805 11.94805195],0
u2,1,0.03965,4.232804,[ 8 16] ; [6 2],[10.5 13.5] ; [3.5 4.5],0
a4,1,0.052945,3.745653,[17 41] ; [12 11],[20.7654321 37.2345679] ; [ 8.2345679 14.7654321],0
a2,1,0.055283,3.673538,[ 4 54] ; [ 5 18],[ 6.44444444 51.55555556] ; [ 2.55555556 20.44444444],0
p8,1,0.059832,3.542047,[17 40] ; [12 11],[20.6625 36.3375] ; [ 8.3375 14.6625],0
b4,1,0.068719,3.31336,[38 20] ; [10 13],[34.37037037 23.62962963] ; [13.62962963  9.37037037],0
a5,1,0.090981,2.856928,[31 27] ; [17  6],[34.37037037 23.62962963] ; [13.62962963  9.37037037],0
b5,1,0.090981,2.856928,[31 27] ; [17  6],[34.37037037 23.62962963] ; [13.62962963  9.37037037],0
a6,1,0.097914,2.739196,[26 32] ; [15  8],[29.35802469 28.64197531] ; [11.64197531 11.35802469],0
p5,1,0.119789,2.420082,[ 5 51] ; [ 5 18],[ 7.08860759 48.91139241] ; [ 2.91139241 20.08860759],0
p11,1,0.128764,2.307346,[38 20] ; [19  4],[40.81481481 17.18518519] ; [16.18518519  6.81481481],0
p12,1,0.13913,2.187551,[ 1 56] ; [ 2 21],[ 2.1375 54.8625] ; [ 0.8625 22.1375],0
d2,1,0.155205,2.020337,[18 40] ; [11 12],[20.7654321 37.2345679] ; [ 8.2345679 14.7654321],0
n4,1,0.155383,2.018595,[33 25] ; [17  6],[35.80246914 22.19753086] ; [14.19753086  8.80246914],0
r2,1,0.165809,1.920434,[31 23] ; [15  5],[33.56756757 20.43243243] ; [12.43243243  7.56756757],0
n2,1,0.182989,1.773181,[13  8] ; [7 1],[14.48275862  6.51724138] ; [5.51724138 2.48275862],0
d1,1,0.205428,1.603356,[19 39] ; [11 12],[21.48148148 36.51851852] ; [ 8.51851852 14.48148148],0
s6,1,0.237336,1.396348,[24 33] ; [12  9],[26.30769231 30.69230769] ; [ 9.69230769 11.30769231],0
p2,1,0.240083,1.380105,[42 14] ; [20  3],[43.94936709 12.05063291] ; [18.05063291  4.94936709],0
n6,1,0.305917,1.048221,[34 21] ; [17  6],[35.96153846 19.03846154] ; [15.03846154  7.96153846],0
s4,1,0.333445,0.935472,[ 8 50] ; [ 5 17],[ 9.425 48.575] ; [ 3.575 18.425],0
n3,1,0.408384,0.683502,[14  7] ; [4 4],[13.03448276  7.96551724] ; [4.96551724 3.03448276],0
v3,1,0.408996,0.681717,[13 44] ; [ 7 15],[14.43037975 42.56962025] ; [ 5.56962025 16.43037975],0
b2,1,0.466348,0.530615,[ 9 24] ; [ 6 10],[10.10204082 22.89795918] ; [ 4.89795918 11.10204082],0
b3,1,0.466348,0.530615,[ 9 24] ; [ 6 10],[10.10204082 22.89795918] ; [ 4.89795918 11.10204082],0
a8,1,0.519183,0.415516,[ 5 49] ; [ 1 20],[ 4.32 49.68] ; [ 1.68 19.32],0
d4,1,0.522448,0.409059,[42 16] ; [15  8],[40.81481481 17.18518519] ; [16.18518519  6.81481481],0
a3,1,0.54512,0.366133,[33 24] ; [15  8],[34.2 22.8] ; [13.8  9.2],0
u3,1,0.580912,0.304762,[10 15] ; [2 5],[ 9.375 15.625] ; [2.625 4.375],0
v4,1,0.583173,0.301133,[37 16] ; [16  5],[37.95945946 15.04054054] ; [15.04054054  5.95945946],0
s3,1,0.588656,0.292448,[25 30] ; [11 10],[26.05263158 28.94736842] ; [ 9.94736842 11.05263158],0
r1,1,0.629909,0.232184,[16 41] ; [ 5 17],[15.15189873 41.84810127] ; [ 5.84810127 16.15189873],0
r3,1,0.654798,0.199904,[37 19] ; [15  6],[37.81818182 18.18181818] ; [14.18181818  6.81818182],0
a1,1,0.663126,0.189749,[ 7 51] ; [ 2 21],[ 6.44444444 51.55555556] ; [ 2.55555556 20.44444444],0
b1,1,0.696434,0.152208,[30 28] ; [13 10],[30.79012346 27.20987654] ; [12.20987654 10.79012346],0
a7,1,0.69972,0.148763,[33 25] ; [12 11],[32.22222222 25.77777778] ; [12.77777778 10.22222222],0
p10,1,0.77595,0.080998,[45 12] ; [18  4],[45.4556962 11.5443038] ; [17.5443038  4.4556962],0
p1,1,0.804888,0.061022,[ 6 51] ; [ 2 21],[ 5.7 51.3] ; [ 2.3 20.7],0
d3,1,0.929968,0.007724,[31 27] ; [12 10],[31.175 26.825] ; [11.825 10.175],0
v1,1,0.951131,0.003756,[24 31] ; [ 9 12],[23.88157895 31.11842105] ; [ 9.11842105 11.88157895],0
s5,1,0.973001,0.001145,[12 46] ; [ 4 15],[12.05194805 45.94805195] ; [ 3.94805195 15.05194805],0
n1,1,0.976445,0.000872,[ 8 13] ; [3 5],[ 7.96551724 13.03448276] ; [3.03448276 4.96551724],0
