Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,70.32757,[57 17] ; [ 9 74],[31.10828025 42.89171975] ; [34.89171975 48.10828025],1
s6,1,0.0,33.922716,[60 14] ; [29 54],[41.94904459 32.05095541] ; [47.05095541 35.94904459],1
s8,1,1e-06,24.692416,[39 35] ; [13 71],[24.35443038 49.64556962] ; [27.64556962 56.35443038],1
s5,1,5.7e-05,16.185867,[33 38] ; [14 70],[21.52903226 49.47096774] ; [25.47096774 58.52903226],1
s7,1,0.000157,14.285521,[34 37] ; [16 67],[23.05194805 47.94805195] ; [26.94805195 56.05194805],1
s4,1,0.006049,7.535795,[23 51] ; [11 73],[15.92405063 58.07594937] ; [18.07594937 65.92405063],0
p10,1,0.042609,4.110837,[62 11] ; [60 24],[56.72611465 16.27388535] ; [65.27388535 18.72611465],0
d2,1,0.055675,3.661757,[29 45] ; [21 63],[23.41772152 50.58227848] ; [26.58227848 57.41772152],0
r2,1,0.056,3.65207,[69  5] ; [70 14],[65.10126582  8.89873418] ; [73.89873418 10.10126582],0
r3,1,0.078893,3.087565,[72  2] ; [76  8],[69.3164557  4.6835443] ; [78.6835443  5.3164557],0
p7,1,0.094886,2.789462,[45 21] ; [46 38],[40.04 25.96] ; [50.96 33.04],0
a2,1,0.118035,2.443208,[11 63] ; [ 6 78],[ 7.96202532 66.03797468] ; [ 9.03797468 74.96202532],0
a4,1,0.118226,2.440661,[25 49] ; [19 65],[20.60759494 53.39240506] ; [23.39240506 60.60759494],0
n6,1,0.147416,2.09879,[47 26] ; [63 21],[51.14649682 21.85350318] ; [58.85350318 25.14649682],0
p4,1,0.151791,2.054161,[37 36] ; [33 51],[32.5477707 40.4522293] ; [37.4522293 46.5477707],0
n1,1,0.152095,2.051114,[ 9 13] ; [ 7 24],[ 6.64150943 15.35849057] ; [ 9.35849057 21.64150943],0
d4,1,0.156605,2.006706,[60 14] ; [60 24],[56.20253165 17.79746835] ; [63.79746835 20.20253165],0
r1,1,0.191366,1.707067,[54 19] ; [54 30],[50.21656051 22.78343949] ; [57.78343949 26.21656051],0
a3,1,0.196753,1.666317,[48 26] ; [46 38],[44.02531646 29.97468354] ; [49.97468354 34.02531646],0
a6,1,0.219777,1.505829,[51 23] ; [50 34],[47.30379747 26.69620253] ; [53.69620253 30.30379747],0
d1,1,0.236386,1.402016,[36 38] ; [33 51],[32.3164557 41.6835443] ; [36.6835443 47.3164557],0
p9,1,0.262479,1.255635,[64 10] ; [67 17],[61.35443038 12.64556962] ; [69.64556962 14.35443038],0
b4,1,0.264632,1.244364,[47 27] ; [46 38],[43.55696203 30.44303797] ; [49.44303797 34.55696203],0
p3,1,0.272709,1.20307,[30 44] ; [27 57],[26.69620253 47.30379747] ; [30.30379747 53.69620253],0
b1,1,0.309346,1.033464,[20 54] ; [29 55],[22.94936709 51.05063291] ; [26.05063291 57.94936709],0
p6,1,0.326347,0.963337,[22 51] ; [19 63],[19.30967742 53.69032258] ; [21.69032258 60.30967742],0
p5,1,0.353798,0.859788,[ 4 68] ; [ 8 76],[ 5.53846154 66.46153846] ; [ 6.46153846 77.53846154],0
v2,1,0.366252,0.816341,[38 32] ; [38 43],[35.23178808 34.76821192] ; [40.76821192 40.23178808],0
p8,1,0.369698,0.804678,[40 33] ; [40 44],[37.19745223 35.80254777] ; [42.80254777 41.19745223],0
b2,1,0.369941,0.803862,[16 28] ; [10 27],[14.12345679 29.87654321] ; [11.87654321 25.12345679],0
b3,1,0.369941,0.803862,[16 28] ; [10 27],[14.12345679 29.87654321] ; [11.87654321 25.12345679],0
a7,1,0.389741,0.739749,[54 20] ; [56 28],[51.51898734 22.48101266] ; [58.48101266 25.51898734],0
b5,1,0.397939,0.714547,[40 34] ; [51 33],[42.62025316 31.37974684] ; [48.37974684 35.62025316],0
u1,1,0.40634,0.689485,[ 7 67] ; [ 5 79],[ 5.62025316 68.37974684] ; [ 6.37974684 77.62025316],0
v3,1,0.416088,0.661338,[20 49] ; [19 63],[17.82119205 51.17880795] ; [21.17880795 60.82119205],0
u3,1,0.418103,0.655641,[17  9] ; [21 17],[15.4375 10.5625] ; [22.5625 15.4375],0
a5,1,0.442654,0.589394,[45 29] ; [46 38],[42.62025316 31.37974684] ; [48.37974684 35.62025316],0
d5,1,0.520127,0.413642,[52 22] ; [55 29],[50.11392405 23.88607595] ; [56.88607595 27.11392405],0
n3,1,0.528013,0.398214,[16  6] ; [20 11],[14.94339623  7.05660377] ; [21.05660377  9.94339623],0
d3,1,0.53822,0.378849,[51 23] ; [54 30],[49.17721519 24.82278481] ; [55.82278481 28.17721519],0
p1,1,0.563433,0.333795,[ 4 69] ; [ 3 81],[ 3.25477707 69.74522293] ; [ 3.74522293 80.25477707],0
v1,1,0.564384,0.332171,[32 39] ; [34 50],[30.23225806 40.76774194] ; [35.76774194 48.23225806],0
p12,1,0.576137,0.312522,[ 4 70] ; [ 3 81],[ 3.27848101 70.72151899] ; [ 3.72151899 80.27848101],0
u2,1,0.617601,0.249253,[16 10] ; [21 17],[15.03125 10.96875] ; [21.96875 16.03125],0
r4,1,0.641869,0.216307,[62 12] ; [68 16],[60.88607595 13.11392405] ; [69.11392405 14.88607595],0
a8,1,0.752278,0.099627,[ 5 61] ; [ 5 75],[ 4.52054795 61.47945205] ; [ 5.47945205 74.52054795],0
a1,1,0.755596,0.096888,[ 2 72] ; [ 3 81],[ 2.34177215 71.65822785] ; [ 2.65822785 81.34177215],0
n5,1,0.805055,0.060916,[29 44] ; [35 49],[29.75796178 43.24203822] ; [34.24203822 49.75796178],0
p2,1,0.867829,0.027694,[59 14] ; [67 17],[58.58598726 14.41401274] ; [67.41401274 16.58598726],0
