Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,6e-06,20.521828,[12 27] ; [46 14],[22.84848485 16.15151515] ; [35.15151515 24.84848485],1
p10,1,0.00061,11.744175,[12 27] ; [39 20],[20.29591837 18.70408163] ; [30.70408163 28.29591837],1
p7,1,0.004927,7.906046,[25 13] ; [22 38],[18.2244898 19.7755102] ; [28.7755102 31.2244898],0
n1,1,0.01796,5.6,[ 3 12] ; [12  8],[6.42857143 8.57142857] ; [ 8.57142857 11.42857143],0
v1,1,0.041292,4.163982,[ 9 29] ; [26 33],[13.71134021 24.28865979] ; [21.28865979 37.71134021],0
b3,1,0.048672,3.88664,[ 6 18] ; [20 20],[ 9.75 14.25] ; [16.25 23.75],0
b2,1,0.048672,3.88664,[ 6 18] ; [20 20],[ 9.75 14.25] ; [16.25 23.75],0
p2,1,0.051726,3.78462,[29 10] ; [33 27],[24.42424242 14.57575758] ; [37.57575758 22.42424242],0
a5,1,0.058526,3.578658,[12 27] ; [30 30],[16.54545455 22.45454545] ; [25.45454545 34.54545455],0
p9,1,0.078745,3.090624,[20 19] ; [40 18],[24.12371134 14.87628866] ; [35.87628866 22.12371134],0
v3,1,0.091042,2.855844,[ 6 31] ; [19 41],[ 9.53608247 27.46391753] ; [15.46391753 44.53608247],0
a6,1,0.123636,2.370641,[14 25] ; [31 29],[17.72727273 21.27272727] ; [27.27272727 32.72727273],0
u2,1,0.147299,2.1,[ 9 11] ; [ 7 21],[ 6.66666667 13.33333333] ; [ 9.33333333 18.66666667],0
s7,1,0.192544,1.698041,[ 5 32] ; [14 43],[ 7.4787234 29.5212766] ; [11.5212766 45.4787234],0
r3,1,0.220855,1.49881,[32  7] ; [42 17],[29.44897959  9.55102041] ; [44.55102041 14.44897959],0
d2,1,0.238759,1.387904,[ 7 32] ; [17 43],[ 9.45454545 29.54545455] ; [14.54545455 45.45454545],0
a2,1,0.239791,1.381824,[ 1 38] ; [ 5 55],[ 2.36363636 36.63636364] ; [ 3.63636364 56.36363636],0
d4,1,0.261546,1.260556,[19 20] ; [22 37],[16.31632653 22.68367347] ; [24.68367347 34.31632653],0
n6,1,0.318803,0.993851,[24 15] ; [42 17],[26.26530612 12.73469388] ; [39.73469388 19.26530612],0
p8,1,0.321528,0.982722,[11 28] ; [22 36],[13.26804124 25.73195876] ; [19.73195876 38.26804124],0
s3,1,0.333589,0.934914,[15 23] ; [18 42],[12.79591837 25.20408163] ; [20.20408163 39.79591837],0
n3,1,0.340987,0.906718,[11  3] ; [12  7],[9.75757576 4.24242424] ; [13.24242424  5.75757576],0
d1,1,0.362391,0.829591,[ 1 38] ; [ 4 56],[ 1.96969697 37.03030303] ; [ 3.03030303 56.96969697],0
v2,1,0.3789,0.774267,[11 26] ; [22 35],[12.9893617 24.0106383] ; [20.0106383 36.9893617],0
p1,1,0.382847,0.761538,[ 3 36] ; [ 8 52],[ 4.33333333 34.66666667] ; [ 6.66666667 53.33333333],0
v4,1,0.385345,0.753581,[32  7] ; [44 15],[30.24489796  8.75510204] ; [45.75510204 13.24489796],0
s4,1,0.469101,0.524092,[ 5 34] ; [ 5 55],[ 3.93939394 35.06060606] ; [ 6.06060606 53.93939394],0
b5,1,0.475528,0.509103,[23 16] ; [31 29],[21.27272727 17.72727273] ; [32.72727273 27.27272727],0
d3,1,0.486628,0.483973,[15 24] ; [19 41],[13.39393939 25.60606061] ; [20.60606061 39.39393939],0
u3,1,0.507222,0.439794,[ 6 14] ; [11 17],[ 7.08333333 12.91666667] ; [ 9.91666667 18.08333333],0
p3,1,0.519773,0.414344,[10 29] ; [19 41],[11.42424242 27.57575758] ; [17.57575758 42.42424242],0
p12,1,0.537044,0.381046,[ 1 38] ; [ 3 56],[ 1.59183673 37.40816327] ; [ 2.40816327 56.59183673],0
a4,1,0.561429,0.337236,[ 9 30] ; [17 43],[10.24242424 28.75757576] ; [15.75757576 44.24242424],0
s5,1,0.588288,0.293025,[ 2 35] ; [ 5 55],[ 2.67010309 34.32989691] ; [ 4.32989691 55.67010309],0
a7,1,0.653446,0.201584,[20 19] ; [28 32],[18.90909091 20.09090909] ; [29.09090909 30.90909091],0
p4,1,0.662597,0.190385,[12 27] ; [21 39],[13. 26.] ; [20. 40.],0
a3,1,0.683296,0.166439,[19 19] ; [32 27],[19.97938144 18.02061856] ; [31.02061856 27.97938144],0
s8,1,0.703852,0.144496,[ 6 33] ; [11 49],[ 6.6969697 32.3030303] ; [10.3030303 49.6969697],0
r4,1,0.788791,0.07176,[23 16] ; [37 23],[23.63636364 15.36363636] ; [36.36363636 23.63636364],0
p6,1,0.791441,0.069928,[ 9 30] ; [15 44],[ 9.55102041 29.44897959] ; [14.44897959 44.55102041],0
p5,1,0.805195,0.060826,[ 1 38] ; [ 2 56],[ 1.20618557 37.79381443] ; [ 1.79381443 56.20618557],0
a8,1,0.817968,0.052973,[ 4 34] ; [ 5 50],[ 3.67741935 34.32258065] ; [ 5.32258065 49.67741935],0
s1,1,0.845764,0.03784,[ 3 36] ; [ 4 56],[ 2.75757576 36.24242424] ; [ 4.24242424 55.75757576],0
r2,1,0.869009,0.027198,[30  9] ; [47 13],[30.33333333  8.66666667] ; [46.66666667 13.33333333],0
