Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7e-06,20.19563,[39  3] ; [50 44],[27.48529412 14.51470588] ; [61.51470588 32.48529412],1
d2,1,0.254638,1.297675,[22 19] ; [40 53],[18.97014925 22.02985075] ; [43.02985075 49.97014925],0
b5,1,0.261306,1.261825,[23 19] ; [61 33],[25.94117647 16.05882353] ; [58.05882353 35.94117647],0
v3,1,0.297557,1.085111,[18 21] ; [32 56],[15.35433071 23.64566929] ; [34.64566929 53.35433071],0
d4,1,0.300563,1.071694,[33  8] ; [67 26],[30.59701493 10.40298507] ; [69.40298507 23.59701493],0
v4,1,0.329127,0.952332,[41  1] ; [88  6],[39.83823529  2.16176471] ; [89.16176471  4.83823529],0
b2,1,0.330818,0.945694,[12 16] ; [20 42],[ 9.95555556 18.04444444] ; [22.04444444 39.95555556],0
b3,1,0.330818,0.945694,[12 16] ; [20 42],[ 9.95555556 18.04444444] ; [22.04444444 39.95555556],0
p3,1,0.343607,0.896927,[17 24] ; [31 63],[14.57777778 26.42222222] ; [33.42222222 60.57777778],0
a7,1,0.397944,0.714531,[25 17] ; [63 31],[27.17647059 14.82352941] ; [60.82352941 33.17647059],0
d3,1,0.438347,0.600607,[25 16] ; [50 43],[22.94776119 18.05223881] ; [52.05223881 40.94776119],0
u4,1,0.440773,0.594269,[ 1 41] ; [ 5 89],[ 1.85294118 40.14705882] ; [ 4.14705882 89.85294118],0
a3,1,0.452735,0.563796,[29 13] ; [58 35],[27.06666667 14.93333333] ; [59.93333333 33.06666667],0
d5,1,0.454512,0.559377,[30 11] ; [62 31],[28.14925373 12.85074627] ; [63.85074627 29.14925373],0
b1,1,0.47411,0.512381,[22 20] ; [43 51],[20.07352941 21.92647059] ; [44.92647059 49.07352941],0
p7,1,0.496286,0.46287,[18 24] ; [33 57],[16.22727273 25.77272727] ; [34.77272727 55.22727273],0
n3,1,0.504517,0.445421,[8 4] ; [20  6],[8.84210526 3.15789474] ; [19.15789474  6.84210526],0
r1,1,0.534584,0.38567,[32 10] ; [76 18],[33.35294118  8.64705882] ; [74.64705882 19.35294118],0
r2,1,0.58445,0.299096,[41  1] ; [89  4],[40.44444444  1.55555556] ; [89.55555556  3.44444444],0
n2,1,0.598978,0.276541,[10  2] ; [22  7],[9.36585366 2.63414634] ; [22.63414634  6.36585366],0
b4,1,0.625522,0.238182,[26 16] ; [54 40],[24.70588235 17.29411765] ; [55.29411765 38.70588235],0
a8,1,0.636211,0.223731,[ 5 34] ; [ 9 81],[ 4.23255814 34.76744186] ; [ 9.76744186 80.23255814],0
p11,1,0.647729,0.208775,[26 16] ; [62 32],[27.17647059 14.82352941] ; [60.82352941 33.17647059],0
n1,1,0.648133,0.208262,[5 6] ; [15 13],[5.64102564 5.35897436] ; [14.35897436 13.64102564],0
u1,1,0.688966,0.160207,[ 6 36] ; [16 78],[ 6.79411765 35.20588235] ; [15.20588235 78.79411765],0
d1,1,0.797492,0.065841,[22 20] ; [47 47],[21.30882353 20.69117647] ; [47.69117647 46.30882353],0
n4,1,0.840793,0.040352,[28 14] ; [61 33],[27.48529412 14.51470588] ; [61.51470588 32.48529412],0
n5,1,0.882794,0.021735,[27 15] ; [61 32],[27.37777778 14.62222222] ; [60.62222222 32.37777778],0
r3,1,0.894263,0.017666,[40  2] ; [90  4],[40.14705882  1.85294118] ; [89.85294118  4.14705882],0
a6,1,0.959281,0.002607,[24 17] ; [54 39],[23.86567164 17.13432836] ; [54.13432836 38.86567164],0
u3,1,0.978375,0.000735,[8 5] ; [22 14],[7.95918367 5.04081633] ; [22.04081633 13.95918367],0
a2,1,0.988924,0.000193,[ 8 34] ; [18 76],[ 8.02941176 33.97058824] ; [17.97058824 76.02941176],0
