Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7e-06,20.19563,[39  3] ; [50 44],[27.48529412 14.51470588] ; [61.51470588 32.48529412],1
s4,1,1.8e-05,18.384259,[17 24] ; [ 9 84],[ 7.95522388 33.04477612] ; [18.04477612 74.95522388],1
p1,1,9.7e-05,15.192604,[ 8 34] ; [ 1 93],[ 2.77941176 39.22058824] ; [ 6.22058824 87.77941176],1
p12,1,0.000137,14.546852,[ 9 33] ; [ 2 92],[ 3.39705882 38.60294118] ; [ 7.60294118 86.39705882],1
s2,1,0.001373,10.24177,[29 13] ; [37 57],[20.38235294 21.61764706] ; [45.61764706 48.38235294],0
p6,1,0.002073,9.483647,[17 25] ; [15 78],[ 9.95555556 32.04444444] ; [22.04444444 70.95555556],0
p5,1,0.002173,9.397264,[ 8 34] ; [ 3 88],[ 3.47368421 38.52631579] ; [ 7.52631579 83.47368421],0
a5,1,0.003359,8.60153,[35  7] ; [54 40],[27.48529412 14.51470588] ; [61.51470588 32.48529412],0
s8,1,0.005449,7.723992,[24 17] ; [31 63],[16.7037037 24.2962963] ; [38.2962963 55.7037037],0
s7,1,0.020587,5.361387,[23 17] ; [31 56],[17.00787402 22.99212598] ; [36.99212598 50.00787402],0
v1,1,0.023874,5.103793,[23 19] ; [31 60],[17.05263158 24.94736842] ; [36.94736842 54.05263158],0
u2,1,0.064627,3.414462,[4 8] ; [23 13],[6.75 5.25] ; [20.25 15.75],0
p10,1,0.075439,3.160531,[30 11] ; [53 40],[25.39552239 15.60447761] ; [57.60447761 35.39552239],0
s3,1,0.091569,2.846577,[25 16] ; [42 51],[20.5 20.5] ; [46.5 46.5],0
s1,1,0.101078,2.688446,[ 5 37] ; [ 4 89],[ 2.8 39.2] ; [ 6.2 86.8],0
n6,1,0.105805,2.615788,[36  5] ; [71 23],[32.4962963  8.5037037] ; [74.5037037 19.4962963],0
p9,1,0.107669,2.58811,[31 10] ; [57 36],[26.92537313 14.07462687] ; [61.07462687 31.92537313],0
v2,1,0.150814,2.064003,[24 15] ; [43 47],[20.25581395 18.74418605] ; [46.74418605 43.25581395],0
a4,1,0.171956,1.865804,[22 20] ; [37 56],[18.35555556 23.64444444] ; [40.64444444 52.35555556],0
p8,1,0.175481,1.835489,[14 28] ; [21 73],[10.80882353 31.19117647] ; [24.19117647 69.80882353],0
p4,1,0.208269,1.583419,[17 23] ; [29 64],[13.83458647 26.16541353] ; [32.16541353 60.83458647],0
a1,1,0.22766,1.45542,[ 4 38] ; [ 4 90],[ 2.47058824 39.52941176] ; [ 5.52941176 88.47058824],0
