Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.008572,6.909914,[19 13] ; [56 11],[24.24242424  7.75757576] ; [50.75757576 16.24242424],0
n6,1,0.126972,2.32914,[25  7] ; [60  7],[27.47474747  4.52525253] ; [57.52525253  9.47474747],0
p9,1,0.127648,2.32088,[23  9] ; [56 10],[25.79591837  6.20408163] ; [53.20408163 12.79591837],0
p3,1,0.128815,2.306728,[15 17] ; [41 24],[18.4742268 13.5257732] ; [37.5257732 27.4742268],0
d1,1,0.134038,2.245108,[13 19] ; [38 29],[16.48484848 15.51515152] ; [34.51515152 32.48484848],0
s8,1,0.135548,2.227784,[16 16] ; [44 23],[19.39393939 12.60606061] ; [40.60606061 26.39393939],0
p7,1,0.145445,2.119388,[20 11] ; [51 14],[22.92708333  8.07291667] ; [48.07291667 16.92708333],0
s6,1,0.147101,2.102061,[19 13] ; [48 17],[22.10309278  9.89690722] ; [44.89690722 20.10309278],0
d2,1,0.222498,1.488185,[13 19] ; [36 31],[15.83838384 16.16161616] ; [33.16161616 33.83838384],0
d4,1,0.237713,1.394108,[24  8] ; [56 10],[26.12244898  5.87755102] ; [53.87755102 12.12244898],0
r1,1,0.244924,1.352025,[23  9] ; [55 12],[25.21212121  6.78787879] ; [52.78787879 14.21212121],0
a3,1,0.244924,1.352025,[23  9] ; [55 12],[25.21212121  6.78787879] ; [52.78787879 14.21212121],0
s4,1,0.285838,1.13912,[ 7 25] ; [ 9 58],[ 5.17171717 26.82828283] ; [10.82828283 56.17171717],0
n4,1,0.323324,0.975455,[27  5] ; [61  6],[28.44444444  3.55555556] ; [59.55555556  7.44444444],0
s3,1,0.377491,0.778858,[17 14] ; [43 24],[18.97959184 12.02040816] ; [41.02040816 25.97959184],0
a1,1,0.379532,0.772218,[ 2 30] ; [ 8 59],[ 3.23232323 28.76767677] ; [ 6.76767677 60.23232323],0
b2,1,0.43352,0.613374,[ 9 13] ; [22 21],[10.49230769 11.50769231] ; [20.50769231 22.49230769],0
b3,1,0.43352,0.613374,[ 9 13] ; [22 21],[10.49230769 11.50769231] ; [20.50769231 22.49230769],0
a6,1,0.479996,0.498872,[11 21] ; [28 39],[12.60606061 19.39393939] ; [26.39393939 40.60606061],0
a5,1,0.533298,0.388104,[23  9] ; [52 15],[24.24242424  7.75757576] ; [50.75757576 16.24242424],0
v4,1,0.536485,0.382094,[29  3] ; [63  4],[29.73737374  2.26262626] ; [62.26262626  4.73737374],0
a2,1,0.545428,0.365571,[ 1 31] ; [ 4 63],[ 1.61616162 30.38383838] ; [ 3.38383838 63.61616162],0
n3,1,0.61093,0.258824,[9 2] ; [8 3],[8.5 2.5] ; [8.5 2.5],0
n1,1,0.695895,0.152778,[5 7] ; [5 5],[5.45454545 6.54545455] ; [4.54545455 5.45454545],0
s1,1,0.706432,0.141866,[ 2 30] ; [ 3 64],[ 1.61616162 30.38383838] ; [ 3.38383838 63.61616162],0
u2,1,0.800838,0.063636,[5 4] ; [6 6],[4.71428571 4.28571429] ; [6.28571429 5.71428571],0
b4,1,0.813903,0.05541,[18 14] ; [36 31],[17.45454545 14.54545455] ; [36.54545455 30.45454545],0
p1,1,0.825748,0.04847,[ 2 30] ; [ 5 62],[ 2.26262626 29.73737374] ; [ 4.73737374 62.26262626],0
u1,1,0.825748,0.04847,[ 2 30] ; [ 5 62],[ 2.26262626 29.73737374] ; [ 4.73737374 62.26262626],0
p6,1,0.903784,0.014613,[12 19] ; [26 39],[12.27083333 18.72916667] ; [25.72916667 39.27083333],0
b1,1,0.93418,0.006821,[15 17] ; [32 35],[15.19191919 16.80808081] ; [31.80808081 35.19191919],0
u3,1,1.0,0.0,[3 6] ; [4 8],[3. 6.] ; [4. 8.],0
