Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2.1e-05,18.137499,[ 8 44] ; [25 19],[17.875 34.125] ; [15.125 28.875],1
p7,1,6.6e-05,15.931846,[15 36] ; [31 13],[24.69473684 26.30526316] ; [21.30526316 22.69473684],1
s2,1,0.000713,11.455026,[12 40] ; [25 19],[20.04166667 31.95833333] ; [16.95833333 27.04166667],1
v1,1,0.000992,10.84297,[ 9 41] ; [22 22],[16.4893617 33.5106383] ; [14.5106383 29.4893617],1
s8,1,0.002542,9.109963,[ 8 44] ; [19 25],[14.625 37.375] ; [12.375 31.625],0
s6,1,0.004707,7.988734,[17 35] ; [26 16],[23.78723404 28.21276596] ; [19.21276596 22.78723404],0
a3,1,0.00481,7.949594,[20 31] ; [30 14],[26.84210526 24.15789474] ; [23.15789474 20.84210526],0
s7,1,0.004974,7.889,[11 39] ; [21 21],[17.39130435 32.60869565] ; [14.60869565 27.39130435],0
p8,1,0.007281,7.202195,[12 39] ; [22 22],[18.25263158 32.74736842] ; [15.74736842 28.25263158],0
p2,1,0.007483,7.153188,[26 26] ; [33 10],[32.29473684 19.70526316] ; [26.70526316 16.29473684],0
p10,1,0.007511,7.146552,[22 29] ; [31 13],[28.45263158 22.54736842] ; [24.54736842 19.45263158],0
u3,1,0.009216,6.780453,[ 6 26] ; [8 6],[ 9.73913043 22.26086957] ; [4.26086957 9.73913043],0
p9,1,0.010326,6.577782,[28 21] ; [36  8],[33.72043011 15.27956989] ; [30.27956989 13.72043011],0
p6,1,0.010698,6.514733,[ 8 42] ; [17 26],[13.44086022 36.55913978] ; [11.55913978 31.44086022],0
p5,1,0.013495,6.102988,[ 1 51] ; [ 7 37],[ 4.33333333 47.66666667] ; [ 3.66666667 40.33333333],0
a4,1,0.013531,6.098273,[13 38] ; [22 22],[18.78947368 32.21052632] ; [16.21052632 27.78947368],0
r3,1,0.014334,5.996554,[32 20] ; [37  7],[37.375 14.625] ; [31.625 12.375],0
a5,1,0.015266,5.885509,[19 33] ; [27 17],[24.91666667 27.08333333] ; [21.08333333 22.91666667],0
v2,1,0.017823,5.61346,[12 38] ; [20 22],[17.39130435 32.60869565] ; [14.60869565 27.39130435],0
n1,1,0.020123,5.401235,[ 8 19] ; [10  5],[11.57142857 15.42857143] ; [6.42857143 8.57142857],0
d5,1,0.033667,4.511516,[23 29] ; [29 15],[28.16666667 23.83333333] ; [23.83333333 20.16666667],0
d1,1,0.03581,4.406115,[12 40] ; [19 25],[16.79166667 35.20833333] ; [14.20833333 29.79166667],0
d3,1,0.059709,3.545455,[13 39] ; [19 25],[17.33333333 34.66666667] ; [14.66666667 29.33333333],0
d4,1,0.079281,3.079587,[25 27] ; [29 15],[29.25 22.75] ; [24.75 19.25],0
p11,1,0.095722,2.77542,[28 24] ; [31 13],[31.95833333 20.04166667] ; [27.04166667 16.95833333],0
v3,1,0.120399,2.412118,[ 8 44] ; [12 30],[11.06382979 40.93617021] ; [ 8.93617021 33.06382979],0
b1,1,0.136758,2.214068,[24 28] ; [27 17],[27.625 24.375] ; [23.375 20.625],0
v4,1,0.174404,1.844676,[36 16] ; [35  8],[38.86315789 13.13684211] ; [32.13684211 10.86315789],0
n3,1,0.202289,1.625772,[15 12] ; [12  4],[16.95348837 10.04651163] ; [10.04651163  5.95348837],0
u2,1,0.225413,1.469574,[10 22] ; [7 7],[11.82608696 20.17391304] ; [5.17391304 8.82608696],0
b4,1,0.231728,1.430222,[30 22] ; [20 24],[27.08333333 24.91666667] ; [22.91666667 21.08333333],0
b2,1,0.251002,1.31772,[11 19] ; [ 8 26],[ 8.90625 21.09375] ; [10.09375 23.90625],0
b3,1,0.251002,1.31772,[11 19] ; [ 8 26],[ 8.90625 21.09375] ; [10.09375 23.90625],0
a8,1,0.270948,1.211941,[ 2 48] ; [ 4 37],[ 3.2967033 46.7032967] ; [ 2.7032967 38.2967033],0
r4,1,0.345185,0.891079,[21 31] ; [22 22],[23.29166667 28.70833333] ; [19.70833333 24.29166667],0
n4,1,0.384907,0.75497,[31 21] ; [30 14],[33.04166667 18.95833333] ; [27.95833333 16.04166667],0
n2,1,0.415529,0.662926,[17 10] ; [12  4],[18.20930233  8.79069767] ; [10.79069767  5.20930233],0
s1,1,0.461856,0.541394,[ 1 51] ; [ 2 42],[ 1.625 50.375] ; [ 1.375 42.625],0
r2,1,0.536443,0.382171,[35 16] ; [32 11],[36.35106383 14.64893617] ; [30.64893617 12.35106383],0
s3,1,0.603316,0.270023,[21 30] ; [20 23],[22.24468085 28.75531915] ; [18.75531915 24.24468085],0
a1,1,0.621246,0.24412,[ 5 47] ; [ 3 41],[ 4.33333333 47.66666667] ; [ 3.66666667 40.33333333],0
u1,1,0.658868,0.194902,[ 2 50] ; [ 1 43],[ 1.625 50.375] ; [ 1.375 42.625],0
p12,1,0.658868,0.194902,[ 2 50] ; [ 1 43],[ 1.625 50.375] ; [ 1.375 42.625],0
s5,1,0.659026,0.194709,[10 40] ; [10 32],[10.86956522 39.13043478] ; [ 9.13043478 32.86956522],0
b5,1,0.682046,0.167832,[25 27] ; [23 21],[26. 26.] ; [22. 22.],0
