Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,61.787214,[109  61] ; [ 2 54],[83.49557522 86.50442478] ; [27.50442478 28.49557522],1
d4,1,0.0,48.469467,[149  21] ; [23 32],[129.95555556  40.04444444] ; [42.04444444 12.95555556],1
a3,1,0.0,28.306025,[134  36] ; [23 33],[118.09734513  51.90265487] ; [38.90265487 17.09734513],1
a5,1,0.0,28.306025,[134  36] ; [23 33],[118.09734513  51.90265487] ; [38.90265487 17.09734513],1
a4,1,1e-06,23.942928,[92 78] ; [ 9 46],[76.31111111 93.68888889] ; [24.68888889 30.31111111],1
d2,1,5.1e-05,16.407571,[95 74] ; [14 42],[81.87111111 87.12888889] ; [27.12888889 28.87111111],1
d3,1,0.000144,14.443171,[89 81] ; [13 43],[76.72566372 93.27433628] ; [25.27433628 30.72566372],1
p10,1,0.000351,12.777765,[136  30] ; [32 23],[126.19004525  39.80995475] ; [41.80995475 13.19004525],1
v2,1,0.002583,9.08098,[94 73] ; [16 34],[84.65437788 82.34562212] ; [25.34562212 24.65437788],0
s7,1,0.002826,8.916638,[92 70] ; [18 36],[82.5 79.5] ; [27.5 26.5],0
s5,1,0.006038,7.538821,[73 86] ; [13 40],[64.5 94.5] ; [21.5 31.5],0
s2,1,0.008138,7.002831,[90 79] ; [18 37],[81.48214286 87.51785714] ; [26.51785714 28.48214286],0
n4,1,0.010518,6.545021,[136  32] ; [36 20],[129.  39.] ; [43. 13.],0
p4,1,0.012886,6.184664,[96 71] ; [21 34],[88.01351351 78.98648649] ; [28.98648649 26.01351351],0
p9,1,0.016123,5.789443,[140  26] ; [39 17],[133.84684685  32.15315315] ; [45.15315315 10.84684685],0
p2,1,0.020276,5.388015,[133  34] ; [36 20],[126.56053812  40.43946188] ; [42.43946188 13.56053812],0
n6,1,0.022976,5.170343,[142  25] ; [40 16],[136.29596413  30.70403587] ; [45.70403587 10.29596413],0
s8,1,0.025208,5.009547,[89 79] ; [20 36],[81.75 86.25] ; [27.25 28.75],0
s6,1,0.027192,4.8786,[114  47] ; [30 25],[107.33333333  53.66666667] ; [36.66666667 18.33333333],0
p7,1,0.027564,4.855145,[114  51] ; [29 26],[107.25  57.75] ; [35.75 19.25],0
v3,1,0.037675,4.319613,[72 90] ; [15 38],[65.55348837 96.44651163] ; [21.44651163 31.55348837],0
v1,1,0.047697,3.920643,[93 72] ; [23 33],[86.60633484 78.39366516] ; [29.39366516 26.60633484],0
p6,1,0.064688,3.41291,[64 99] ; [14 41],[ 58.32110092 104.67889908] ; [19.67889908 35.32110092],0
p3,1,0.082688,3.011254,[89 80] ; [22 34],[83.37333333 85.62666667] ; [27.62666667 28.37333333],0
r1,1,0.110857,2.541964,[141  29] ; [41 15],[136.90265487  33.09734513] ; [45.09734513 10.90265487],0
a2,1,0.132691,2.260739,[ 17 153] ; [ 2 54],[ 14.2920354 155.7079646] ; [ 4.7079646 51.2920354],0
n5,1,0.139672,2.181567,[129  38] ; [37 18],[124.87387387  42.12612613] ; [41.12612613 13.87387387],0
s4,1,0.141778,2.158551,[ 36 132] ; [ 7 49],[ 32.25 135.75] ; [10.75 45.25],0
p1,1,0.155888,2.013664,[ 11 157] ; [ 7 49],[ 13.5 154.5] ; [ 4.5 51.5],0
a6,1,0.21552,1.533953,[ 66 104] ; [27 29],[ 69.95575221 100.04424779] ; [23.04424779 32.95575221],0
n3,1,0.238867,1.387266,[35 10] ; [8 5],[33.36206897 11.63793103] ; [9.63793103 3.36206897],0
u1,1,0.287951,1.129175,[ 13 157] ; [ 2 54],[ 11.28318584 158.71681416] ; [ 3.71681416 52.28318584],0
