Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,23.534818,[33 29] ; [15 77],[19.32467532 42.67532468] ; [28.67532468 63.32467532],1
p7,1,3e-06,22.107001,[46 16] ; [31 57],[31.82666667 30.17333333] ; [45.17333333 42.82666667],1
p8,1,1e-05,19.565684,[38 22] ; [25 67],[24.86842105 35.13157895] ; [38.13157895 53.86842105],1
s8,1,0.0001,15.142066,[26 36] ; [13 79],[15.7012987 46.2987013] ; [23.2987013 68.7012987],1
p2,1,0.000236,13.521831,[52 10] ; [51 41],[41.46753247 20.53246753] ; [61.53246753 30.46753247],1
s7,1,0.000538,11.978418,[28 31] ; [18 70],[18.46258503 40.53741497] ; [27.53741497 60.46258503],1
p6,1,0.002356,9.249511,[23 39] ; [14 76],[15.09210526 46.90789474] ; [21.90789474 68.09210526],0
p10,1,0.003651,8.449769,[47 14] ; [49 42],[38.52631579 22.47368421] ; [57.47368421 33.52631579],0
a4,1,0.003805,8.374572,[19 42] ; [11 80],[12.03947368 48.96052632] ; [17.96052632 73.03947368],0
d2,1,0.003949,8.307159,[20 42] ; [12 80],[12.88311688 49.11688312] ; [19.11688312 72.88311688],0
s2,1,0.004049,8.261616,[28 34] ; [21 70],[19.85620915 42.14379085] ; [29.14379085 61.85620915],0
a5,1,0.006603,7.378033,[36 26] ; [33 59],[27.77922078 34.22077922] ; [41.22077922 50.77922078],0
p5,1,0.006675,7.358302,[ 8 52] ; [ 2 90],[ 3.94736842 56.05263158] ; [ 6.05263158 85.94736842],0
s3,1,0.007227,7.215581,[37 24] ; [35 56],[28.89473684 32.10526316] ; [43.10526316 47.89473684],0
n6,1,0.007833,7.071258,[51 11] ; [56 34],[43.64473684 18.35526316] ; [63.35526316 26.64473684],0
p9,1,0.009386,6.74795,[49 13] ; [53 37],[41.60526316 20.39473684] ; [60.39473684 29.60526316],0
p12,1,0.012661,6.215816,[ 6 56] ; [ 1 90],[ 2.83660131 59.16339869] ; [ 4.16339869 86.83660131],0
