Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2e-06,22.548235,[66  9] ; [2 7],[60.71428571 14.28571429] ; [7.28571429 1.71428571],1
n5,1,0.000159,14.265263,[71  4] ; [5 4],[67.85714286  7.14285714] ; [8.14285714 0.85714286],1
p7,1,0.001393,10.215593,[67  7] ; [4 4],[64.07317073  9.92682927] ; [6.92682927 1.07317073],0
p6,1,0.00186,9.683085,[57 17] ; [2 6],[53.24390244 20.75609756] ; [5.75609756 2.24390244],0
p2,1,0.010019,6.631579,[70  5] ; [6 3],[67.85714286  7.14285714] ; [8.14285714 0.85714286],0
s2,1,0.011538,6.380586,[48 25] ; [2 7],[44.51219512 28.48780488] ; [5.48780488 3.51219512],0
s3,1,0.014853,5.933873,[50 23] ; [2 6],[46.86419753 26.13580247] ; [5.13580247 2.86419753],0
r4,1,0.020242,5.390933,[69  6] ; [6 3],[66.96428571  8.03571429] ; [8.03571429 0.96428571],0
v2,1,0.020978,5.328614,[45 27] ; [2 7],[41.77777778 30.22222222] ; [5.22222222 3.77777778],0
b5,1,0.030995,4.653249,[30 45] ; [7 2],[33.03571429 41.96428571] ; [3.96428571 5.03571429],0
s8,1,0.034495,4.470013,[51 23] ; [3 6],[48.14457831 25.85542169] ; [5.85542169 3.14457831],0
r1,1,0.042658,4.108892,[62 12] ; [5 4],[59.73493976 14.26506024] ; [7.26506024 1.73493976],0
r2,1,0.043205,4.087364,[70  4] ; [6 2],[68.58536585  5.41463415] ; [7.41463415 0.58536585],0
d1,1,0.050209,3.834449,[50 25] ; [3 6],[47.32142857 27.67857143] ; [5.67857143 3.32142857],0
v3,1,0.063039,3.455565,[47 25] ; [3 6],[44.44444444 27.55555556] ; [5.55555556 3.44444444],0
r3,1,0.068783,3.311837,[69  4] ; [7 2],[67.65853659  5.34146341] ; [8.34146341 0.65853659],0
d2,1,0.07776,3.111111,[40 35] ; [2 7],[37.5 37.5] ; [4.5 4.5],0
s1,1,0.110612,2.545455,[ 5 70] ; [2 7],[ 6.25 68.75] ; [0.75 8.25],0
a4,1,0.123319,2.374655,[37 38] ; [2 7],[34.82142857 40.17857143] ; [4.17857143 4.82142857],0
p1,1,0.152784,2.044237,[26 49] ; [1 8],[24.10714286 50.89285714] ; [2.89285714 6.10714286],0
d3,1,0.188616,1.728395,[50 25] ; [4 5],[48.21428571 26.78571429] ; [5.78571429 3.21428571],0
v4,1,0.206893,1.593036,[71  2] ; [8 1],[70.32926829  2.67073171] ; [8.67073171 0.32926829],0
p12,1,0.227173,1.458474,[25 50] ; [1 7],[23.4939759 51.5060241] ; [2.5060241 5.4939759],0
d5,1,0.248074,1.334118,[62 13] ; [6 3],[60.71428571 14.28571429] ; [7.28571429 1.71428571],0
s5,1,0.26104,1.263232,[46 20] ; [4 4],[44.59459459 21.40540541] ; [5.40540541 2.59459459],0
b4,1,0.267316,1.230469,[44 31] ; [7 2],[45.53571429 29.46428571] ; [5.46428571 3.53571429],0
u3,1,0.279642,1.168831,[10  5] ; [1 2],[9.16666667 5.83333333] ; [1.83333333 1.16666667],0
n6,1,0.350626,0.871189,[71  3] ; [8 1],[70.43373494  3.56626506] ; [8.56626506 0.43373494],0
a3,1,0.356981,0.848485,[60 15] ; [6 3],[58.92857143 16.07142857] ; [7.07142857 1.92857143],0
a2,1,0.382489,0.762688,[18 57] ; [1 8],[16.96428571 58.03571429] ; [2.03571429 6.96428571],0
a5,1,0.424688,0.637306,[58 17] ; [8 1],[58.92857143 16.07142857] ; [7.07142857 1.92857143],0
a8,1,0.426214,0.633117,[10 60] ; [2 6],[10.76923077 59.23076923] ; [1.23076923 6.76923077],0
d4,1,0.471474,0.518519,[65 10] ; [7 2],[64.28571429 10.71428571] ; [7.71428571 1.28571429],0
n1,1,0.531168,0.392157,[9 8] ; [1 2],[8.5 8.5] ; [1.5 1.5],0
b1,1,0.591505,0.288,[32 43] ; [3 6],[31.25 43.75] ; [3.75 5.25],0
s7,1,0.626233,0.237204,[52 18] ; [6 3],[51.39240506 18.60759494] ; [6.60759494 2.39240506],0
n3,1,0.659528,0.194098,[9 8] ; [2 1],[9.35 7.65] ; [1.65 1.35],0
b3,1,0.66872,0.183103,[27 27] ; [3 2],[27.45762712 26.54237288] ; [2.54237288 2.45762712],0
b2,1,0.66872,0.183103,[27 27] ; [3 2],[27.45762712 26.54237288] ; [2.54237288 2.45762712],0
v1,1,0.687673,0.161616,[50 22] ; [5 3],[49.5 22.5] ; [5.5 2.5],0
n2,1,0.717688,0.130719,[13  4] ; [2 1],[12.75  4.25] ; [2.25 0.75],0
a6,1,0.755554,0.096923,[46 29] ; [6 3],[46.42857143 28.57142857] ; [5.57142857 3.42857143],0
s6,1,0.772109,0.083878,[58 10] ; [8 1],[58.28571429  9.71428571] ; [7.71428571 1.28571429],0
a7,1,0.774456,0.082111,[55 20] ; [7 2],[55.35714286 19.64285714] ; [6.64285714 2.35714286],0
u2,1,0.813945,0.055385,[11  4] ; [2 1],[10.83333333  4.16666667] ; [2.16666667 0.83333333],0
n4,1,0.86369,0.029474,[68  7] ; [8 1],[67.85714286  7.14285714] ; [8.14285714 0.85714286],0
p11,1,0.937981,0.006054,[66  9] ; [8 1],[66.07142857  8.92857143] ; [7.92857143 1.07142857],0
