Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.00646,7.41737,[22  6] ; [ 9 13],[17.36 10.64] ; [13.64  8.36],0
p11,1,0.309657,1.032137,[18 10] ; [11 11],[16.24 11.76] ; [12.76  9.24],0
p5,1,0.61481,0.25323,[ 4 24] ; [ 2 19],[ 3.42857143 24.57142857] ; [ 2.57142857 18.42857143],0
b1,1,0.832649,0.04465,[17 11] ; [14  8],[17.36 10.64] ; [13.64  8.36],0
p3,1,0.945311,0.004705,[13 15] ; [10 12],[12.88 15.12] ; [10.12 11.88],0
