Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,95.741385,[179  50] ; [103 190],[123.71264368 105.28735632] ; [158.28735632 134.71264368],1
p8,1,0.0,41.799464,[144  83] ; [101 189],[107.57253385 119.42746615] ; [137.42746615 152.57253385],1
p6,1,0.0,29.768428,[108 118] ; [ 72 219],[ 78.68471954 147.31528046] ; [101.31528046 189.68471954],1
p7,1,0.0,27.280951,[163  64] ; [139 145],[134.15655577  92.84344423] ; [167.84344423 116.15655577],1
p5,1,3.2e-05,17.275745,[ 30 198] ; [ 10 284],[ 17.47126437 210.52873563] ; [ 22.52873563 271.47126437],1
a5,1,0.000296,13.095602,[178  51] ; [186 109],[159.07633588  69.92366412] ; [204.92366412  90.07633588],1
s8,1,0.000461,12.266033,[103 125] ; [ 89 205],[ 83.86206897 144.13793103] ; [108.13793103 185.86206897],1
p9,1,0.000853,11.121531,[198  30] ; [217  72],[183.01740812  44.98259188] ; [231.98259188  57.01740812],1
s5,1,0.001693,9.855667,[ 85 133] ; [ 74 212],[ 68.77380952 149.22619048] ; [ 90.22619048 195.77380952],0
s6,1,0.001763,9.781268,[160  64] ; [169 122],[143.09902913  80.90097087] ; [185.90097087 105.09902913],0
u1,1,0.003201,8.689288,[ 47 182] ; [ 33 262],[ 34.96183206 194.03816794] ; [ 45.03816794 249.96183206],0
d1,1,0.006776,7.331507,[139  90] ; [144 151],[123.67748092 105.32251908] ; [159.32251908 135.67748092],0
s7,1,0.008064,7.01923,[106 110] ; [107 180],[ 91.46719682 124.53280318] ; [121.53280318 165.46719682],0
n4,1,0.009294,6.765461,[175  53] ; [195  99],[161.6091954  66.3908046] ; [208.3908046  85.6091954],0
v1,1,0.009486,6.729002,[112 111] ; [112 177],[ 97.5625 125.4375] ; [126.4375 162.5625],0
p10,1,0.010736,6.508428,[187  42] ; [209  81],[174.7283237  54.2716763] ; [221.2716763  68.7283237],0
a3,1,0.011568,6.375877,[167  62] ; [183 110],[153.5440613  75.4559387] ; [196.4559387  96.5440613],0
p1,1,0.011637,6.365389,[ 23 205] ; [ 13 280],[ 15.75431862 212.24568138] ; [ 20.24568138 272.75431862],0
d2,1,0.015042,5.911576,[119 109] ; [122 172],[105.26436782 122.73563218] ; [135.73563218 158.26436782],0
b1,1,0.019324,5.471946,[103 126] ; [103 192],[ 90.02671756 138.97328244] ; [115.97328244 179.02671756],0
v2,1,0.020465,5.371798,[102 124] ; [ 98 182],[ 89.32806324 136.67193676] ; [110.67193676 169.32806324],0
a4,1,0.026599,4.916683,[110 119] ; [112 180],[ 97.57773512 131.42226488] ; [124.42226488 167.57773512],0
d5,1,0.030997,4.653107,[190  39] ; [221  73],[179.95984704  49.04015296] ; [231.04015296  62.95984704],0
r4,1,0.033138,4.538635,[212  17] ; [256  39],[204.52671756  24.47328244] ; [263.47328244  31.52671756],0
