Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,32.371812,[251  95] ; [35 52],[228.53579677 117.46420323] ; [57.46420323 29.53579677],1
p10,1,6e-06,20.376038,[265  77] ; [47 41],[248.14883721  93.85116279] ; [63.85116279 24.14883721],1
n4,1,8.7e-05,15.408525,[260  86] ; [48 41],[244.98390805 101.01609195] ; [63.01609195 25.98390805],1
p11,1,0.001589,9.972443,[258  89] ; [51 38],[245.92431193 101.07568807] ; [63.07568807 25.92431193],0
s6,1,0.003066,8.767865,[227 117] ; [43 45],[215. 129.] ; [55. 33.],0
p9,1,0.004603,8.029175,[274  68] ; [58 30],[264.05581395  77.94418605] ; [67.94418605 20.05581395],0
v3,1,0.008918,6.839216,[122 211] ; [17 63],[112.07506053 220.92493947] ; [26.92493947 53.07506053],0
b1,1,0.017799,5.615834,[124 223] ; [44 45],[133.70642202 213.29357798] ; [34.29357798 54.70642202],0
u2,1,0.018039,5.592391,[53 48] ; [21  6],[58.390625 42.609375] ; [15.609375 11.390625],0
u1,1,0.040469,4.198107,[ 72 275] ; [10 79],[ 65.26146789 281.73853211] ; [16.73853211 72.26146789],0
s5,1,0.042106,4.130949,[100 236] ; [15 66],[ 92.6618705 243.3381295] ; [22.3381295 58.6618705],0
b2,1,0.047405,3.930944,[ 84 127] ; [13 39],[ 77.82129278 133.17870722] ; [19.17870722 32.82129278],0
b3,1,0.047405,3.930944,[ 84 127] ; [13 39],[ 77.82129278 133.17870722] ; [19.17870722 32.82129278],0
r4,1,0.060091,3.534878,[313  34] ; [74 15],[308.00229358  38.99770642] ; [78.99770642 10.00229358],0
s7,1,0.066622,3.36434,[151 182] ; [28 54],[143.6313253 189.3686747] ; [35.3686747 46.6313253],0
u3,1,0.073084,3.212352,[58 45] ; [21  7],[62.11450382 40.88549618] ; [16.88549618 11.11450382],0
p2,1,0.076651,3.13452,[254  93] ; [56 32],[247.28735632  99.71264368] ; [62.71264368 25.28735632],0
d5,1,0.078311,3.099609,[281  65] ; [64 24],[275.04608295  70.95391705] ; [69.95391705 18.04608295],0
s8,1,0.078999,3.085372,[136 210] ; [26 63],[128.85517241 217.14482759] ; [33.14482759 55.85517241],0
p4,1,0.086552,2.937369,[161 185] ; [32 56],[153.86635945 192.13364055] ; [39.13364055 48.86635945],0
