Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,56.263638,[144  94] ; [ 31 115],[108.46354167 129.53645833] ; [66.53645833 79.46354167],1
v1,1,1e-06,24.785078,[172  67] ; [67 77],[149.14099217  89.85900783] ; [89.85900783 54.14099217],1
a5,1,0.007779,7.0837,[206  37] ; [110  39],[195.8877551  47.1122449] ; [120.1122449  28.8877551],0
r1,1,0.009178,6.787895,[206  36] ; [111  38],[196.19948849  45.80051151] ; [120.80051151  28.19948849],0
n2,1,0.010288,6.584416,[30  5] ; [14 11],[25.66666667  9.33333333] ; [18.33333333  6.66666667],0
a3,1,0.011387,6.403927,[201  41] ; [107  41],[191.11794872  50.88205128] ; [116.88205128  31.11794872],0
s4,1,0.023366,5.141052,[ 34 207] ; [ 34 113],[ 42.2371134 198.7628866] ; [ 25.7628866 121.2371134],0
d2,1,0.028287,4.810502,[141 102] ; [69 79],[130.51150895 112.48849105] ; [79.48849105 68.51150895],0
n5,1,0.034153,4.487023,[206  35] ; [114  34],[198.25192802  42.74807198] ; [121.74807198  26.25192802],0
r4,1,0.047864,3.914745,[230  13] ; [133  16],[225.02295918  17.97704082] ; [137.97704082  11.02295918],0
p12,1,0.049992,3.84174,[ 36 207] ; [ 12 136],[ 29.83120205 213.16879795] ; [ 18.16879795 129.83120205],0
a2,1,0.050231,3.833748,[ 76 167] ; [ 33 116],[ 67.56887755 175.43112245] ; [ 41.43112245 107.56887755],0
p7,1,0.058722,3.57311,[196  46] ; [107  40],[188.49871465  53.50128535] ; [114.50128535  32.49871465],0
r3,1,0.072682,3.221398,[236   6] ; [139   9],[232.69230769   9.30769231] ; [142.30769231   5.69230769],0
u1,1,0.087064,2.92783,[ 64 179] ; [ 28 121],[ 57.03061224 185.96938776] ; [ 34.96938776 114.03061224],0
n3,1,0.100583,2.696282,[30  5] ; [17  8],[27.41666667  7.58333333] ; [19.58333333  5.41666667],0
n6,1,0.105097,2.626449,[221  20] ; [129  20],[216.28205128  24.71794872] ; [133.71794872  15.28205128],0
u2,1,0.117852,2.445633,[22 20] ; [29 13],[25.5 16.5] ; [25.5 16.5],0
a8,1,0.130954,2.281154,[ 35 184] ; [ 14 122],[ 30.22816901 188.77183099] ; [ 18.77183099 117.22816901],0
d1,1,0.143158,2.143684,[166  77] ; [91 58],[159.31377551  83.68622449] ; [97.68622449 51.31377551],0
d5,1,0.152814,2.043935,[213  30] ; [122  26],[208.19693095  34.80306905] ; [126.80306905  21.19693095],0
n4,1,0.172438,1.861616,[209  33] ; [121  28],[204.2455243  37.7544757] ; [125.7544757  23.2455243],0
b1,1,0.190498,1.713763,[ 93 150] ; [67 82],[ 99.18367347 143.81632653] ; [60.81632653 88.18367347],0
a7,1,0.205817,1.600607,[183  59] ; [104  45],[177.63171355  64.36828645] ; [109.36828645  39.63171355],0
r2,1,0.208468,1.582037,[234   7] ; [139   8],[231.68298969   9.31701031] ; [141.31701031   5.68298969],0
p10,1,0.209151,1.577297,[230  12] ; [136  12],[227.10769231  14.89230769] ; [138.89230769   9.10769231],0
u4,1,0.234614,1.412666,[  8 235] ; [  2 147],[  6.19897959 236.80102041] ; [  3.80102041 145.19897959],0
b4,1,0.245182,1.350549,[145  98] ; [80 69],[139.47704082 103.52295918] ; [85.52295918 63.47704082],0
s5,1,0.259081,1.27366,[106 126] ; [56 85],[100.7613941 131.2386059] ; [61.2386059 79.7613941],0
p8,1,0.288153,1.128231,[170  72] ; [97 52],[165.25319693  76.74680307] ; [101.74680307  47.25319693],0
s8,1,0.310948,1.026643,[134 107] ; [75 74],[129.15128205 111.84871795] ; [79.84871795 69.15128205],0
d4,1,0.402972,0.699438,[208  35] ; [122  26],[205.08951407  37.91048593] ; [124.91048593  23.08951407],0
p11,1,0.419612,0.651403,[211  32] ; [125  24],[208.28571429  34.71428571] ; [127.71428571  21.28571429],0
b2,1,0.441814,0.591566,[70 92] ; [36 58],[67.078125 94.921875] ; [38.921875 55.078125],0
b3,1,0.441814,0.591566,[70 92] ; [36 58],[67.078125 94.921875] ; [38.921875 55.078125],0
n1,1,0.451771,0.566204,[16 19] ; [ 9 16],[14.58333333 20.41666667] ; [10.41666667 14.58333333],0
v4,1,0.486386,0.484511,[234   8] ; [142   7],[232.71611253   9.28388747] ; [143.28388747   5.71611253],0
b5,1,0.496402,0.462621,[135 108] ; [88 61],[138.2372449 104.7627551] ; [84.7627551 64.2372449],0
d3,1,0.507375,0.439477,[174  69] ; [102  47],[171.09183673  71.90816327] ; [104.90816327  44.09183673],0
s3,1,0.507984,0.438218,[140 101] ; [91 57],[143.11311054  97.88688946] ; [87.88688946 60.11311054],0
a6,1,0.52396,0.406092,[173  69] ; [102  47],[170.20460358  71.79539642] ; [104.79539642  44.20460358],0
a4,1,0.595723,0.281495,[122 120] ; [71 78],[119.45268542 122.54731458] ; [73.54731458 75.45268542],0
p1,1,0.62841,0.234223,[ 30 212] ; [ 21 128],[ 31.56521739 210.43478261] ; [ 19.43478261 129.56521739],0
s1,1,0.684524,0.165078,[  5 237] ; [  4 144],[  5.58461538 236.41538462] ; [  3.41538462 144.58461538],0
a1,1,0.742404,0.108025,[ 15 228] ; [  8 141],[ 14.25765306 228.74234694] ; [  8.74234694 140.25765306],0
p4,1,0.751355,0.100396,[202  41] ; [122  27],[200.84693878  42.15306122] ; [123.15306122  25.84693878],0
s7,1,0.75902,0.094107,[140  91] ; [82 57],[138.6  92.4] ; [83.4 55.6],0
p6,1,0.770335,0.085227,[125 116] ; [74 73],[123.6056701 117.3943299] ; [75.3943299 71.6056701],0
p5,1,0.812045,0.056543,[ 47 196] ; [ 27 120],[ 46.10769231 196.89230769] ; [ 27.89230769 119.10769231],0
s2,1,0.857164,0.032395,[132 109] ; [83 66],[132.85897436 108.14102564] ; [82.14102564 66.85897436],0
u3,1,0.880928,0.022438,[27 15] ; [27 14],[27.3253012 14.6746988] ; [26.6746988 14.3253012],0
s6,1,0.933456,0.006972,[175  64] ; [106  38],[175.34986945  63.65013055] ; [105.65013055  38.34986945],0
p2,1,0.951208,0.003744,[219  24] ; [134  15],[218.82397959  24.17602041] ; [134.17602041  14.82397959],0
