Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,9e-06,19.684312,[1 2] ; [75  3],[2.81481481 0.18518519] ; [73.18518519  4.81481481],1
r2,1,0.000296,13.094433,[1 2] ; [72  5],[2.7375 0.2625] ; [70.2625  6.7375],1
p9,1,0.048232,3.901876,[2 1] ; [73  4],[2.8125 0.1875] ; [72.1875  4.8125],0
p2,1,0.080584,3.053077,[2 1] ; [73  5],[2.77777778 0.22222222] ; [72.22222222  5.77777778],0
s7,1,0.105354,2.62257,[1 2] ; [55 18],[2.21052632 0.78947368] ; [53.78947368 19.21052632],0
s1,1,0.120894,2.405702,[1 2] ; [ 6 72],[0.25925926 2.74074074] ; [ 6.74074074 71.25925926],0
a7,1,0.152247,2.049595,[1 2] ; [56 22],[2.11111111 0.88888889] ; [54.88888889 23.11111111],0
p10,1,0.169708,1.885522,[2 1] ; [70  7],[2.7 0.3] ; [69.3  7.7],0
p6,1,0.22642,1.46321,[1 2] ; [51 25],[1.97468354 1.02531646] ; [50.02531646 25.97468354],0
v1,1,0.241149,1.373864,[1 2] ; [51 26],[1.95 1.05] ; [50.05 26.95],0
s3,1,0.278816,1.172851,[1 2] ; [50 28],[1.88888889 1.11111111] ; [49.11111111 28.88888889],0
s8,1,0.287495,1.131313,[1 2] ; [49 28],[1.875 1.125] ; [48.125 28.875],0
v2,1,0.346678,0.88558,[1 2] ; [46 30],[1.78481013 1.21518987] ; [45.21518987 30.78481013],0
s6,1,0.395167,0.722983,[2 1] ; [62 11],[2.52631579 0.47368421] ; [61.47368421 11.52631579],0
v3,1,0.399379,0.710194,[1 2] ; [44 32],[1.70886076 1.29113924] ; [43.29113924 32.70886076],0
b5,1,0.403274,0.698543,[2 1] ; [33 45],[1.2962963 1.7037037] ; [33.7037037 44.2962963],0
s2,1,0.403274,0.698543,[1 2] ; [45 33],[1.7037037 1.2962963] ; [44.2962963 33.7037037],0
p7,1,0.413615,0.668386,[2 1] ; [65 12],[2.5125 0.4875] ; [64.4875 12.5125],0
r1,1,0.453737,0.561301,[2 1] ; [65 13],[2.48148148 0.51851852] ; [64.51851852 13.48148148],0
p8,1,0.461928,0.541219,[2 1] ; [64 13],[2.475 0.525] ; [63.525 13.475],0
b2,1,0.573734,0.316475,[1 2] ; [28 28],[1.47457627 1.52542373] ; [27.52542373 28.47457627],0
b3,1,0.573734,0.316475,[1 2] ; [28 28],[1.47457627 1.52542373] ; [27.52542373 28.47457627],0
a4,1,0.724905,0.123841,[1 2] ; [34 44],[1.2962963 1.7037037] ; [33.7037037 44.2962963],0
b1,1,0.790169,0.070804,[1 2] ; [32 46],[1.22222222 1.77777778] ; [31.77777778 46.22222222],0
p1,1,0.886161,0.020496,[1 2] ; [23 55],[0.88888889 2.11111111] ; [23.11111111 54.88888889],0
p12,1,0.886161,0.020496,[1 2] ; [23 55],[0.88888889 2.11111111] ; [23.11111111 54.88888889],0
d1,1,0.892317,0.018326,[2 1] ; [49 29],[1.88888889 1.11111111] ; [49.11111111 28.88888889],0
d3,1,0.962772,0.002179,[2 1] ; [53 25],[2.03703704 0.96296296] ; [52.96296296 25.03703704],0
s5,1,0.972853,0.001158,[2 1] ; [48 23],[2.02702703 0.97297297] ; [47.97297297 23.02702703],0
a6,1,1.0,0.0,[2 1] ; [52 26],[2. 1.] ; [52. 26.],0
