Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6e-06,20.438503,[48 60] ; [40  8],[60.92307692 47.07692308] ; [27.07692308 20.92307692],1
s2,1,8e-06,19.892359,[31 77] ; [32 16],[43.61538462 64.38461538] ; [19.38461538 28.61538462],1
s3,1,5.7e-05,16.185867,[38 70] ; [33 14],[49.47096774 58.52903226] ; [21.52903226 25.47096774],1
s4,1,0.007513,7.146141,[16 93] ; [16 32],[22.21656051 86.78343949] ; [ 9.78343949 38.21656051],0
p3,1,0.01286,6.188281,[32 77] ; [24 24],[38.87898089 70.12101911] ; [17.12101911 30.87898089],0
a1,1,0.014767,5.944041,[  1 108] ; [ 4 44],[  3.47133758 105.52866242] ; [ 1.52866242 46.47133758],0
p1,1,0.015462,5.863002,[  2 106] ; [ 5 42],[  4.87741935 103.12258065] ; [ 2.12258065 44.87741935],0
p10,1,0.026669,4.91211,[80 29] ; [42  5],[85.24358974 23.75641026] ; [36.75641026 10.24358974],0
b1,1,0.032857,4.55323,[39 70] ; [ 9 39],[33.32484076 75.67515924] ; [14.67515924 33.32484076],0
s8,1,0.033639,4.512976,[29 80] ; [21 27],[34.7133758 74.2866242] ; [15.2866242 32.7133758],0
s7,1,0.034352,4.477117,[28 79] ; [20 26],[33.56862745 73.43137255] ; [14.43137255 31.56862745],0
b5,1,0.039325,4.246779,[67 42] ; [21 27],[61.0955414 47.9044586] ; [26.9044586 21.0955414],0
p12,1,0.050379,3.82879,[  2 107] ; [ 4 44],[  4.1656051 104.8343949] ; [ 1.8343949 46.1656051],0
d4,1,0.061815,3.488007,[78 31] ; [41  7],[82.61783439 26.38216561] ; [36.38216561 11.61783439],0
d1,1,0.068537,3.317719,[42 67] ; [26 22],[47.21019108 61.78980892] ; [20.78980892 27.21019108],0
b2,1,0.079359,3.077985,[14 39] ; [12 14],[17.44303797 35.55696203] ; [ 8.55696203 17.44303797],0
b3,1,0.079359,3.077985,[14 39] ; [12 14],[17.44303797 35.55696203] ; [ 8.55696203 17.44303797],0
a8,1,0.143514,2.139875,[ 9 91] ; [ 1 43],[ 6.94444444 93.05555556] ; [ 3.05555556 40.94444444],0
r3,1,0.144468,2.129706,[100   9] ; [47  1],[102.05732484   6.94267516] ; [44.94267516  3.05732484],0
r2,1,0.146051,2.113022,[93 16] ; [44  3],[95.72435897 13.27564103] ; [41.27564103  5.72435897],0
n5,1,0.148402,2.088595,[47 61] ; [15 33],[42.92307692 65.07692308] ; [19.07692308 28.92307692],0
p9,1,0.169355,1.88864,[88 21] ; [43  5],[90.94904459 18.05095541] ; [40.05095541  7.94904459],0
v3,1,0.183599,1.768245,[23 80] ; [15 31],[26.26845638 76.73154362] ; [11.73154362 34.26845638],0
n6,1,0.190614,1.712864,[72 36] ; [37 11],[75.46153846 32.53846154] ; [33.53846154 14.46153846],0
b4,1,0.20861,1.581048,[61 48] ; [32 16],[64.56687898 44.43312102] ; [28.43312102 19.56687898],0
p8,1,0.221892,1.492094,[51 58] ; [27 20],[54.5 54.5] ; [23.5 23.5],0
n3,1,0.257116,1.28422,[26 10] ; [9 7],[24.23076923 11.76923077] ; [10.76923077  5.23076923],0
n1,1,0.257116,1.28422,[ 9 26] ; [ 7 10],[10.76923077 24.23076923] ; [ 5.23076923 11.76923077],0
a5,1,0.264687,1.244078,[60 49] ; [31 17],[63.17834395 45.82165605] ; [27.82165605 20.17834395],0
u3,1,0.316414,1.003711,[25 19] ; [14  6],[26.8125 17.1875] ; [12.1875  7.8125],0
p4,1,0.333429,0.935532,[45 63] ; [24 24],[47.76923077 60.23076923] ; [21.23076923 26.76923077],0
r1,1,0.352021,0.866159,[73 36] ; [35 12],[75.46153846 33.53846154] ; [32.53846154 14.46153846],0
p5,1,0.373423,0.792242,[  7 101] ; [ 5 42],[ 8.36129032 99.63870968] ; [ 3.63870968 43.36129032],0
p7,1,0.37364,0.791524,[61 44] ; [29 15],[63.42281879 41.57718121] ; [26.57718121 17.42281879],0
d5,1,0.3952,0.722881,[72 37] ; [35 13],[74.2866242 34.7133758] ; [32.7133758 15.2866242],0
p6,1,0.398671,0.712331,[25 82] ; [14 33],[27.0974026 79.9025974] ; [11.9025974 35.0974026],0
v2,1,0.444804,0.583859,[49 54] ; [25 21],[51.15436242 51.84563758] ; [22.84563758 23.15436242],0
n2,1,0.44987,0.57098,[28  7] ; [12  5],[26.92307692  8.07692308] ; [13.07692308  3.92307692],0
u4,1,0.548402,0.360189,[  1 108] ; [ 1 47],[  1.38853503 107.61146497] ; [ 0.61146497 47.38853503],0
s1,1,0.548402,0.360189,[  1 108] ; [ 1 47],[  1.38853503 107.61146497] ; [ 0.61146497 47.38853503],0
v4,1,0.58626,0.296223,[99 10] ; [43  3],[99.85806452  9.14193548] ; [42.14193548  3.85806452],0
