Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.007234,7.213839,[6 5] ; [ 6 33],[2.64 8.36] ; [ 9.36 29.64],0
p11,1,0.030263,4.694318,[9 2] ; [18 22],[5.82352941 5.17647059] ; [21.17647059 18.82352941],0
a3,1,0.036078,4.393433,[9 2] ; [18 21],[5.94 5.06] ; [21.06 17.94],0
p8,1,0.044277,4.045954,[6 5] ; [ 9 30],[3.3 7.7] ; [11.7 27.3],0
r3,1,0.072121,3.234071,[10  1] ; [25 15],[7.54901961 3.45098039] ; [27.45098039 12.54901961],0
a5,1,0.087439,2.920909,[7 4] ; [14 26],[4.52941176 6.47058824] ; [16.47058824 23.52941176],0
s6,1,0.087439,2.920909,[7 4] ; [14 26],[4.52941176 6.47058824] ; [16.47058824 23.52941176],0
v4,1,0.095428,2.780331,[9 1] ; [25 15],[6.8 3.2] ; [27.2 12.8],0
v1,1,0.180472,1.793731,[6 5] ; [13 27],[4.09803922 6.90196078] ; [14.90196078 25.09803922],0
n4,1,0.213569,1.547064,[7 4] ; [17 23],[5.17647059 5.82352941] ; [18.82352941 21.17647059],0
s7,1,0.226814,1.460727,[4 7] ; [ 7 30],[2.52083333 8.47916667] ; [ 8.47916667 28.52083333],0
p3,1,0.255723,1.291765,[5 6] ; [11 29],[3.45098039 7.54901961] ; [12.54901961 27.45098039],0
d2,1,0.2559,1.290806,[ 1 10] ; [10 30],[2.37254902 8.62745098] ; [ 8.62745098 31.37254902],0
p10,1,0.273515,1.199035,[7 4] ; [18 22],[5.39215686 5.60784314] ; [19.60784314 20.39215686],0
p1,1,0.291381,1.113231,[2 9] ; [ 3 37],[1.07843137 9.92156863] ; [ 3.92156863 36.07843137],0
n5,1,0.305749,1.048951,[7 4] ; [18 21],[5.5 5.5] ; [19.5 19.5],0
s8,1,0.344354,0.894156,[3 8] ; [ 6 34],[1.94117647 9.05882353] ; [ 7.05882353 32.94117647],0
p2,1,0.388337,0.744144,[5 6] ; [24 16],[6.25490196 4.74509804] ; [22.74509804 17.25490196],0
r4,1,0.422288,0.643939,[7 4] ; [20 20],[5.82352941 5.17647059] ; [21.17647059 18.82352941],0
r1,1,0.422288,0.643939,[7 4] ; [20 20],[5.82352941 5.17647059] ; [21.17647059 18.82352941],0
s2,1,0.425896,0.633988,[5 6] ; [13 27],[3.88235294 7.11764706] ; [14.11764706 25.88235294],0
a4,1,0.436656,0.605054,[2 9] ; [12 28],[3.01960784 7.98039216] ; [10.98039216 29.01960784],0
d3,1,0.439401,0.597847,[3 8] ; [16 24],[4.09803922 6.90196078] ; [14.90196078 25.09803922],0
s4,1,0.497027,0.461278,[ 1 10] ; [ 7 33],[1.7254902 9.2745098] ; [ 6.2745098 33.7254902],0
b4,1,0.510941,0.432139,[4 7] ; [19 21],[4.96078431 6.03921569] ; [18.03921569 21.96078431],0
a8,1,0.585439,0.297524,[2 8] ; [ 5 33],[1.45833333 8.54166667] ; [ 5.54166667 32.45833333],0
a6,1,0.608517,0.26234,[4 7] ; [18 22],[4.74509804 6.25490196] ; [17.25490196 22.74509804],0
s5,1,0.717078,0.13131,[ 1 10] ; [ 5 33],[1.34693878 9.65306122] ; [ 4.65306122 33.34693878],0
s3,1,0.744775,0.105974,[6 5] ; [24 16],[6.47058824 4.52941176] ; [23.52941176 16.47058824],0
b1,1,0.789412,0.071329,[6 5] ; [20 20],[5.60784314 5.39215686] ; [20.39215686 19.60784314],0
d4,1,0.789412,0.071329,[5 6] ; [20 20],[5.39215686 5.60784314] ; [19.60784314 20.39215686],0
n1,1,0.798217,0.065359,[1 2] ; [ 7 10],[1.2 1.8] ; [ 6.8 10.2],0
p4,1,0.82315,0.04995,[3 8] ; [12 27],[3.3 7.7] ; [11.7 27.3],0
p9,1,0.826831,0.047859,[7 4] ; [24 16],[6.68627451 4.31372549] ; [24.31372549 15.68627451],0
p7,1,0.852304,0.034663,[5 6] ; [18 19],[5.27083333 5.72916667] ; [17.72916667 19.27083333],0
a7,1,0.860904,0.030703,[5 6] ; [17 23],[4.74509804 6.25490196] ; [17.25490196 22.74509804],0
r2,1,0.874862,0.024802,[7 3] ; [29 11],[7.2 2.8] ; [28.8 11.2],0
u3,1,0.901694,0.015257,[1 1] ; [10 12],[0.91666667 1.08333333] ; [10.08333333 11.91666667],0
b5,1,0.904191,0.014489,[6 5] ; [21 19],[5.82352941 5.17647059] ; [21.17647059 18.82352941],0
p6,1,0.985821,0.000316,[2 9] ; [ 7 32],[1.98 9.02] ; [ 7.02 31.98],0
b2,1,1.0,0.0,[2 4] ; [ 9 18],[2. 4.] ; [ 9. 18.],0
b3,1,1.0,0.0,[2 4] ; [ 9 18],[2. 4.] ; [ 9. 18.],0
