Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.052079,3.773243,[10  4] ; [4 8],[7.53846154 6.46153846] ; [6.46153846 5.53846154],0
s6,1,0.053005,3.743768,[6 7] ; [10  2],[8.32 4.68] ; [7.68 4.32],0
v1,1,0.125695,2.344877,[ 4 10] ; [7 5],[5.92307692 8.07692308] ; [5.07692308 6.92307692],0
d4,1,0.149173,2.080688,[8 6] ; [10  2],[9.69230769 4.30769231] ; [8.30769231 3.69230769],0
v2,1,0.191473,1.70625,[7 7] ; [9 3],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
a5,1,0.191785,1.703855,[10  4] ; [11  1],[11.30769231  2.69230769] ; [9.69230769 2.30769231],0
u2,1,0.196706,1.666667,[1 4] ; [3 2],[2. 3.] ; [2. 3.],0
p2,1,0.2253,1.470289,[8 5] ; [10  2],[9.36 3.64] ; [8.64 3.36],0
b1,1,0.248767,1.330215,[9 5] ; [5 7],[7.53846154 6.46153846] ; [6.46153846 5.53846154],0
r4,1,0.262871,1.253571,[ 4 10] ; [6 6],[5.38461538 8.61538462] ; [4.61538462 7.38461538],0
n5,1,0.26501,1.242394,[11  3] ; [7 5],[9.69230769 4.30769231] ; [8.30769231 3.69230769],0
r3,1,0.275017,1.19155,[9 5] ; [10  2],[10.23076923  3.76923077] ; [8.76923077 3.23076923],0
s5,1,0.293803,1.102114,[ 2 11] ; [4 8],[3.12 9.88] ; [2.88 9.12],0
s2,1,0.420345,0.649351,[6 8] ; [3 8],[5.04 8.96] ; [3.96 7.04],0
b5,1,0.484118,0.489574,[10  4] ; [7 5],[9.15384615 4.84615385] ; [7.84615385 4.15384615],0
p7,1,0.484118,0.489574,[10  4] ; [7 5],[9.15384615 4.84615385] ; [7.84615385 4.15384615],0
b3,1,0.527089,0.4,[1 8] ; [2 7],[1.5 7.5] ; [1.5 7.5],0
b2,1,0.527089,0.4,[1 8] ; [2 7],[1.5 7.5] ; [1.5 7.5],0
p5,1,0.548186,0.360577,[ 2 11] ; [3 9],[ 2.6 10.4] ; [2.4 9.6],0
p8,1,0.561471,0.337163,[5 8] ; [6 6],[5.72 7.28] ; [5.28 6.72],0
b4,1,0.618757,0.247619,[8 6] ; [8 4],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
p9,1,0.653329,0.201728,[9 5] ; [8 3],[9.52 4.48] ; [7.48 3.52],0
n2,1,0.659243,0.194444,[2 2] ; [2 1],[2.28571429 1.71428571] ; [1.71428571 1.28571429],0
r2,1,0.670896,0.180556,[7 7] ; [7 5],[7.53846154 6.46153846] ; [6.46153846 5.53846154],0
p11,1,0.670896,0.180556,[7 7] ; [7 5],[7.53846154 6.46153846] ; [6.46153846 5.53846154],0
s7,1,0.707787,0.140498,[ 3 10] ; [3 7],[3.39130435 9.60869565] ; [2.60869565 7.39130435],0
a7,1,0.715697,0.132653,[6 8] ; [6 6],[6.46153846 7.53846154] ; [5.53846154 6.46153846],0
p10,1,0.742174,0.108225,[8 6] ; [7 4],[8.4 5.6] ; [6.6 4.4],0
v3,1,0.748233,0.103022,[4 9] ; [3 9],[3.64 9.36] ; [3.36 8.64],0
p3,1,0.755794,0.096726,[9 5] ; [7 5],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
a3,1,0.755794,0.096726,[9 5] ; [7 5],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
s4,1,0.758742,0.094331,[ 3 11] ; [ 2 10],[ 2.69230769 11.30769231] ; [2.30769231 9.69230769],0
d3,1,0.793117,0.068783,[10  4] ; [8 4],[9.69230769 4.30769231] ; [8.30769231 3.69230769],0
n3,1,0.80915,0.058333,[3 1] ; [2 1],[2.85714286 1.14285714] ; [2.14285714 0.85714286],0
s3,1,0.821348,0.050991,[7 7] ; [5 6],[6.72 7.28] ; [5.28 5.72],0
s8,1,0.837829,0.04189,[ 4 10] ; [3 9],[ 3.76923077 10.23076923] ; [3.23076923 8.76923077],0
a2,1,0.866784,0.028139,[ 2 12] ; [ 2 10],[ 2.15384615 11.84615385] ; [ 1.84615385 10.15384615],0
p6,1,0.87018,0.026709,[5 8] ; [5 7],[5.2 7.8] ; [4.8 7.2],0
n6,1,0.890787,0.018854,[9 4] ; [8 4],[8.84 4.16] ; [8.16 3.84],0
n4,1,0.898768,0.016184,[9 5] ; [8 4],[9.15384615 4.84615385] ; [7.84615385 4.15384615],0
d5,1,0.898768,0.016184,[9 5] ; [8 4],[9.15384615 4.84615385] ; [7.84615385 4.15384615],0
p1,1,0.909583,0.012897,[ 1 13] ; [ 1 11],[ 1.07692308 12.92307692] ; [ 0.92307692 11.07692308],0
p12,1,0.909583,0.012897,[ 1 13] ; [ 1 11],[ 1.07692308 12.92307692] ; [ 0.92307692 11.07692308],0
d1,1,0.951159,0.003752,[6 8] ; [5 7],[5.92307692 8.07692308] ; [5.07692308 6.92307692],0
a4,1,0.951159,0.003752,[6 8] ; [5 7],[5.92307692 8.07692308] ; [5.07692308 6.92307692],0
d2,1,0.951159,0.003752,[8 6] ; [7 5],[8.07692308 5.92307692] ; [6.92307692 5.07692308],0
u3,1,1.0,0.0,[1 4] ; [1 4],[1. 4.] ; [1. 4.],0
