Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.217687,[13 87] ; [23 23],[24.65753425 75.34246575] ; [11.34246575 34.65753425],1
s2,1,4.4e-05,16.684917,[22 77] ; [26 20],[32.77241379 66.22758621] ; [15.22758621 30.77241379],1
s3,1,6e-05,16.08895,[34 66] ; [32 14],[45.20547945 54.79452055] ; [20.79452055 25.20547945],1
p10,1,0.000107,15.009815,[17 82] ; [22 24],[26.62758621 72.37241379] ; [12.37241379 33.62758621],1
s6,1,0.00148,10.102818,[37 63] ; [30 16],[45.89041096 54.10958904] ; [21.10958904 24.89041096],0
u1,1,0.024376,5.067693,[10 91] ; [11 35],[14.42857143 86.57142857] ; [ 6.57142857 39.42857143],0
n1,1,0.028818,4.778439,[11 25] ; [9 5],[14.4 21.6] ; [5.6 8.4],0
n6,1,0.035148,4.437986,[63 37] ; [37  9],[68.49315068 31.50684932] ; [31.50684932 14.49315068],0
s5,1,0.040611,4.192153,[16 83] ; [14 31],[20.625 78.375] ; [ 9.375 35.625],0
p11,1,0.046256,3.972264,[48 53] ; [30 16],[53.59183673 47.40816327] ; [24.40816327 21.59183673],0
p5,1,0.056385,3.640633,[ 2 99] ; [ 4 42],[ 4.12244898 96.87755102] ; [ 1.87755102 44.12244898],0
a8,1,0.058986,3.565654,[ 5 90] ; [ 6 34],[ 7.74074074 87.25925926] ; [ 3.25925926 36.74074074],0
v1,1,0.059603,3.548405,[30 71] ; [21 25],[35.04081633 65.95918367] ; [15.95918367 30.04081633],0
d3,1,0.066212,3.374528,[54 47] ; [32 14],[59.08843537 41.91156463] ; [26.91156463 19.08843537],0
v3,1,0.074527,3.180382,[26 72] ; [19 27],[30.625 67.375] ; [14.375 31.625],0
n4,1,0.081073,3.043251,[62 39] ; [35 11],[66.6462585 34.3537415] ; [30.3537415 15.6462585],0
p6,1,0.102046,2.673277,[17 83] ; [13 32],[20.68965517 79.31034483] ; [ 9.31034483 35.68965517],0
p8,1,0.10212,2.672122,[30 71] ; [20 26],[34.3537415 66.6462585] ; [15.6462585 30.3537415],0
u2,1,0.115465,2.477787,[17 26] ; [10  6],[19.6779661 23.3220339] ; [7.3220339 8.6779661],0
p2,1,0.13995,2.178506,[55 46] ; [31 15],[59.08843537 41.91156463] ; [26.91156463 19.08843537],0
s4,1,0.145948,2.1141,[11 89] ; [ 9 36],[13.79310345 86.20689655] ; [ 6.20689655 38.79310345],0
n2,1,0.158381,1.989613,[22 15] ; [12  3],[24.19230769 12.80769231] ; [9.80769231 5.19230769],0
v2,1,0.203739,1.615369,[38 60] ; [23 23],[41.51388889 56.48611111] ; [19.48611111 26.51388889],0
n5,1,0.208927,1.578843,[57 44] ; [31 15],[60.46258503 40.53741497] ; [27.53741497 18.46258503],0
p4,1,0.211612,1.560361,[39 61] ; [23 23],[42.46575342 57.53424658] ; [19.53424658 26.46575342],0
a3,1,0.264866,1.243144,[56 45] ; [30 16],[59.08843537 41.91156463] ; [26.91156463 19.08843537],0
a4,1,0.291859,1.111024,[32 67] ; [19 27],[34.82068966 64.17931034] ; [16.17931034 29.82068966],0
r3,1,0.292909,1.1062,[85 15] ; [42  4],[86.98630137 13.01369863] ; [40.01369863  5.98630137],0
a2,1,0.302696,1.062278,[15 86] ; [10 36],[17.17687075 83.82312925] ; [ 7.82312925 38.17687075],0
d5,1,0.314415,1.01204,[71 30] ; [36 10],[73.5170068 27.4829932] ; [33.4829932 12.5170068],0
a1,1,0.37982,0.771285,[ 5 96] ; [ 4 42],[ 6.18367347 94.81632653] ; [ 2.81632653 43.18367347],0
d1,1,0.390714,0.736717,[45 56] ; [24 22],[47.40816327 53.59183673] ; [21.59183673 24.40816327],0
v4,1,0.398741,0.71212,[87 14] ; [41  4],[88.54794521 12.45205479] ; [39.45205479  5.54794521],0
r1,1,0.414857,0.664838,[75 26] ; [37  9],[76.95238095 24.04761905] ; [35.04761905 10.95238095],0
u3,1,0.43234,0.616528,[23 22] ; [10  6],[24.3442623 20.6557377] ; [8.6557377 7.3442623],0
p7,1,0.447888,0.575992,[47 54] ; [24 21],[49.11643836 51.88356164] ; [21.88356164 23.11643836],0
d4,1,0.522028,0.409884,[71 29] ; [35 11],[72.60273973 27.39726027] ; [33.39726027 12.60273973],0
b2,1,0.540635,0.374365,[16 39] ; [13 24],[17.33695652 37.66304348] ; [11.66304348 25.33695652],0
b3,1,0.540635,0.374365,[16 39] ; [13 24],[17.33695652 37.66304348] ; [11.66304348 25.33695652],0
b4,1,0.576741,0.311533,[61 40] ; [30 16],[62.52380952 38.47619048] ; [28.47619048 17.52380952],0
