Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,54.989823,[197  69] ; [26 61],[168.03966006  97.96033994] ; [54.96033994 32.03966006],1
a3,1,4e-06,21.220408,[225  42] ; [53 34],[209.6779661  57.3220339] ; [68.3220339 18.6779661],1
s6,1,9e-06,19.668374,[239  22] ; [62 23],[227.05491329  33.94508671] ; [73.94508671 11.05491329],1
s5,1,0.000594,11.794679,[136 117] ; [27 57],[122.37091988 130.62908012] ; [40.62908012 43.37091988],1
s3,1,0.001363,10.254724,[243  22] ; [68 18],[234.8005698  30.1994302] ; [76.1994302  9.8005698],0
a5,1,0.005415,7.735393,[222  46] ; [60 27],[212.89014085  55.10985915] ; [69.10985915 17.89014085],0
p6,1,0.008263,6.975529,[132 133] ; [28 56],[121.48997135 143.51002865] ; [38.51002865 45.48997135],0
a7,1,0.010516,6.545278,[183  85] ; [71 15],[192.29378531  75.70621469] ; [61.70621469 24.29378531],0
r1,1,0.01077,6.502836,[233  34] ; [66 21],[225.51694915  41.48305085] ; [73.48305085 13.51694915],0
p5,1,0.012476,6.241866,[ 48 216] ; [ 6 80],[ 40.73142857 223.26857143] ; [13.26857143 72.73142857],0
u1,1,0.016982,5.698247,[ 74 194] ; [13 74],[ 65.67887324 202.32112676] ; [21.32112676 65.67887324],0
d2,1,0.022516,5.205427,[158 108] ; [39 47],[148.86931818 117.13068182] ; [48.13068182 37.86931818],0
d1,1,0.02883,4.777716,[188  80] ; [50 37],[179.67323944  88.32676056] ; [58.32676056 28.67323944],0
a4,1,0.028921,4.772332,[147 121] ; [36 51],[138.15211268 129.84788732] ; [44.84788732 42.15211268],0
v2,1,0.030683,4.670634,[167  96] ; [40 40],[158.72011662 104.27988338] ; [48.27988338 31.72011662],0
p9,1,0.036074,4.393602,[244  23] ; [70 14],[238.85470085  28.14529915] ; [75.14529915  8.85470085],0
r2,1,0.037332,4.335211,[258   6] ; [80  6],[254.94857143   9.05142857] ; [83.05142857  2.94857143],0
p3,1,0.042188,4.12766,[157 109] ; [40 46],[148.86931818 117.13068182] ; [48.13068182 37.86931818],0
p7,1,0.046432,3.965839,[186  74] ; [51 34],[178.60869565  81.39130435] ; [58.39130435 26.60869565],0
v3,1,0.050188,3.835165,[130 129] ; [31 51],[122.28445748 136.71554252] ; [38.71554252 43.28445748],0
p8,1,0.063871,3.433895,[153 111] ; [40 46],[145.57714286 118.42285714] ; [47.42285714 38.57714286],0
a1,1,0.068307,3.323234,[ 21 247] ; [ 2 85],[ 17.36338028 250.63661972] ; [ 5.63661972 81.36338028],0
p1,1,0.071843,3.240403,[ 30 237] ; [ 4 82],[ 25.71671388 241.28328612] ; [ 8.28328612 77.71671388],0
n6,1,0.080988,3.044963,[246  18] ; [75 11],[242.12571429  21.87428571] ; [78.87428571  7.12571429],0
p11,1,0.105469,2.620841,[217  51] ; [77 10],[221.94929577  46.05070423] ; [72.05070423 14.94929577],0
u4,1,0.12327,2.375273,[ 13 255] ; [ 1 86],[ 10.56901408 257.43098592] ; [ 3.43098592 83.56901408],0
s4,1,0.127053,2.328152,[ 59 207] ; [12 71],[ 54.11461318 211.88538682] ; [16.88538682 66.11461318],0
u3,1,0.130237,2.289678,[30 13] ; [18 16],[26.80519481 16.19480519] ; [21.19480519 12.80519481],0
p4,1,0.133331,2.253288,[187  79] ; [53 33],[181.36363636  84.63636364] ; [58.63636364 27.36363636],0
a2,1,0.172997,1.856782,[ 82 186] ; [20 67],[ 77.0028169 190.9971831] ; [24.9971831 62.0028169],0
a8,1,0.183106,1.772229,[ 47 196] ; [11 74],[ 42.9695122 200.0304878] ; [15.0304878 69.9695122],0
d3,1,0.185322,1.754424,[194  72] ; [57 30],[189.1388102  76.8611898] ; [61.8611898 25.1388102],0
n5,1,0.231201,1.433461,[241  25] ; [74 12],[238.03977273  27.96022727] ; [76.96022727  9.03977273],0
v4,1,0.25565,1.292159,[259   6] ; [83  4],[257.47159091   7.52840909] ; [84.52840909  2.47159091],0
n1,1,0.312743,1.019058,[24 23] ; [5 9],[22.3442623 24.6557377] ; [6.6557377 7.3442623],0
n2,1,0.339941,0.910655,[39  8] ; [10  4],[37.75409836  9.24590164] ; [11.24590164  2.75409836],0
p2,1,0.404205,0.695781,[233  34] ; [72 14],[230.69405099  36.30594901] ; [74.30594901 11.69405099],0
d5,1,0.412863,0.670541,[226  39] ; [71 16],[223.59375  41.40625] ; [73.40625 13.59375],0
r3,1,0.420822,0.648019,[257  10] ; [82  5],[255.68644068  11.31355932] ; [83.31355932  3.68644068],0
b4,1,0.457561,0.551854,[148 120] ; [52 35],[150.98591549 117.01408451] ; [49.01408451 37.98591549],0
b2,1,0.459093,0.548106,[ 79 111] ; [16 29],[ 76.80851064 113.19148936] ; [18.19148936 26.80851064],0
