Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.783761,[ 1 16] ; [79 17],[12.03539823  4.96460177] ; [67.96460177 28.03539823],1
r1,1,3.4e-05,17.203385,[ 3 14] ; [67 28],[10.625  6.375] ; [59.375 35.625],1
r3,1,0.000234,13.532266,[10  7] ; [88  8],[14.74336283  2.25663717] ; [83.25663717 12.74336283],1
s3,1,0.002425,9.196106,[ 1 16] ; [43 53],[ 6.61946903 10.38053097] ; [37.38053097 58.61946903],0
b1,1,0.003255,8.658887,[11  6] ; [27 69],[ 5.71681416 11.28318584] ; [32.28318584 63.71681416],0
u3,1,0.003294,8.636965,[2 7] ; [31 11],[5.82352941 3.17647059] ; [27.17647059 14.82352941],0
s2,1,0.005316,7.768724,[ 1 16] ; [39 56],[ 6.07142857 10.92857143] ; [33.92857143 61.07142857],0
d5,1,0.015098,5.904948,[9 8] ; [77 19],[12.9380531  4.0619469] ; [73.0619469 22.9380531],0
p9,1,0.020819,5.341864,[7 9] ; [67 25],[10.96296296  5.03703704] ; [63.03703704 28.96296296],0
s6,1,0.026993,4.891245,[ 4 13] ; [50 45],[8.19642857 8.80357143] ; [45.80357143 49.19642857],0
v4,1,0.033373,4.526519,[12  5] ; [86 10],[14.74336283  2.25663717] ; [83.25663717 12.74336283],0
v2,1,0.064668,3.41343,[ 4 13] ; [43 47],[7.46728972 9.53271028] ; [39.53271028 50.46728972],0
n1,1,0.118902,2.431725,[ 1 10] ; [15 31],[3.0877193 7.9122807] ; [12.9122807 33.0877193],0
p10,1,0.122123,2.389886,[ 7 10] ; [57 36],[9.89090909 7.10909091] ; [54.10909091 38.89090909],0
s5,1,0.158765,1.985953,[ 2 15] ; [26 67],[ 4.32727273 12.67272727] ; [23.67272727 69.32727273],0
p3,1,0.190403,1.714493,[ 1 15] ; [19 77],[ 2.85714286 13.14285714] ; [17.14285714 78.85714286],0
n2,1,0.192685,1.69697,[5 6] ; [30 15],[6.875 4.125] ; [28.125 16.875],0
v3,1,0.250356,1.321315,[ 2 15] ; [22 68],[ 3.81308411 13.18691589] ; [20.18691589 69.81308411],0
a4,1,0.255571,1.292589,[ 3 14] ; [30 66],[ 4.96460177 12.03539823] ; [28.03539823 67.96460177],0
a7,1,0.279498,1.16953,[10  7] ; [69 27],[11.88495575  5.11504425] ; [67.11504425 28.88495575],0
p1,1,0.301314,1.068371,[ 2 15] ; [ 5 91],[ 1.05309735 15.94690265] ; [ 5.94690265 90.05309735],0
p11,1,0.323002,0.976752,[ 7 10] ; [52 44],[8.87610619 8.12389381] ; [50.12389381 45.87610619],0
n5,1,0.323602,0.974334,[ 7 10] ; [28 68],[ 5.26548673 11.73451327] ; [29.73451327 66.26548673],0
s4,1,0.33994,0.910659,[ 2 15] ; [21 75],[ 3.46017699 13.53982301] ; [19.53982301 76.46017699],0
a8,1,0.407577,0.685857,[ 1 16] ; [ 2 87],[ 0.48113208 16.51886792] ; [ 2.51886792 86.48113208],0
p2,1,0.43365,0.613029,[8 9] ; [55 41],[9.47787611 7.52212389] ; [53.52212389 42.47787611],0
d1,1,0.453346,0.562273,[ 7 10] ; [49 47],[8.42477876 8.57522124] ; [47.57522124 48.42477876],0
v1,1,0.454493,0.559422,[ 5 12] ; [37 58],[ 6.375 10.625] ; [35.625 59.375],0
a6,1,0.456275,0.555016,[9 8] ; [60 36],[10.38053097  6.61946903] ; [58.61946903 37.38053097],0
a3,1,0.482727,0.492696,[8 9] ; [54 42],[9.32743363 7.67256637] ; [52.67256637 43.32743363],0
d4,1,0.496178,0.463101,[12  5] ; [75 21],[13.08849558  3.91150442] ; [73.91150442 22.08849558],0
n6,1,0.508484,0.437186,[9 8] ; [59 37],[10.2300885  6.7699115] ; [57.7699115 38.2300885],0
n3,1,0.547066,0.3626,[5 6] ; [25 20],[5.89285714 5.10714286] ; [24.10714286 20.89285714],0
a5,1,0.553816,0.350526,[ 7 10] ; [47 49],[8.12389381 8.87610619] ; [45.87610619 50.12389381],0
b5,1,0.563089,0.334384,[9 8] ; [58 38],[10.07964602  6.92035398] ; [56.92035398 39.07964602],0
s8,1,0.568771,0.324743,[ 3 14] ; [23 73],[ 3.91150442 13.08849558] ; [22.08849558 73.91150442],0
p5,1,0.577196,0.31079,[ 1 16] ; [ 3 92],[ 0.60714286 16.39285714] ; [ 3.39285714 91.60714286],0
p8,1,0.615278,0.252561,[ 3 14] ; [22 73],[ 3.79464286 13.20535714] ; [21.20535714 73.79464286],0
d2,1,0.631215,0.230417,[ 5 12] ; [34 62],[ 5.86725664 11.13274336] ; [33.13274336 62.86725664],0
b4,1,0.710611,0.137668,[10  7] ; [61 35],[10.68141593  6.31858407] ; [60.31858407 35.68141593],0
u2,1,0.712795,0.135501,[4 5] ; [21 20],[4.5 4.5] ; [20.5 20.5],0
b2,1,0.732833,0.116527,[3 7] ; [15 27],[3.46153846 6.53846154] ; [14.53846154 27.46153846],0
b3,1,0.732833,0.116527,[3 7] ; [15 27],[3.46153846 6.53846154] ; [14.53846154 27.46153846],0
p4,1,0.759719,0.093544,[ 4 13] ; [26 70],[ 4.51327434 12.48672566] ; [25.48672566 70.51327434],0
s7,1,0.823465,0.04977,[ 3 12] ; [21 72],[ 3.33333333 11.66666667] ; [20.66666667 72.33333333],0
a2,1,0.842239,0.039613,[ 2 15] ; [13 83],[ 2.25663717 14.74336283] ; [12.74336283 83.25663717],0
d3,1,0.862281,0.030092,[11  6] ; [60 36],[10.68141593  6.31858407] ; [60.31858407 35.68141593],0
s1,1,0.90905,0.01305,[ 1 16] ; [ 5 91],[ 0.90265487 16.09734513] ; [ 5.09734513 90.90265487],0
