Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,47.54103,[ 1 55] ; [57 42],[20.95483871 35.04516129] ; [37.04516129 61.95483871],1
d5,1,0.0,28.349567,[18 38] ; [75 24],[33.6 22.4] ; [59.4 39.6],1
d3,1,2.3e-05,17.894293,[11 45] ; [54 45],[23.48387097 32.51612903] ; [41.51612903 57.48387097],1
a5,1,7.5e-05,15.675204,[22 34] ; [71 28],[33.6 22.4] ; [59.4 39.6],1
a3,1,9.1e-05,15.308205,[22 34] ; [70 28],[33.45454545 22.54545455] ; [58.54545455 39.45454545],1
s5,1,0.00159,9.971607,[ 8 46] ; [38 58],[16.56 37.44] ; [29.44 66.56],0
d2,1,0.005709,7.640076,[16 40] ; [50 47],[24.15686275 31.84313725] ; [41.84313725 55.15686275],0
a4,1,0.006245,7.478334,[15 40] ; [49 49],[23.00653595 31.99346405] ; [40.99346405 57.00653595],0
p10,1,0.011447,6.39454,[27 28] ; [69 30],[34.28571429 20.71428571] ; [61.71428571 37.28571429],0
s7,1,0.014187,6.014736,[17 38] ; [48 45],[24.15540541 30.84459459] ; [40.84459459 52.15540541],0
p9,1,0.021119,5.316948,[31 24] ; [73 25],[37.38562092 17.61437908] ; [66.61437908 31.38562092],0
b3,1,0.02715,4.881248,[10 29] ; [30 33],[15.29411765 23.70588235] ; [24.70588235 38.29411765],0
b2,1,0.02715,4.881248,[10 29] ; [30 33],[15.29411765 23.70588235] ; [24.70588235 38.29411765],0
r1,1,0.029975,4.710704,[28 28] ; [67 32],[34.32258065 21.67741935] ; [60.67741935 38.32258065],0
s8,1,0.035939,4.4,[14 42] ; [41 57],[20. 36.] ; [35. 63.],0
u2,1,0.0365,4.37358,[11 23] ; [17 12],[15.11111111 18.88888889] ; [12.88888889 16.11111111],0
r3,1,0.038087,4.301146,[39 17] ; [83 16],[44.07741935 11.92258065] ; [77.92258065 21.07741935],0
p4,1,0.040195,4.209633,[19 37] ; [50 48],[25.09090909 30.90909091] ; [43.90909091 54.09090909],0
u3,1,0.071195,3.255258,[10 24] ; [15 14],[13.49206349 20.50793651] ; [11.50793651 17.49206349],0
a8,1,0.0869,2.930882,[ 8 41] ; [ 7 90],[ 5.03424658 43.96575342] ; [ 9.96575342 87.03424658],0
p3,1,0.097909,2.739273,[17 39] ; [43 55],[21.81818182 34.18181818] ; [38.18181818 59.81818182],0
s2,1,0.100991,2.689817,[16 40] ; [41 57],[20.72727273 35.27272727] ; [36.27272727 61.72727273],0
p8,1,0.111187,2.537275,[16 40] ; [41 58],[20.59354839 35.40645161] ; [36.40645161 62.59354839],0
p6,1,0.113291,2.507696,[12 43] ; [33 64],[16.28289474 38.71710526] ; [28.71710526 68.28289474],0
p7,1,0.12671,2.332353,[24 32] ; [54 43],[28.54901961 27.45098039] ; [49.45098039 47.54901961],0
v1,1,0.141523,2.161323,[14 41] ; [36 61],[18.09210526 36.90789474] ; [31.90789474 65.09210526],0
r4,1,0.185871,1.750046,[35 21] ; [72 27],[38.65806452 17.34193548] ; [68.34193548 30.65806452],0
b1,1,0.191562,1.705564,[25 31] ; [55 44],[28.90322581 27.09677419] ; [51.09677419 47.90322581],0
p2,1,0.270194,1.21576,[35 21] ; [69 28],[38.06535948 17.93464052] ; [65.93464052 31.06535948],0
b5,1,0.287476,1.131402,[31 25] ; [46 53],[27.81935484 28.18064516] ; [49.18064516 49.81935484],0
u1,1,0.370858,0.800786,[ 2 54] ; [ 7 92],[ 3.2516129 52.7483871] ; [ 5.7483871 93.2516129],0
p5,1,0.408061,0.684444,[ 5 51] ; [13 84],[ 6.58823529 49.41176471] ; [11.41176471 85.58823529],0
n3,1,0.418904,0.653388,[14  9] ; [17 17],[12.50877193 10.49122807] ; [18.49122807 15.50877193],0
n5,1,0.469341,0.523527,[43 13] ; [70 28],[41.09090909 14.90909091] ; [71.90909091 26.09090909],0
n6,1,0.483694,0.490524,[40 16] ; [75 23],[41.81818182 14.18181818] ; [73.18181818 24.81818182],0
n2,1,0.492547,0.470958,[15 10] ; [24 11],[16.25  8.75] ; [22.75 12.25],0
a6,1,0.523745,0.406512,[25 31] ; [39 60],[23.12258065 32.87741935] ; [40.87741935 58.12258065],0
a1,1,0.525829,0.402446,[ 3 53] ; [ 8 91],[ 3.97419355 52.02580645] ; [ 7.02580645 91.97419355],0
n1,1,0.526103,0.401914,[ 8 17] ; [14 21],[ 9.16666667 15.83333333] ; [12.83333333 22.16666667],0
s6,1,0.538948,0.377493,[29 26] ; [55 40],[30.8 24.2] ; [53.2 41.8],0
p1,1,0.541179,0.373359,[ 5 51] ; [12 87],[ 6.14193548 49.85806452] ; [10.85806452 88.14193548],0
