Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,173.324633,[  6 121] ; [384 174],[72.30656934 54.69343066] ; [317.69343066 240.30656934],1
n6,1,0.198667,1.652149,[101  26] ; [465  87],[105.86450663  21.13549337] ; [460.13549337  91.86450663],0
a8,1,0.231885,1.429262,[ 12 103] ; [ 74 429],[16.00323625 98.99676375] ; [ 69.99676375 433.00323625],0
s1,1,0.271173,1.210805,[  1 123] ; [ 13 536],[  2.5794948 121.4205052] ; [ 11.4205052 537.5794948],0
p7,1,0.367908,0.810719,[79 47] ; [364 180],[83.31044776 42.68955224] ; [359.68955224 184.31044776],0
s4,1,0.399692,0.709251,[ 25 101] ; [ 92 459],[ 21.77548006 104.22451994] ; [ 95.22451994 455.77548006],0
n5,1,0.505876,0.442588,[89 37] ; [406 146],[91.99115044 34.00884956] ; [403.00884956 148.99115044],0
n3,1,0.533474,0.38777,[30  8] ; [85 30],[28.5620915  9.4379085] ; [86.4379085 28.5620915],0
b1,1,0.588429,0.292804,[49 78] ; [201 357],[46.35036496 80.64963504] ; [203.64963504 354.35036496],0
n2,1,0.5978,0.278327,[29  9] ; [82 32],[27.75 10.25] ; [83.25 30.75],0
u4,1,0.658347,0.195537,[  1 126] ; [  7 551],[  1.48321168 125.51678832] ; [  6.51678832 551.48321168],0
n1,1,0.816369,0.053925,[12 26] ; [38 75],[12.58278146 25.41721854] ; [37.41721854 75.58278146],0
b5,1,0.943046,0.005104,[79 48] ; [349 209],[79.35182482 47.64817518] ; [348.64817518 209.35182482],0
