Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,173.324633,[  6 121] ; [384 174],[72.30656934 54.69343066] ; [317.69343066 240.30656934],1
d3,1,0.0,109.570033,[39 86] ; [439 119],[87.48169839 37.51830161] ; [390.51830161 167.48169839],1
d5,1,0.0,87.620548,[66 60] ; [492  66],[102.78947368  23.21052632] ; [455.21052632 102.78947368],1
d2,1,0.0,33.194763,[30 97] ; [289 268],[59.22953216 67.77046784] ; [259.77046784 297.22953216],1
a5,1,0.0,30.140399,[67 60] ; [429 129],[91.95912409 35.04087591] ; [404.04087591 153.95912409],1
a3,1,0.0,26.610024,[65 62] ; [413 142],[89.01173021 37.98826979] ; [388.98826979 166.01173021],1
r1,1,1e-06,25.202048,[79 46] ; [462  93],[99.44852941 25.55147059] ; [441.55147059 113.44852941],1
a4,1,1e-06,23.995014,[30 96] ; [266 291],[54.60614934 71.39385066] ; [241.39385066 315.60614934],1
u1,1,1.3e-05,19.01581,[  5 122] ; [112 446],[ 21.6919708 105.3080292] ; [ 95.3080292 462.6919708],1
a2,1,3e-05,17.4121,[ 12 115] ; [150 408],[30.0350365 96.9649635] ; [131.9649635 426.0350365],1
r4,1,5.3e-05,16.33131,[100  27] ; [509  49],[112.90948905  14.09051095] ; [496.09051095  61.90948905],1
r3,1,9.1e-05,15.307939,[112  14] ; [538  17],[120.26431718   5.73568282] ; [529.73568282  25.26431718],1
s2,1,0.000235,13.531393,[44 82] ; [293 259],[62.62831858 63.37168142] ; [274.37168142 277.62831858],1
r2,1,0.000543,11.960595,[110  16] ; [525  25],[118.35798817   7.64201183] ; [516.64201183  33.35798817],1
v2,1,0.000748,11.365833,[51 71] ; [317 224],[67.71644042 54.28355958] ; [300.28355958 240.71644042],1
a7,1,0.001093,10.663497,[78 48] ; [424 133],[92.6090776 33.3909224] ; [409.3909224 147.6090776],0
s5,1,0.001362,10.256135,[ 23 103] ; [177 363],[37.83783784 88.16216216] ; [162.16216216 377.83783784],0
p9,1,0.001498,10.08162,[97 30] ; [480  69],[108.40088757  18.59911243] ; [468.59911243  80.40088757],0
s6,1,0.002368,9.24008,[67 58] ; [373 176],[81.60237389 43.39762611] ; [358.39762611 190.60237389],0
b2,1,0.00333,8.61698,[15 59] ; [123 198],[25.85316456 48.14683544] ; [112.14683544 208.85316456],0
b3,1,0.00333,8.61698,[15 59] ; [123 198],[25.85316456 48.14683544] ; [112.14683544 208.85316456],0
a6,1,0.007209,7.220194,[75 52] ; [397 160],[87.6374269 39.3625731] ; [384.3625731 172.6374269],0
u3,1,0.007589,7.127867,[25 37] ; [86 56],[33.73529412 28.26470588] ; [77.26470588 64.73529412],0
v1,1,0.010716,6.511811,[53 71] ; [302 243],[65.79970105 58.20029895] ; [289.20029895 255.79970105],0
p10,1,0.011324,6.413748,[92 33] ; [460  92],[101.92023634  23.07976366] ; [450.07976366 101.92023634],0
v3,1,0.015353,5.875525,[34 92] ; [208 332],[45.78378378 80.21621622] ; [196.21621622 343.78378378],0
v4,1,0.022153,5.233767,[115  10] ; [536  19],[119.66911765   5.33088235] ; [531.33088235  23.66911765],0
s8,1,0.040869,4.181442,[43 84] ; [243 312],[53.25806452 73.74193548] ; [232.74193548 322.25806452],0
p6,1,0.043138,4.08997,[35 91] ; [205 344],[44.8 81.2] ; [195.2 353.8],0
p4,1,0.049624,3.854103,[66 61] ; [341 214],[75.79032258 51.20967742] ; [331.20967742 223.79032258],0
b4,1,0.067669,3.338684,[65 62] ; [335 223],[74.16058394 52.83941606] ; [325.83941606 232.16058394],0
p8,1,0.084636,2.973547,[58 67] ; [301 247],[66.67904903 58.32095097] ; [292.32095097 255.67904903],0
p3,1,0.086255,2.942908,[51 75] ; [273 285],[59.68421053 66.31578947] ; [264.31578947 293.68421053],0
u2,1,0.086984,2.929316,[28 34] ; [82 59],[33.59605911 28.40394089] ; [76.40394089 64.59605911],0
n4,1,0.091868,2.841327,[88 38] ; [428 128],[95.3313783 30.6686217] ; [420.6686217 135.3313783],0
s7,1,0.092166,2.836136,[48 73] ; [257 277],[56.34351145 64.65648855] ; [248.65648855 285.34351145],0
p1,1,0.092442,2.83133,[ 11 116] ; [ 27 528],[  7.07624633 119.92375367] ; [ 30.92375367 524.07624633],0
p11,1,0.104756,2.631604,[95 32] ; [453 105],[101.6  25.4] ; [446.4 111.6],0
s3,1,0.109158,2.566363,[62 63] ; [315 233],[70.02228826 54.97771174] ; [306.97771174 241.02228826],0
a1,1,0.113784,2.500857,[  1 126] ; [ 19 539],[  3.7080292 123.2919708] ; [ 16.2919708 541.7080292],0
p12,1,0.116045,2.469898,[  3 124] ; [ 32 522],[  6.52716593 120.47283407] ; [ 28.47283407 525.52716593],0
