Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,55.97769,[49 56] ; [298  62],[78.35483871 26.64516129] ; [268.64516129  91.35483871],1
d2,1,0.0,54.457449,[20 87] ; [213 146],[53.5 53.5] ; [179.5 179.5],1
d1,1,0.0,46.398165,[36 71] ; [253 108],[66.07478632 40.92521368] ; [222.92521368 138.07478632],1
a4,1,0.0,36.440315,[24 82] ; [201 158],[51.29032258 54.70967742] ; [173.70967742 185.29032258],1
u1,1,0.0,25.810071,[  3 104] ; [ 91 270],[21.49145299 85.50854701] ; [ 72.50854701 288.49145299],1
d5,1,2e-06,22.535761,[73 34] ; [315  44],[89.09012876 17.90987124] ; [298.90987124  60.09012876],1
r1,1,0.000117,14.835958,[79 28] ; [318  40],[91.35268817 15.64731183] ; [305.64731183  52.35268817],1
a6,1,0.000309,13.013122,[57 50] ; [258 101],[72.32832618 34.67167382] ; [242.67167382 116.32832618],1
s8,1,0.000965,10.893603,[39 68] ; [194 161],[53.96320346 53.03679654] ; [179.03679654 175.96320346],1
d4,1,0.001661,9.891297,[79 28] ; [311  48],[89.54935622 17.45064378] ; [300.45064378  58.54935622],0
d3,1,0.002292,9.29992,[63 44] ; [267  93],[75.61027837 31.38972163] ; [254.38972163 105.61027837],0
p8,1,0.002449,9.177944,[46 58] ; [214 137],[59.42857143 44.57142857] ; [200.57142857 150.42857143],0
p4,1,0.005047,7.862695,[56 50] ; [241 115],[68.14285714 37.85714286] ; [228.85714286 127.14285714],0
r4,1,0.005945,7.566984,[95 12] ; [346  15],[100.82692308   6.17307692] ; [340.17307692  20.82692308],0
s7,1,0.006081,7.526149,[41 59] ; [194 149],[53.04740406 46.95259594] ; [181.95259594 161.04740406],0
s5,1,0.007952,7.044181,[28 73] ; [147 200],[39.453125 61.546875] ; [135.546875 211.453125],0
p3,1,0.012615,6.222333,[48 58] ; [210 146],[59.19480519 46.80519481] ; [198.80519481 157.19480519],0
p11,1,0.02346,5.134118,[77 30] ; [296  65],[85.27991453 21.72008547] ; [287.72008547  73.27991453],0
n6,1,0.029268,4.751753,[84 22] ; [313  44],[90.88984881 15.11015119] ; [306.11015119  50.88984881],0
p2,1,0.037285,4.337351,[84 22] ; [311  45],[90.62770563 15.37229437] ; [304.37229437  51.62770563],0
a7,1,0.042434,4.117802,[69 37] ; [271  90],[77.17344754 28.82655246] ; [262.82655246  98.17344754],0
s2,1,0.048362,3.897352,[50 56] ; [206 149],[58.86334056 47.13665944] ; [197.13665944 157.86334056],0
n4,1,0.055882,3.655569,[80 27] ; [298  61],[86.79399142 20.20600858] ; [291.20600858  67.79399142],0
b1,1,0.090059,2.873313,[33 74] ; [144 217],[40.46794872 66.53205128] ; [136.53205128 224.46794872],0
v2,1,0.106275,2.608763,[63 41] ; [241 108],[69.79249448 34.20750552] ; [234.20750552 114.79249448],0
n5,1,0.146521,2.108105,[81 25] ; [296  62],[86.125 19.875] ; [290.875  67.125],0
u4,1,0.155004,2.022299,[  1 106] ; [ 13 348],[  3.2008547 103.7991453] ; [ 10.7991453 350.2008547],0
p10,1,0.17393,1.848743,[83 21] ; [303  52],[87.45969499 16.54030501] ; [298.54030501  56.45969499],0
n1,1,0.186955,1.741453,[13  8] ; [29 35],[10.37647059 10.62352941] ; [31.62352941 32.37647059],0
n2,1,0.18785,1.734399,[15  6] ; [54 10],[17.04705882  3.95294118] ; [51.95294118 12.04705882],0
b2,1,0.199195,1.648265,[22 40] ; [106 132],[26.45333333 35.54666667] ; [101.54666667 136.45333333],0
b3,1,0.199195,1.648265,[22 40] ; [106 132],[26.45333333 35.54666667] ; [101.54666667 136.45333333],0
n3,1,0.201984,1.62797,[18  3] ; [46 18],[15.81176471  5.18823529] ; [48.18823529 15.81176471],0
a1,1,0.214541,1.540517,[  3 104] ; [ 21 340],[  5.48717949 101.51282051] ; [ 18.51282051 342.48717949],0
p9,1,0.255009,1.29565,[88 16] ; [316  40],[91.33913043 12.66086957] ; [312.66086957  43.33913043],0
p7,1,0.261201,1.262379,[64 38] ; [239 109],[68.68 33.32] ; [234.32 113.68],0
s6,1,0.263924,1.248057,[69 34] ; [255  96],[73.50660793 29.49339207] ; [250.49339207 100.50660793],0
u2,1,0.277106,1.181231,[34 22] ; [32 31],[31.05882353 24.94117647] ; [34.94117647 28.05882353],0
b4,1,0.289686,1.12108,[60 47] ; [223 138],[64.70299145 42.29700855] ; [218.29700855 142.70299145],0
