Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.002298,9.295042,[3 4] ; [ 11 127],[0.67586207 6.32413793] ; [ 13.32413793 124.67586207],0
s5,1,0.00361,8.470353,[4 3] ; [ 22 125],[1.18181818 5.81818182] ; [ 24.81818182 122.18181818],0
p3,1,0.007255,7.208617,[5 2] ; [ 37 110],[1.90909091 5.09090909] ; [ 40.09090909 106.90909091],0
s6,1,0.007881,7.060408,[6 1] ; [53 95],[2.66451613 4.33548387] ; [56.33548387 91.66451613],0
p4,1,0.013022,6.166166,[5 1] ; [50 98],[2.14285714 3.85714286] ; [52.85714286 95.14285714],0
v3,1,0.018358,5.56166,[5 2] ; [ 42 102],[2.17880795 4.82119205] ; [44.82119205 99.17880795],0
s1,1,0.024968,5.026092,[2 5] ; [  9 137],[0.50326797 6.49673203] ; [ 10.49673203 135.50326797],0
p1,1,0.048658,3.887125,[2 5] ; [ 11 137],[0.58709677 6.41290323] ; [ 12.41290323 135.58709677],0
s7,1,0.052654,3.754853,[4 3] ; [ 34 106],[1.80952381 5.19047619] ; [ 36.19047619 103.80952381],0
s3,1,0.068947,3.307911,[5 2] ; [55 93],[2.70967742 4.29032258] ; [57.29032258 90.70967742],0
s2,1,0.09358,2.811683,[4 3] ; [ 41 107],[2.03225806 4.96774194] ; [ 42.96774194 105.03225806],0
p8,1,0.100607,2.695899,[4 3] ; [ 42 107],[2.06410256 4.93589744] ; [ 43.93589744 105.06410256],0
s8,1,0.121815,2.393822,[3 4] ; [ 28 120],[1.4 5.6] ; [ 29.6 118.4],0
p7,1,0.285591,1.140291,[4 2] ; [65 81],[2.72368421 3.27631579] ; [66.27631579 79.72368421],0
p6,1,0.336335,0.924352,[2 4] ; [ 26 120],[1.10526316 4.89473684] ; [ 26.89473684 119.10526316],0
b5,1,0.339675,0.911656,[5 2] ; [79 70],[3.76923077 3.23076923] ; [80.23076923 68.76923077],0
r4,1,0.366785,0.814528,[6 1] ; [104  45],[4.93589744 2.06410256] ; [105.06410256  43.93589744],0
d4,1,0.367304,0.812766,[4 3] ; [107  40],[5.04545455 1.95454545] ; [105.95454545  41.04545455],0
a1,1,0.384056,0.757677,[1 6] ; [  9 140],[0.44871795 6.55128205] ; [  9.55128205 139.44871795],0
a5,1,0.395422,0.722202,[3 4] ; [88 61],[4.08333333 2.91666667] ; [86.91666667 62.08333333],0
v2,1,0.408354,0.683587,[2 5] ; [64 80],[3.05960265 3.94039735] ; [62.94039735 81.05960265],0
d3,1,0.412265,0.672259,[5 2] ; [83 66],[3.94871795 3.05128205] ; [84.05128205 64.94871795],0
r1,1,0.435135,0.609079,[6 1] ; [107  41],[5.10322581 1.89677419] ; [107.89677419  40.10322581],0
a3,1,0.443011,0.588471,[5 2] ; [84 64],[4.01935484 2.98064516] ; [84.98064516 63.01935484],0
d2,1,0.572826,0.317977,[4 3] ; [68 79],[3.27272727 3.72727273] ; [68.72727273 78.27272727],0
b4,1,0.605622,0.266599,[5 2] ; [92 57],[4.3525641 2.6474359] ; [92.6474359 56.3525641],0
p2,1,0.623266,0.241304,[3 4] ; [78 71],[3.63461538 3.36538462] ; [77.36538462 71.63461538],0
v1,1,0.639075,0.219954,[3 4] ; [51 98],[2.42307692 4.57692308] ; [51.57692308 97.42307692],0
p10,1,0.642535,0.215442,[1 5] ; [ 37 111],[1.48051948 4.51948052] ; [ 36.51948052 111.48051948],0
a4,1,0.658332,0.195556,[3 4] ; [51 96],[2.45454545 4.54545455] ; [51.54545455 95.45454545],0
p11,1,0.698948,0.149569,[3 4] ; [75 74],[3.5 3.5] ; [74.5 74.5],0
n2,1,0.710005,0.138272,[1 1] ; [34 20],[1.25 0.75] ; [33.75 20.25],0
v4,1,0.722442,0.126165,[6 1] ; [118  29],[5.63636364 1.36363636] ; [118.36363636  28.63636364],0
b2,1,0.766914,0.087861,[2 5] ; [31 60],[2.35714286 4.64285714] ; [30.64285714 60.35714286],0
b3,1,0.766914,0.087861,[2 5] ; [31 60],[2.35714286 4.64285714] ; [30.64285714 60.35714286],0
a6,1,0.778579,0.079057,[4 3] ; [93 56],[4.3525641 2.6474359] ; [92.6474359 56.3525641],0
a7,1,0.800115,0.064109,[4 3] ; [91 56],[4.31818182 2.68181818] ; [90.68181818 56.31818182],0
r3,1,0.817139,0.053466,[6 1] ; [121  26],[5.77272727 1.22727273] ; [121.22727273  25.77272727],0
n3,1,0.829076,0.046607,[1 1] ; [30 22],[1.14814815 0.85185185] ; [29.85185185 22.14814815],0
u1,1,0.861594,0.030396,[1 6] ; [ 18 131],[0.8525641 6.1474359] ; [ 18.1474359 130.8525641],0
d5,1,0.868492,0.027415,[5 2] ; [102  47],[4.80128205 2.19871795] ; [102.19871795  46.80128205],0
u3,1,0.914433,0.011545,[1 1] ; [30 35],[0.92537313 1.07462687] ; [30.07462687 34.92537313],0
d1,1,0.940315,0.005606,[3 4] ; [66 83],[3.09615385 3.90384615] ; [65.90384615 83.09615385],0
b1,1,0.940315,0.005606,[4 3] ; [83 66],[3.90384615 3.09615385] ; [83.09615385 65.90384615],0
u2,1,0.947083,0.004405,[1 1] ; [30 33],[0.95384615 1.04615385] ; [30.04615385 32.95384615],0
r2,1,1.0,0.0,[6 1] ; [126  21],[6. 1.] ; [126.  21.],0
