Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,9.6e-05,15.213363,[4 5] ; [59  5],[7.76712329 1.23287671] ; [55.23287671  8.76712329],1
r2,1,0.010877,6.485294,[6 2] ; [62  2],[7.55555556 0.44444444] ; [60.44444444  3.55555556],0
s3,1,0.012117,6.293706,[1 7] ; [38 26],[4.33333333 3.66666667] ; [34.66666667 29.33333333],0
p2,1,0.014443,5.983222,[4 5] ; [52 12],[6.90410959 2.09589041] ; [49.09589041 14.90410959],0
d5,1,0.031072,4.648967,[4 5] ; [50 14],[6.65753425 2.34246575] ; [47.34246575 16.65753425],0
v4,1,0.051177,3.802456,[7 2] ; [61  3],[8.38356164 0.61643836] ; [59.61643836  4.38356164],0
a6,1,0.055711,3.660673,[2 7] ; [36 28],[4.68493151 4.31506849] ; [33.31506849 30.68493151],0
s2,1,0.090397,2.867292,[2 7] ; [33 30],[4.375 4.625] ; [30.625 32.375],0
a5,1,0.121913,2.392575,[4 5] ; [45 19],[6.04109589 2.95890411] ; [42.95890411 21.04109589],0
n4,1,0.150219,2.070023,[4 5] ; [44 20],[5.91780822 3.08219178] ; [42.08219178 21.91780822],0
b5,1,0.182174,1.779802,[4 5] ; [43 21],[5.79452055 3.20547945] ; [41.20547945 22.79452055],0
s6,1,0.183271,1.770897,[4 5] ; [41 20],[5.78571429 3.21428571] ; [39.21428571 21.78571429],0
p6,1,0.205903,1.6,[2 7] ; [28 35],[3.75 5.25] ; [26.25 36.75],0
p10,1,0.251754,1.313546,[7 2] ; [37 27],[5.42465753 3.57534247] ; [38.57534247 25.42465753],0
p1,1,0.256839,1.285714,[2 7] ; [ 6 57],[1. 8.] ; [ 7. 56.],0
s1,1,0.258454,1.277017,[1 8] ; [ 2 62],[0.36986301 8.63013699] ; [ 2.63013699 61.36986301],0
s8,1,0.311492,1.024339,[2 7] ; [25 38],[3.375 5.625] ; [23.625 39.375],0
d1,1,0.346384,0.886662,[4 5] ; [39 25],[5.30136986 3.69863014] ; [37.69863014 26.30136986],0
d2,1,0.348696,0.878195,[3 6] ; [32 32],[4.31506849 4.68493151] ; [30.68493151 33.31506849],0
d4,1,0.376628,0.781678,[6 3] ; [51 13],[7.02739726 1.97260274] ; [49.97260274 14.02739726],0
v3,1,0.387299,0.747407,[5 4] ; [25 37],[3.8028169 5.1971831] ; [26.1971831 35.8028169],0
a4,1,0.392715,0.730519,[2 6] ; [26 38],[3.11111111 4.88888889] ; [24.88888889 39.11111111],0
v2,1,0.397474,0.715954,[3 6] ; [30 32],[4.18309859 4.81690141] ; [28.81690141 33.18309859],0
p12,1,0.427858,0.628629,[1 8] ; [ 3 61],[0.49315068 8.50684932] ; [ 3.50684932 60.49315068],0
a7,1,0.43013,0.622473,[5 4] ; [44 20],[6.04109589 2.95890411] ; [42.95890411 21.04109589],0
p7,1,0.438578,0.6,[4 4] ; [41 23],[5. 3.] ; [40. 24.],0
b2,1,0.465759,0.53202,[1 6] ; [ 8 21],[1.75 5.25] ; [ 7.25 21.75],0
b3,1,0.465759,0.53202,[1 6] ; [ 8 21],[1.75 5.25] ; [ 7.25 21.75],0
s7,1,0.47862,0.502006,[3 5] ; [31 30],[3.94202899 4.05797101] ; [30.05797101 30.94202899],0
n1,1,0.548893,0.359304,[3 1] ; [10  7],[2.47619048 1.52380952] ; [10.52380952  6.47619048],0
b4,1,0.553874,0.350422,[6 3] ; [36 28],[5.17808219 3.82191781] ; [36.82191781 27.17808219],0
a2,1,0.574892,0.314566,[1 8] ; [12 52],[1.60273973 7.39726027] ; [11.39726027 52.60273973],0
p3,1,0.625491,0.238226,[4 5] ; [34 30],[4.68493151 4.31506849] ; [33.31506849 30.68493151],0
u1,1,0.645132,0.212093,[1 8] ; [11 53],[1.47945205 7.52054795] ; [10.52054795 53.47945205],0
s5,1,0.651506,0.204007,[2 7] ; [18 43],[2.57142857 6.42857143] ; [17.42857143 43.57142857],0
n3,1,0.682665,0.167142,[2 2] ; [11  7],[2.36363636 1.63636364] ; [10.63636364  7.36363636],0
d3,1,0.710063,0.138214,[7 2] ; [46 18],[6.53424658 2.46575342] ; [46.46575342 17.53424658],0
s4,1,0.728284,0.120693,[2 7] ; [11 52],[1.625 7.375] ; [11.375 51.625],0
v1,1,0.754935,0.097431,[4 5] ; [32 32],[4.43835616 4.56164384] ; [31.56164384 32.43835616],0
n5,1,0.808441,0.058776,[6 3] ; [40 24],[5.67123288 3.32876712] ; [40.32876712 23.67123288],0
p5,1,0.809464,0.058138,[1 8] ; [ 9 55],[1.23287671 7.76712329] ; [ 8.76712329 55.23287671],0
n6,1,0.836996,0.042328,[7 2] ; [47 16],[6.75 2.25] ; [47.25 15.75],0
p9,1,0.852858,0.0344,[6 3] ; [40 23],[5.75 3.25] ; [40.25 22.75],0
b1,1,0.897944,0.01645,[4 5] ; [27 37],[3.82191781 5.17808219] ; [27.17808219 36.82191781],0
r1,1,0.912662,0.01203,[7 2] ; [50 13],[7.125 1.875] ; [49.875 13.125],0
p4,1,0.931887,0.007305,[5 3] ; [39 25],[4.88888889 3.11111111] ; [39.11111111 24.88888889],0
