Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.516595,[2 7] ; [120  10],[7.89928058 1.10071942] ; [114.10071942  15.89928058],1
r2,1,0.0,26.628153,[4 5] ; [122   7],[8.2173913 0.7826087] ; [117.7826087  11.2173913],1
a7,1,0.001088,10.670879,[3 6] ; [103  25],[6.96350365 2.03649635] ; [99.03649635 28.96350365],0
p10,1,0.003576,8.487605,[4 5] ; [108  21],[7.30434783 1.69565217] ; [104.69565217  24.30434783],0
p9,1,0.005459,7.720853,[4 5] ; [105  22],[7.21323529 1.78676471] ; [101.78676471  25.21323529],0
r1,1,0.00813,7.004608,[3 6] ; [96 33],[6.45652174 2.54347826] ; [92.54347826 36.45652174],0
s1,1,0.012509,6.237323,[1 8] ; [  1 127],[0.13138686 8.86861314] ; [  1.86861314 126.13138686],0
r3,1,0.014773,5.943385,[7 2] ; [125   5],[8.54676259 0.45323741] ; [123.45323741   6.54676259],0
d5,1,0.017327,5.662955,[4 5] ; [102  27],[6.91304348 2.08695652] ; [99.08695652 29.91304348],0
v1,1,0.061961,3.484106,[2 7] ; [68 57],[4.70149254 4.29850746] ; [65.29850746 59.70149254],0
p2,1,0.074351,3.184259,[5 4] ; [104  25],[7.10869565 1.89130435] ; [101.89130435  27.10869565],0
d4,1,0.075774,3.153293,[6 3] ; [114  16],[7.76978417 1.23021583] ; [112.23021583  17.76978417],0
p11,1,0.08473,2.971757,[5 4] ; [104  26],[7.05755396 1.94244604] ; [101.94244604  28.05755396],0
a4,1,0.126497,2.334971,[1 8] ; [47 83],[3.10791367 5.89208633] ; [44.89208633 85.10791367],0
a3,1,0.154411,2.028123,[3 6] ; [75 55],[5.05035971 3.94964029] ; [72.94964029 57.05035971],0
s6,1,0.15847,1.988761,[5 4] ; [98 30],[6.76642336 2.23357664] ; [96.23357664 31.76642336],0
d1,1,0.183521,1.768876,[3 6] ; [73 57],[4.92086331 4.07913669] ; [71.07913669 58.92086331],0
s8,1,0.211061,1.564137,[1 8] ; [40 90],[2.65467626 6.34532374] ; [38.34532374 91.65467626],0
n4,1,0.244722,1.353188,[4 5] ; [83 47],[5.63309353 3.36690647] ; [81.36690647 48.63309353],0
b1,1,0.374156,0.789816,[2 7] ; [48 82],[3.23741007 5.76258993] ; [46.76258993 83.23741007],0
p7,1,0.375051,0.786861,[4 5] ; [75 51],[5.26666667 3.73333333] ; [73.73333333 52.26666667],0
n6,1,0.390769,0.736548,[6 3] ; [101  27],[7.02919708 1.97080292] ; [99.97080292 28.02919708],0
n1,1,0.399075,0.711111,[1 1] ; [ 7 23],[0.5 1.5] ; [ 7.5 22.5],0
p3,1,0.422012,0.644706,[5 4] ; [54 75],[3.84782609 5.15217391] ; [55.15217391 73.84782609],0
v3,1,0.44574,0.581463,[2 7] ; [43 81],[3.04511278 5.95488722] ; [41.95488722 82.04511278],0
a6,1,0.454272,0.55997,[5 4] ; [88 42],[6.02158273 2.97841727] ; [86.97841727 43.02158273],0
d3,1,0.464561,0.534884,[5 4] ; [87 42],[6. 3.] ; [86. 43.],0
a5,1,0.485712,0.486011,[5 4] ; [87 43],[5.95683453 3.04316547] ; [86.04316547 43.95683453],0
p6,1,0.530469,0.393493,[2 7] ; [41 86],[2.84558824 6.15441176] ; [40.15441176 86.84558824],0
b4,1,0.538035,0.379193,[6 3] ; [73 57],[5.11510791 3.88489209] ; [73.88489209 56.11510791],0
n5,1,0.562252,0.33582,[5 4] ; [84 45],[5.80434783 3.19565217] ; [83.19565217 45.80434783],0
n3,1,0.60594,0.266129,[1 1] ; [21 10],[1.33333333 0.66666667] ; [20.66666667 10.33333333],0
v2,1,0.711583,0.136701,[4 5] ; [61 59],[4.53488372 4.46511628] ; [60.46511628 59.53488372],0
d2,1,0.712449,0.135843,[3 6] ; [51 78],[3.52173913 5.47826087] ; [50.47826087 78.52173913],0
u1,1,0.817321,0.053357,[1 8] ; [ 18 112],[1.23021583 7.76978417] ; [ 17.76978417 112.23021583],0
b5,1,0.828917,0.046695,[6 3] ; [82 48],[5.69784173 3.30215827] ; [82.30215827 47.69784173],0
u2,1,0.863032,0.029762,[3 3] ; [29 25],[3.2 2.8] ; [28.8 25.2],0
a8,1,0.952789,0.003505,[1 8] ; [ 13 111],[0.94736842 8.05263158] ; [ 13.05263158 110.94736842],0
s3,1,0.97101,0.001321,[7 2] ; [101  28],[7.04347826 1.95652174] ; [100.95652174  28.04347826],0
p8,1,0.975959,0.000908,[4 5] ; [58 71],[4.04347826 4.95652174] ; [57.95652174 71.04347826],0
p4,1,0.987959,0.000228,[5 4] ; [72 57],[5.02173913 3.97826087] ; [71.97826087 57.02173913],0
