Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,7.6e-05,15.660511,[87  9] ; [1 3],[84.48 11.52] ; [3.52 0.48],1
a7,1,0.038518,4.282014,[70 26] ; [1 3],[68.16 27.84] ; [2.84 1.16],0
a6,1,0.101043,2.689004,[62 33] ; [1 3],[60.45454545 34.54545455] ; [2.54545455 1.45454545],0
s1,1,0.102451,2.666962,[ 5 91] ; [1 3],[ 5.76 90.24] ; [0.24 3.76],0
p7,1,0.133772,2.248172,[76 18] ; [2 2],[74.81632653 19.18367347] ; [3.18367347 0.81632653],0
a5,1,0.146128,2.112216,[77 19] ; [2 2],[75.84 20.16] ; [3.16 0.84],0
b1,1,0.187039,1.740786,[40 56] ; [3 1],[41.28 54.72] ; [1.72 2.28],0
a3,1,0.190321,1.715133,[75 21] ; [2 2],[73.92 22.08] ; [3.08 0.92],0
v3,1,0.198102,1.656315,[53 39] ; [1 3],[51.75 40.25] ; [2.25 1.75],0
n6,1,0.20499,1.60646,[88  7] ; [3 1],[87.32323232  7.67676768] ; [3.67676768 0.32323232],0
d2,1,0.242758,1.364504,[52 43] ; [1 3],[50.85858586 44.14141414] ; [2.14141414 1.85858586],0
p2,1,0.312761,1.01898,[86  9] ; [3 1],[85.4040404  9.5959596] ; [3.5959596 0.4040404],0
p1,1,0.344821,0.892424,[27 69] ; [2 2],[27.84 68.16] ; [1.16 2.84],0
v1,1,0.408554,0.683004,[64 28] ; [2 2],[63.25 28.75] ; [2.75 1.25],0
a4,1,0.434616,0.610457,[43 53] ; [1 3],[42.24 53.76] ; [1.76 2.24],0
s2,1,0.437249,0.603491,[52 42] ; [3 1],[52.75510204 41.24489796] ; [2.24489796 1.75510204],0
s8,1,0.511082,0.431851,[55 39] ; [3 1],[55.63265306 38.36734694] ; [2.36734694 1.63265306],0
s5,1,0.525094,0.403876,[57 30] ; [2 2],[56.40659341 30.59340659] ; [2.59340659 1.40659341],0
b4,1,0.531971,0.390625,[57 39] ; [3 1],[57.6 38.4] ; [2.4 1.6],0
b2,1,0.588625,0.292496,[34 35] ; [1 2],[33.54166667 35.45833333] ; [1.45833333 1.54166667],0
b3,1,0.588625,0.292496,[34 35] ; [1 2],[33.54166667 35.45833333] ; [1.45833333 1.54166667],0
p6,1,0.594142,0.283921,[60 35] ; [2 2],[59.49494949 35.50505051] ; [2.50505051 1.49494949],0
u2,1,0.636302,0.223611,[14  7] ; [1 1],[13.69565217  7.30434783] ; [1.30434783 0.69565217],0
d1,1,0.639939,0.218822,[61 35] ; [3 1],[61.44 34.56] ; [2.56 1.44],0
r1,1,0.763327,0.09067,[77 18] ; [3 1],[76.76767677 18.23232323] ; [3.23232323 0.76767677],0
u1,1,0.798603,0.065104,[19 77] ; [1 3],[19.2 76.8] ; [0.8 3.2],0
p8,1,0.798603,0.065104,[77 19] ; [3 1],[76.8 19.2] ; [3.2 0.8],0
d5,1,0.807248,0.059525,[76 19] ; [3 1],[75.80808081 19.19191919] ; [3.19191919 0.80808081],0
b5,1,0.902348,0.015054,[45 51] ; [2 2],[45.12 50.88] ; [1.88 2.12],0
p3,1,0.931897,0.007303,[73 22] ; [3 1],[72.92929293 22.07070707] ; [3.07070707 0.92929293],0
