Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,36.334067,[59  9] ; [11 27],[44.90566038 23.09433962] ; [25.09433962 12.90566038],1
r1,1,0.010062,6.623917,[53 14] ; [21 17],[47.21904762 19.78095238] ; [26.78095238 11.21904762],0
v1,1,0.018487,5.549393,[37 32] ; [11 26],[31.24528302 37.75471698] ; [16.75471698 20.24528302],0
n6,1,0.01969,5.439171,[57 12] ; [23 14],[52.0754717 16.9245283] ; [27.9245283  9.0754717],0
s4,1,0.030156,4.700378,[11 58] ; [13 25],[15.47663551 53.52336449] ; [ 8.52336449 29.47663551],0
n1,1,0.033169,4.537037,[10  8] ; [ 2 10],[ 7.2 10.8] ; [4.8 7.2],0
b2,1,0.04514,4.013407,[11 25] ; [ 1 16],[ 8.1509434 27.8490566] ; [ 3.8490566 13.1509434],0
b3,1,0.04514,4.013407,[11 25] ; [ 1 16],[ 8.1509434 27.8490566] ; [ 3.8490566 13.1509434],0
r4,1,0.051392,3.795449,[61  8] ; [28 10],[57.39252336 11.60747664] ; [31.60747664  6.39252336],0
d5,1,0.056206,3.645939,[54 14] ; [23 14],[49.86666667 18.13333333] ; [27.13333333  9.86666667],0
a7,1,0.071258,3.253808,[51 18] ; [21 16],[46.86792453 22.13207547] ; [25.13207547 11.86792453],0
u1,1,0.093256,2.817256,[14 55] ; [ 3 35],[10.96261682 58.03738318] ; [ 6.03738318 31.96261682],0
p9,1,0.137003,2.211307,[49 19] ; [22 16],[45.54716981 22.45283019] ; [25.45283019 12.54716981],0
p6,1,0.162449,1.95128,[34 35] ; [13 24],[30.59433962 38.40566038] ; [16.40566038 20.59433962],0
s7,1,0.166512,1.914071,[30 33] ; [12 24],[26.72727273 36.27272727] ; [15.27272727 20.72727273],0
p10,1,0.169698,1.885612,[45 23] ; [20 18],[41.69811321 26.30188679] ; [23.30188679 14.69811321],0
v4,1,0.171984,1.865564,[63  5] ; [32  6],[60.94339623  7.05660377] ; [34.05660377  3.94339623],0
r2,1,0.197497,1.66079,[64  4] ; [33  5],[62.22641509  5.77358491] ; [34.77358491  3.22641509],0
s8,1,0.21272,1.55282,[27 42] ; [10 27],[24.08490566 44.91509434] ; [12.91509434 24.08490566],0
s6,1,0.223633,1.480906,[47 19] ; [22 15],[44.21359223 21.78640777] ; [24.78640777 12.21359223],0
a2,1,0.28631,1.136894,[17 52] ; [ 6 32],[14.8317757 54.1682243] ; [ 8.1682243 29.8317757],0
p2,1,0.311155,1.025768,[55 14] ; [27 11],[52.87850467 16.12149533] ; [29.12149533  8.87850467],0
r3,1,0.326823,0.961445,[63  5] ; [33  5],[61.58490566  6.41509434] ; [34.41509434  3.58490566],0
s5,1,0.329934,0.949158,[25 42] ; [10 26],[22.76699029 44.23300971] ; [12.23300971 23.76699029],0
n3,1,0.348314,0.879588,[15  4] ; [11  1],[15.93548387  3.06451613] ; [10.06451613  1.93548387],0
a4,1,0.417485,0.657383,[31 38] ; [14 24],[29.01869159 39.98130841] ; [15.98130841 22.01869159],0
p1,1,0.424529,0.637744,[ 3 66] ; [ 3 34],[ 3.90566038 65.09433962] ; [ 2.09433962 34.90566038],0
v3,1,0.443737,0.586599,[23 44] ; [10 27],[21.25961538 45.74038462] ; [11.74038462 25.25961538],0
u3,1,0.457868,0.551102,[13  9] ; [6 7],[11.94285714 10.05714286] ; [7.05714286 5.94285714],0
a3,1,0.470134,0.521661,[47 21] ; [23 14],[45.33333333 22.66666667] ; [24.66666667 12.33333333],0
b1,1,0.476839,0.506083,[35 34] ; [22 16],[36.75700935 32.24299065] ; [20.24299065 17.75700935],0
b4,1,0.553147,0.35171,[34 35] ; [21 17],[35.46728972 33.53271028] ; [19.53271028 18.46728972],0
s3,1,0.574265,0.315599,[39 30] ; [23 14],[40.35849057 28.64150943] ; [21.64150943 15.35849057],0
d2,1,0.582052,0.302929,[32 36] ; [20 18],[33.35849057 34.64150943] ; [18.64150943 19.35849057],0
p4,1,0.610219,0.259857,[39 30] ; [19 18],[37.75471698 31.24528302] ; [20.24528302 16.75471698],0
s2,1,0.634227,0.226372,[33 36] ; [20 18],[34.17757009 34.82242991] ; [18.82242991 19.17757009],0
d1,1,0.652837,0.202342,[34 35] ; [17 21],[32.88785047 36.11214953] ; [18.11214953 19.88785047],0
a5,1,0.688104,0.161146,[48 21] ; [25 13],[47.07476636 21.92523364] ; [25.92523364 12.07476636],0
p8,1,0.744825,0.105931,[29 39] ; [17 20],[29.79047619 38.20952381] ; [16.20952381 20.79047619],0
v2,1,0.747642,0.103523,[32 35] ; [16 20],[31.22330097 35.77669903] ; [16.77669903 19.22330097],0
n2,1,0.763361,0.090643,[15  4] ; [10  2],[15.32258065  3.67741935] ; [9.67741935 2.32258065],0
u2,1,0.781745,0.076754,[10 11] ; [6 8],[ 9.6 11.4] ; [6.4 7.6],0
a6,1,0.7826,0.076139,[43 25] ; [23 15],[42.33962264 25.66037736] ; [23.66037736 14.33962264],0
a1,1,0.830013,0.04609,[ 3 66] ; [ 2 36],[ 3.22429907 65.77570093] ; [ 1.77570093 36.22429907],0
d3,1,0.837966,0.041819,[43 24] ; [23 14],[42.51923077 24.48076923] ; [23.48076923 13.51923077],0
s1,1,0.894749,0.017503,[ 4 64] ; [ 2 36],[ 3.8490566 64.1509434] ; [ 2.1509434 35.8490566],0
b5,1,0.902394,0.01504,[48 21] ; [26 12],[47.71962617 21.28037383] ; [26.28037383 11.71962617],0
d4,1,0.915419,0.01128,[50 17] ; [28 10],[49.77142857 17.22857143] ; [28.22857143  9.77142857],0
p12,1,0.936192,0.006409,[ 2 67] ; [ 1 37],[ 1.93457944 67.06542056] ; [ 1.06542056 36.93457944],0
p3,1,0.942804,0.005147,[35 34] ; [19 19],[34.82242991 34.17757009] ; [19.17757009 18.82242991],0
