Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,7e-06,20.176381,[56 41] ; [253  62],[72.75 24.25] ; [236.25  78.75],1
a7,1,0.345617,0.889483,[78 24] ; [228  90],[74.31428571 27.68571429] ; [231.68571429  86.31428571],0
s5,1,0.356943,0.848619,[31 66] ; [ 83 223],[27.43920596 69.56079404] ; [ 86.56079404 219.43920596],0
s2,1,0.39653,0.718824,[53 50] ; [146 167],[49.27163462 53.72836538] ; [149.72836538 163.27163462],0
u3,1,0.455372,0.557246,[18 17] ; [61 43],[19.89208633 15.10791367] ; [59.10791367 44.89208633],0
d2,1,0.461879,0.541337,[48 54] ; [136 181],[44.79236277 57.20763723] ; [139.20763723 177.79236277],0
a6,1,0.469927,0.522148,[66 36] ; [218 100],[68.97142857 33.02857143] ; [215.02857143 102.97142857],0
v2,1,0.487222,0.482656,[47 51] ; [156 144],[49.98492462 48.01507538] ; [153.01507538 146.98492462],0
n3,1,0.505049,0.44431,[31  9] ; [56 22],[29.49152542 10.50847458] ; [57.50847458 20.49152542],0
n1,1,0.527043,0.400089,[17 24] ; [27 49],[15.41880342 25.58119658] ; [28.58119658 47.41880342],0
s3,1,0.536319,0.382405,[57 44] ; [164 146],[54.30900243 46.69099757] ; [166.69099757 143.30900243],0
a4,1,0.541641,0.372507,[45 57] ; [129 188],[42.35799523 59.64200477] ; [131.64200477 185.35799523],0
s6,1,0.590042,0.290279,[66 34] ; [196 115],[63.74695864 36.25304136] ; [198.25304136 112.74695864],0
b5,1,0.605588,0.26665,[68 35] ; [201 117],[65.81235154 37.18764846] ; [203.18764846 114.81235154],0
a1,1,0.623241,0.241339,[  2 101] ; [  9 309],[  2.6912114 100.3087886] ; [  8.3087886 309.6912114],0
a3,1,0.629254,0.233074,[66 36] ; [214 104],[68. 34.] ; [212. 106.],0
n2,1,0.663485,0.189318,[32 11] ; [60 17],[32.96666667 10.03333333] ; [59.03333333 17.96666667],0
a8,1,0.668076,0.183861,[13 79] ; [ 47 247],[14.30051813 77.69948187] ; [ 45.69948187 248.30051813],0
d5,1,0.745448,0.105396,[80 21] ; [247  71],[78.82338902 22.17661098] ; [248.17661098  69.82338902],0
a5,1,0.767233,0.087613,[69 34] ; [218 100],[70.21615202 32.78384798] ; [216.78384798 101.21615202],0
r1,1,0.791184,0.070105,[84 17] ; [268  50],[84.849642 16.150358] ; [267.150358  50.849642],0
s8,1,0.801639,0.063115,[37 65] ; [119 197],[38.06698565 63.93301435] ; [117.93301435 198.06698565],0
v3,1,0.948363,0.004194,[33 64] ; [102 201],[32.7375 64.2625] ; [102.2625 200.7375],0
p5,1,0.954121,0.00331,[ 5 97] ; [ 15 300],[ 4.89208633 97.10791367] ; [ 15.10791367 299.89208633],0
p1,1,0.969555,0.001457,[ 5 98] ; [ 15 300],[ 4.92822967 98.07177033] ; [ 15.07177033 299.92822967],0
u4,1,0.971679,0.00126,[  2 101] ; [  6 312],[  1.95724466 101.04275534] ; [  6.04275534 311.95724466],0
