Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,7e-06,20.176381,[56 41] ; [253  62],[72.75 24.25] ; [236.25  78.75],1
p9,1,0.000252,13.399509,[65 32] ; [263  50],[77.6 19.4] ; [250.4  62.6],1
p2,1,0.000426,12.413257,[67 36] ; [259  58],[79.94761905 23.05238095] ; [246.05238095  70.94761905],1
p8,1,0.002136,9.428545,[26 74] ; [134 176],[39.02439024 60.97560976] ; [120.97560976 189.02439024],0
n4,1,0.010393,6.566181,[62 40] ; [234  82],[72.22966507 29.77033493] ; [223.77033493  92.22966507],0
b1,1,0.011199,6.433491,[44 59] ; [ 93 225],[33.51781473 69.48218527] ; [103.48218527 214.51781473],0
n6,1,0.011262,6.423547,[76 27] ; [268  48],[84.56324582 18.43675418] ; [259.43675418  56.56324582],0
n5,1,0.012769,6.200854,[61 42] ; [227  87],[71.13669065 31.86330935] ; [216.86330935  97.13669065],0
p7,1,0.019594,5.447665,[41 59] ; [165 138],[51.11662531 48.88337469] ; [154.88337469 148.11662531],0
s1,1,0.072486,3.225802,[ 7 94] ; [  9 298],[ 3.96078431 97.03921569] ; [ 12.03921569 294.96078431],0
s4,1,0.118904,2.431695,[22 81] ; [ 46 265],[16.9178744 86.0821256] ; [ 51.0821256 259.9178744],0
d4,1,0.127175,2.326657,[77 24] ; [264  54],[82.19809069 18.80190931] ; [258.80190931  59.19809069],0
a2,1,0.141603,2.16045,[26 77] ; [ 59 259],[20.79572447 82.20427553] ; [ 64.20427553 253.79572447],0
v1,1,0.145822,2.115418,[42 61] ; [152 158],[48.38256659 54.61743341] ; [145.61743341 164.38256659],0
u1,1,0.151198,2.060127,[18 85] ; [ 38 280],[13.70071259 89.29928741] ; [ 42.29928741 275.70071259],0
d1,1,0.207913,1.585896,[50 53] ; [177 141],[55.5368171 47.4631829] ; [171.4631829 146.5368171],0
p6,1,0.24321,1.361892,[21 79] ; [ 84 229],[25.42372881 74.57627119] ; [ 79.57627119 233.42372881],0
r3,1,0.249728,1.324826,[99  3] ; [313   4],[100.29594272   1.70405728] ; [311.70405728   5.29594272],0
u2,1,0.251757,1.313528,[17 19] ; [60 43],[19.94244604 16.05755396] ; [57.05755396 45.94244604],0
b4,1,0.256116,1.289632,[55 48] ; [190 128],[59.94061758 43.05938242] ; [185.05938242 132.94061758],0
d3,1,0.275648,1.18842,[66 35] ; [226  92],[70.38663484 30.61336516] ; [221.61336516  96.38663484],0
p4,1,0.294145,1.100553,[34 67] ; [124 190],[38.45301205 62.54698795] ; [119.54698795 194.45301205],0
b2,1,0.302875,1.061492,[13 35] ; [ 65 121],[16. 32.] ; [ 62. 124.],0
b3,1,0.302875,1.061492,[13 35] ; [ 65 121],[16. 32.] ; [ 62. 124.],0
v4,1,0.313286,1.016771,[97  5] ; [308   9],[98.59188544  3.40811456] ; [306.40811456  10.59188544],0
s7,1,0.335472,0.927661,[43 54] ; [120 189],[38.94334975 58.05665025] ; [124.05665025 184.94334975],0
