Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,39.476773,[31 82] ; [165  98],[58.90425532 54.09574468] ; [137.09574468 125.90425532],1
b1,1,0.005365,7.751979,[53 62] ; [ 84 185],[41.02864583 73.97135417] ; [ 95.97135417 173.02864583],0
d4,1,0.009408,6.743669,[88 26] ; [235  33],[96.39267016 17.60732984] ; [226.60732984  41.39267016],0
d1,1,0.012324,6.263663,[61 54] ; [179  90],[71.875 43.125] ; [168.125 100.875],0
d3,1,0.017215,5.674356,[71 44] ; [198  70],[80.77023499 34.22976501] ; [188.22976501  79.77023499],0
s4,1,0.02083,5.340978,[24 89] ; [ 32 234],[16.69656992 96.30343008] ; [ 39.30343008 226.69656992],0
p3,1,0.03606,4.394284,[57 58] ; [162 103],[66.27631579 48.72368421] ; [152.72368421 112.27631579],0
n1,1,0.069161,3.302831,[13  8] ; [15 25],[ 9.63934426 11.36065574] ; [18.36065574 21.63934426],0
p2,1,0.10234,2.6687,[96 19] ; [238  28],[100.81364829  14.18635171] ; [233.18635171  32.81364829],0
d5,1,0.117236,2.453867,[90 24] ; [229  39],[95.19895288 18.80104712] ; [223.80104712  44.19895288],0
p12,1,0.118215,2.440811,[  8 106] ; [ 33 232],[ 12.33245383 101.66754617] ; [ 28.66754617 236.33245383],0
r3,1,0.119311,2.426344,[108   6] ; [263   6],[110.42819843   3.57180157] ; [260.57180157   8.42819843],0
n6,1,0.126637,2.333254,[97 18] ; [239  27],[101.41732283  13.58267717] ; [234.58267717  31.41732283],0
r2,1,0.156834,2.00449,[112   3] ; [248  16],[109.2348285   5.7651715] ; [250.7651715  13.2348285],0
u4,1,0.162862,1.947453,[  1 114] ; [  9 260],[  2.99479167 112.00520833] ; [  7.00520833 261.99479167],0
a7,1,0.167469,1.905454,[77 38] ; [198  70],[82.57180157 32.42819843] ; [192.42819843  75.57180157],0
p9,1,0.186103,1.748199,[102  13] ; [245  19],[105.29023747   9.70976253] ; [241.70976253  22.29023747],0
p7,1,0.193469,1.691,[76 37] ; [192  68],[81.19034853 31.80965147] ; [186.80965147  73.19034853],0
s7,1,0.194298,1.68472,[51 57] ; [141 117],[56.6557377 51.3442623] ; [135.3442623 122.6557377],0
p8,1,0.206723,1.594228,[66 48] ; [169  92],[71.44 42.56] ; [163.56  97.44],0
s3,1,0.216398,1.5281,[68 45] ; [139 122],[62.54278075 50.45721925] ; [144.45721925 116.54278075],0
u3,1,0.253761,1.302476,[23  8] ; [38 23],[20.55434783 10.44565217] ; [40.44565217 20.55434783],0
n3,1,0.297064,1.087328,[12  8] ; [30 11],[13.7704918  6.2295082] ; [28.2295082 12.7704918],0
d2,1,0.305087,1.051826,[52 63] ; [136 131],[56.59685864 58.40314136] ; [131.40314136 135.59685864],0
n5,1,0.308349,1.037736,[92 23] ; [225  42],[95.43193717 19.56806283] ; [221.56806283  45.43193717],0
p4,1,0.3114,1.024729,[75 40] ; [186  78],[79.19525066 35.80474934] ; [181.80474934  82.19525066],0
a3,1,0.335606,0.927144,[84 31] ; [208  60],[87.67624021 27.32375979] ; [204.32375979  63.67624021],0
a6,1,0.343127,0.898712,[74 41] ; [185  82],[77.97120419 37.02879581] ; [181.02879581  85.97120419],0
p10,1,0.348638,0.878407,[99 15] ; [237  26],[101.60212202  12.39787798] ; [234.39787798  28.60212202],0
v4,1,0.385398,0.753411,[112   2] ; [257   9],[110.7   3.3] ; [258.3   7.7],0
u1,1,0.394514,0.724983,[20 95] ; [ 57 212],[23.05989583 91.94010417] ; [ 53.94010417 215.05989583],0
p6,1,0.415627,0.662648,[47 66] ; [120 140],[50.5924933 62.4075067] ; [116.4075067 143.5924933],0
n2,1,0.443197,0.587992,[18  3] ; [31  9],[16.86885246  4.13114754] ; [32.13114754  7.86885246],0
s1,1,0.479259,0.500549,[  4 109] ; [  6 259],[  2.98941799 110.01058201] ; [  7.01058201 257.98941799],0
r1,1,0.480482,0.497769,[99 16] ; [223  45],[96.68407311 18.31592689] ; [225.31592689  42.68407311],0
r4,1,0.55273,0.352449,[108   7] ; [248  21],[106.61458333   8.38541667] ; [249.38541667  19.61458333],0
a5,1,0.561833,0.33654,[88 27] ; [213  56],[90.14322917 24.85677083] ; [210.85677083  58.14322917],0
s8,1,0.590697,0.289257,[56 59] ; [137 128],[58.40789474 56.59210526] ; [134.59210526 130.40789474],0
u2,1,0.609421,0.261019,[20 11] ; [36 25],[18.86956522 12.13043478] ; [37.13043478 23.86956522],0
a1,1,0.619752,0.246216,[  5 110] ; [ 15 254],[  5.98958333 109.01041667] ; [ 14.01041667 254.98958333],0
p5,1,0.632157,0.229146,[16 97] ; [ 43 224],[17.54473684 95.45526316] ; [ 41.45526316 225.54473684],0
n4,1,0.648587,0.207686,[94 21] ; [225  44],[95.53385417 19.46614583] ; [223.46614583  45.53385417],0
b4,1,0.68497,0.164585,[68 47] ; [165 104],[69.77864583 45.22135417] ; [163.22135417 105.77864583],0
s5,1,0.68875,0.160442,[44 66] ; [ 99 163],[42.28494624 67.71505376] ; [100.71505376 161.28494624],0
p1,1,0.757175,0.0956,[ 10 105] ; [ 26 242],[ 10.80939948 104.19060052] ; [ 25.19060052 242.80939948],0
s6,1,0.757704,0.095171,[80 33] ; [182  81],[78.7393617 34.2606383] ; [183.2606383  79.7393617],0
b3,1,0.78051,0.077648,[38 48] ; [ 75 102],[36.95057034 49.04942966] ; [ 76.04942966 100.95057034],0
b2,1,0.78051,0.077648,[38 48] ; [ 75 102],[36.95057034 49.04942966] ; [ 76.04942966 100.95057034],0
a8,1,0.789622,0.071183,[17 88] ; [ 36 203],[16.17732558 88.82267442] ; [ 36.82267442 202.17732558],0
b5,1,0.822881,0.050105,[70 45] ; [167 102],[70.9765625 44.0234375] ; [166.0234375 102.9765625],0
a2,1,0.825882,0.048394,[29 86] ; [ 65 204],[28.15104167 86.84895833] ; [ 65.84895833 203.15104167],0
a4,1,0.896389,0.016958,[54 60] ; [125 143],[53.41884817 60.58115183] ; [125.58115183 142.41884817],0
s2,1,0.936682,0.006311,[60 53] ; [139 125],[59.64721485 53.35278515] ; [139.35278515 124.64721485],0
