Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.2e-05,18.043642,[ 6 37] ; [19 12],[14.52702703 28.47297297] ; [10.47297297 20.52702703],1
s5,1,0.001141,10.583407,[ 2 41] ; [10 20],[ 7.06849315 35.93150685] ; [ 4.93150685 25.06849315],0
d4,1,0.004082,8.246914,[12 31] ; [19 12],[18.01351351 24.98648649] ; [12.98648649 18.01351351],0
s7,1,0.005832,7.601419,[ 6 36] ; [13 17],[11.08333333 30.91666667] ; [ 7.91666667 22.08333333],0
r4,1,0.007797,7.079506,[13 30] ; [19 12],[18.59459459 24.40540541] ; [13.40540541 17.59459459],0
u2,1,0.008763,6.870453,[ 6 23] ; [10  7],[10.08695652 18.91304348] ; [ 5.91304348 11.08695652],0
v4,1,0.009141,6.795165,[27 16] ; [27  3],[31.80821918 11.19178082] ; [22.19178082  7.80821918],0
p11,1,0.010148,6.608795,[19 24] ; [23  8],[24.40540541 18.59459459] ; [17.59459459 13.40540541],0
b3,1,0.013197,6.14245,[10 16] ; [ 1 17],[ 6.5 19.5] ; [ 4.5 13.5],0
b2,1,0.013197,6.14245,[10 16] ; [ 1 17],[ 6.5 19.5] ; [ 4.5 13.5],0
p5,1,0.014908,5.927266,[ 1 41] ; [ 6 25],[ 4.02739726 37.97260274] ; [ 2.97260274 28.02739726],0
s8,1,0.029833,4.718909,[ 6 37] ; [11 20],[ 9.87837838 33.12162162] ; [ 7.12162162 23.87837838],0
p4,1,0.033412,4.524549,[13 30] ; [17 14],[17.43243243 25.56756757] ; [12.56756757 18.43243243],0
p7,1,0.034653,4.462173,[16 26] ; [19 11],[20.41666667 21.58333333] ; [14.58333333 15.41666667],0
p2,1,0.034867,4.451653,[23 20] ; [24  7],[27.31081081 15.68918919] ; [19.68918919 11.31081081],0
s3,1,0.040333,4.203809,[13 29] ; [17 14],[17.26027397 24.73972603] ; [12.73972603 18.26027397],0
r3,1,0.04043,4.199729,[26 16] ; [26  5],[29.91780822 12.08219178] ; [22.08219178  8.91780822],0
d3,1,0.054678,3.691879,[ 8 35] ; [12 19],[11.62162162 31.37837838] ; [ 8.37837838 22.62162162],0
s4,1,0.059291,3.557118,[ 5 38] ; [ 9 22],[ 8.13513514 34.86486486] ; [ 5.86486486 25.13513514],0
p10,1,0.086761,2.933463,[20 22] ; [21 10],[23.5890411 18.4109589] ; [17.4109589 13.5890411],0
a7,1,0.099516,2.713283,[14 29] ; [16 15],[17.43243243 25.56756757] ; [12.56756757 18.43243243],0
a6,1,0.099516,2.713283,[14 29] ; [16 15],[17.43243243 25.56756757] ; [12.56756757 18.43243243],0
a5,1,0.10102,2.689369,[ 8 35] ; [11 20],[11.04054054 31.95945946] ; [ 7.95945946 23.04054054],0
p8,1,0.116635,2.461932,[14 28] ; [16 15],[17.26027397 24.73972603] ; [12.73972603 18.26027397],0
n5,1,0.124255,2.362856,[26 17] ; [24  7],[29.05405405 13.94594595] ; [20.94594595 10.05405405],0
p12,1,0.17573,1.83337,[ 1 41] ; [ 3 28],[ 2.30136986 39.69863014] ; [ 1.69863014 29.30136986],0
a8,1,0.178682,1.808555,[ 2 40] ; [ 4 25],[ 3.54929577 38.45070423] ; [ 2.45070423 26.54929577],0
n4,1,0.180653,1.792241,[21 22] ; [20 11],[23.82432432 19.17567568] ; [17.17567568 13.82432432],0
n6,1,0.217978,1.517636,[26 17] ; [23  8],[28.47297297 14.52702703] ; [20.52702703 10.47297297],0
p3,1,0.249661,1.325201,[10 33] ; [11 20],[12.2027027 30.7972973] ; [ 8.7972973 22.2027027],0
b1,1,0.252629,1.308707,[21 22] ; [11 20],[18.59459459 24.40540541] ; [13.40540541 17.59459459],0
n1,1,0.259656,1.270588,[ 7 10] ; [2 8],[ 5.66666667 11.33333333] ; [3.33333333 6.66666667],0
v2,1,0.302975,1.061053,[ 7 35] ; [ 8 22],[ 8.75 33.25] ; [ 6.25 23.75],0
v1,1,0.305147,1.051564,[10 31] ; [11 20],[11.95833333 29.04166667] ; [ 9.04166667 21.95833333],0
p1,1,0.305185,1.051399,[ 6 37] ; [ 2 29],[ 4.64864865 38.35135135] ; [ 3.35135135 27.64864865],0
p9,1,0.446847,0.578637,[27 14] ; [23  8],[28.47222222 12.52777778] ; [21.52777778  9.47222222],0
a3,1,0.451743,0.566274,[14 28] ; [13 18],[15.53424658 26.46575342] ; [11.46575342 19.53424658],0
d2,1,0.451806,0.566116,[10 33] ; [ 5 26],[ 8.71621622 34.28378378] ; [ 6.28378378 24.71621622],0
s1,1,0.481413,0.49566,[ 3 40] ; [ 1 30],[ 2.32432432 40.67567568] ; [ 1.67567568 29.32432432],0
r2,1,0.523054,0.407866,[27 16] ; [21  9],[28.2739726 14.7260274] ; [19.7260274 10.2739726],0
u3,1,0.675357,0.175399,[ 8 21] ; [ 6 12],[ 8.63829787 20.36170213] ; [ 5.36170213 12.63829787],0
p6,1,0.71192,0.136367,[ 8 34] ; [ 7 24],[ 8.63013699 33.36986301] ; [ 6.36986301 24.63013699],0
v3,1,0.731566,0.117678,[ 7 36] ; [ 6 25],[ 7.55405405 35.44594595] ; [ 5.44594595 25.55405405],0
n2,1,0.778096,0.079412,[11  6] ; [7 3],[11.33333333  5.66666667] ; [6.66666667 3.33333333],0
b5,1,0.785336,0.074187,[25 18] ; [19 12],[25.56756757 17.43243243] ; [18.43243243 12.56756757],0
a4,1,0.789779,0.071075,[ 5 38] ; [ 3 28],[ 4.64864865 38.35135135] ; [ 3.35135135 27.64864865],0
d1,1,0.813732,0.055514,[ 1 42] ; [ 1 30],[ 1.16216216 41.83783784] ; [ 0.83783784 30.16216216],0
b4,1,0.813732,0.055514,[22 21] ; [15 16],[21.5 21.5] ; [15.5 15.5],0
a1,1,0.929245,0.007885,[ 3 40] ; [ 2 29],[ 2.90540541 40.09459459] ; [ 2.09459459 28.90540541],0
n3,1,0.974213,0.001045,[12  5] ; [7 3],[11.96296296  5.03703704] ; [7.03703704 2.96296296],0
