Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.010046,6.626678,[12 29] ; [5 1],[14.82978723 26.17021277] ; [2.17021277 3.82978723],0
r4,1,0.021371,5.296318,[ 5 36] ; [3 3],[ 6.9787234 34.0212766] ; [1.0212766 4.9787234],0
p5,1,0.021629,5.275397,[ 2 38] ; [2 4],[ 3.47826087 36.52173913] ; [0.52173913 5.47826087],0
d2,1,0.024949,5.02742,[14 26] ; [5 1],[16.52173913 23.47826087] ; [2.47826087 3.52173913],0
d5,1,0.071136,3.25662,[18 23] ; [5 1],[20.06382979 20.93617021] ; [2.93617021 3.06382979],0
p2,1,0.078667,3.092222,[12 28] ; [4 2],[13.91304348 26.08695652] ; [2.08695652 3.91304348],0
a6,1,0.090458,2.8662,[19 22] ; [5 1],[20.93617021 20.06382979] ; [3.06382979 2.93617021],0
p11,1,0.096004,2.7707,[13 28] ; [4 2],[14.82978723 26.17021277] ; [2.17021277 3.82978723],0
s8,1,0.106014,2.612664,[ 4 37] ; [2 4],[ 5.23404255 35.76595745] ; [0.76595745 5.23404255],0
u3,1,0.160711,1.967525,[ 2 15] ; [1 1],[ 2.68421053 14.31578947] ; [0.31578947 1.68421053],0
a8,1,0.185226,1.755189,[ 5 35] ; [2 4],[ 6.08695652 33.91304348] ; [0.91304348 5.08695652],0
s6,1,0.222446,1.488523,[ 7 34] ; [2 3],[ 8.02173913 32.97826087] ; [0.97826087 4.02173913],0
n6,1,0.239317,1.384615,[16 23] ; [4 2],[17.33333333 21.66666667] ; [2.66666667 3.33333333],0
n4,1,0.243205,1.361921,[24 17] ; [5 1],[25.29787234 15.70212766] ; [3.70212766 2.29787234],0
d1,1,0.2464,1.343602,[11 30] ; [3 3],[12.21276596 28.78723404] ; [1.78723404 4.21276596],0
p1,1,0.25499,1.295758,[ 6 35] ; [2 4],[ 6.9787234 34.0212766] ; [1.0212766 4.9787234],0
n5,1,0.336204,0.924854,[26 15] ; [5 1],[27.04255319 13.95744681] ; [3.95744681 2.04255319],0
p10,1,0.450339,0.569799,[14 27] ; [3 3],[14.82978723 26.17021277] ; [2.17021277 3.82978723],0
p8,1,0.460292,0.545185,[ 8 32] ; [2 4],[ 8.69565217 31.30434783] ; [1.30434783 4.69565217],0
p6,1,0.472073,0.51712,[ 3 36] ; [1 5],[ 3.46666667 35.53333333] ; [0.53333333 5.46666667],0
a5,1,0.478793,0.501611,[21 20] ; [4 2],[21.80851064 19.19148936] ; [3.19148936 2.80851064],0
b5,1,0.478793,0.501611,[20 21] ; [2 4],[19.19148936 21.80851064] ; [2.80851064 3.19148936],0
n2,1,0.599126,0.276316,[ 6 13] ; [1 1],[ 6.33333333 12.66666667] ; [0.66666667 1.33333333],0
b1,1,0.624803,0.239175,[23 18] ; [4 2],[23.55319149 17.44680851] ; [3.44680851 2.55319149],0
b4,1,0.624803,0.239175,[23 18] ; [4 2],[23.55319149 17.44680851] ; [3.44680851 2.55319149],0
b3,1,0.634433,0.226097,[11 14] ; [2 4],[10.48387097 14.51612903] ; [2.51612903 3.48387097],0
b2,1,0.634433,0.226097,[11 14] ; [2 4],[10.48387097 14.51612903] ; [2.51612903 3.48387097],0
p3,1,0.63891,0.22017,[10 31] ; [2 4],[10.46808511 30.53191489] ; [1.53191489 4.46808511],0
r3,1,0.642718,0.215205,[16 24] ; [3 3],[16.52173913 23.47826087] ; [2.47826087 3.52173913],0
v1,1,0.676432,0.174171,[10 31] ; [1 5],[ 9.59574468 31.40425532] ; [1.40425532 4.59574468],0
d3,1,0.692838,0.15603,[17 24] ; [3 3],[17.44680851 23.55319149] ; [2.55319149 3.44680851],0
p9,1,0.692838,0.15603,[17 24] ; [3 3],[17.44680851 23.55319149] ; [2.55319149 3.44680851],0
n1,1,0.715501,0.132844,[ 7 12] ; [1 1],[ 7.23809524 11.76190476] ; [0.76190476 1.23809524],0
a3,1,0.755028,0.097354,[24 16] ; [4 2],[24.34782609 15.65217391] ; [3.65217391 2.34782609],0
p4,1,0.767681,0.087267,[ 9 32] ; [1 5],[ 8.72340426 32.27659574] ; [1.27659574 4.72340426],0
a7,1,0.779023,0.078732,[18 23] ; [3 3],[18.31914894 22.68085106] ; [2.68085106 3.31914894],0
n3,1,0.83008,0.046053,[ 8 11] ; [1 1],[ 8.14285714 10.85714286] ; [0.85714286 1.14285714],0
s3,1,0.868573,0.027381,[12 28] ; [2 4],[12.17391304 27.82608696] ; [1.82608696 4.17391304],0
a4,1,0.868573,0.027381,[12 28] ; [2 4],[12.17391304 27.82608696] ; [1.82608696 4.17391304],0
s7,1,0.895374,0.017294,[ 7 30] ; [1 5],[ 6.88372093 30.11627907] ; [1.11627907 4.88372093],0
a1,1,0.896085,0.017059,[ 6 35] ; [1 5],[ 6.10638298 34.89361702] ; [0.89361702 5.10638298],0
r2,1,0.953362,0.00342,[20 19] ; [3 3],[19.93333333 19.06666667] ; [3.06666667 2.93333333],0
p7,1,0.968689,0.001541,[14 27] ; [2 4],[13.95744681 27.04255319] ; [2.04255319 3.95744681],0
