Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.760777,[107  11] ; [ 2 12],[97.43939394 20.56060606] ; [11.56060606  2.43939394],1
v4,1,0.0,48.842615,[115   3] ; [6 8],[108.16666667   9.83333333] ; [12.83333333  1.16666667],1
r1,1,8.7e-05,15.394673,[92 26] ; [ 4 10],[85.81818182 32.18181818] ; [10.18181818  3.81818182],1
d5,1,0.000349,12.78527,[98 19] ; [6 8],[92.88549618 24.11450382] ; [11.11450382  2.88549618],1
s8,1,0.00343,8.563186,[87 31] ; [5 9],[82.24242424 35.75757576] ; [9.75757576 4.24242424],0
s5,1,0.00557,7.684476,[60 52] ; [ 2 12],[55.11111111 56.88888889] ; [6.88888889 7.11111111],0
a4,1,0.008059,7.020228,[61 57] ; [ 2 12],[56.31818182 61.68181818] ; [6.68181818 7.31818182],0
s7,1,0.009737,6.682431,[89 24] ; [6 7],[85.1984127 27.8015873] ; [9.8015873 3.1984127],0
r3,1,0.021797,5.261915,[112   6] ; [11  3],[109.95454545   8.04545455] ; [13.04545455  0.95454545],0
p9,1,0.023609,5.123153,[96 20] ; [8 6],[92.8 23.2] ; [11.2  2.8],0
n3,1,0.050962,3.809524,[23 12] ; [1 4],[21. 14.] ; [3. 2.],0
n2,1,0.059505,3.551136,[27  7] ; [2 3],[25.28205128  8.71794872] ; [3.71794872 1.28205128],0
d1,1,0.060401,3.526326,[65 53] ; [ 4 10],[61.68181818 56.31818182] ; [7.31818182 6.68181818],0
a5,1,0.063738,3.437356,[87 31] ; [7 7],[84.03030303 33.96969697] ; [9.96969697 4.03030303],0
p11,1,0.070526,3.270746,[93 25] ; [8 6],[90.28787879 27.71212121] ; [10.71212121  3.28787879],0
b4,1,0.08988,2.876513,[62 56] ; [ 4 10],[59. 59.] ; [7. 7.],0
s3,1,0.109969,2.554668,[103  15] ; [10  4],[101.01515152  16.98484848] ; [11.98484848  2.01515152],0
p4,1,0.124775,2.356339,[67 50] ; [11  3],[69.66412214 47.33587786] ; [8.33587786 5.66412214],0
b3,1,0.132264,2.265729,[38 46] ; [ 3 10],[35.50515464 48.49484536] ; [5.49484536 7.50515464],0
b2,1,0.132264,2.265729,[38 46] ; [ 3 10],[35.50515464 48.49484536] ; [5.49484536 7.50515464],0
v2,1,0.138213,2.197739,[64 49] ; [5 9],[61.39370079 51.60629921] ; [7.60629921 6.39370079],0
s1,1,0.17628,1.82871,[  6 111] ; [ 2 12],[  7.14503817 109.85496183] ; [ 0.85496183 13.14503817],0
p10,1,0.202103,1.627113,[92 24] ; [9 5],[90.12307692 25.87692308] ; [10.87692308  3.12307692],0
a3,1,0.220048,1.504059,[93 25] ; [9 5],[91.18181818 26.81818182] ; [10.81818182  3.18181818],0
