Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.760777,[107  11] ; [ 2 12],[97.43939394 20.56060606] ; [11.56060606  2.43939394],1
a6,1,0.234199,1.415176,[40 78] ; [7 7],[42.01515152 75.98484848] ; [4.98484848 9.01515152],0
n6,1,0.23461,1.412694,[96 20] ; [9 4],[94.41860465 21.58139535] ; [10.58139535  2.41860465],0
n5,1,0.234802,1.411535,[91 25] ; [9 5],[89.23076923 26.76923077] ; [10.76923077  3.23076923],0
d2,1,0.284238,1.146716,[60 58] ; [5 9],[58.10606061 59.89393939] ; [6.89393939 7.10606061],0
b5,1,0.292437,1.108368,[50 68] ; [8 6],[51.84848485 66.15151515] ; [6.15151515 7.84848485],0
v1,1,0.294339,1.099668,[74 41] ; [7 7],[72.20930233 42.79069767] ; [8.79069767 5.20930233],0
p6,1,0.301551,1.067322,[49 65] ; [ 4 10],[47.203125 66.796875] ; [5.796875 8.203125],0
u3,1,0.317311,1.0,[16  9] ; [2 3],[15. 10.] ; [3. 2.],0
s6,1,0.40928,0.680891,[98 15] ; [11  3],[96.98425197 16.01574803] ; [12.01574803  1.98425197],0
v3,1,0.425316,0.635581,[54 61] ; [5 9],[52.59689922 62.40310078] ; [6.40310078 7.59689922],0
n4,1,0.486985,0.483181,[93 24] ; [10  4],[91.99236641 25.00763359] ; [11.00763359  2.99236641],0
b1,1,0.531725,0.391094,[57 61] ; [8 6],[58.10606061 59.89393939] ; [6.89393939 7.10606061],0
n1,1,0.543831,0.368485,[18 15] ; [2 3],[17.36842105 15.63157895] ; [2.63157895 2.36842105],0
a1,1,0.555647,0.347297,[ 11 107] ; [ 2 12],[ 11.62121212 106.37878788] ; [ 1.37878788 12.62121212],0
a8,1,0.567022,0.32769,[15 98] ; [ 1 12],[14.34920635 98.65079365] ; [ 1.65079365 11.34920635],0
p8,1,0.635434,0.224764,[57 58] ; [6 8],[56.1627907 58.8372093] ; [6.8372093 7.1627907],0
d3,1,0.655867,0.198583,[58 60] ; [6 8],[57.21212121 60.78787879] ; [6.78787879 7.21212121],0
p2,1,0.716032,0.132326,[88 28] ; [10  4],[87.44615385 28.55384615] ; [10.55384615  3.44615385],0
p7,1,0.720254,0.12825,[76 38] ; [10  4],[76.59375 37.40625] ; [9.40625 4.59375],0
s4,1,0.75784,0.095061,[29 88] ; [ 4 10],[29.47328244 87.52671756] ; [ 3.52671756 10.47328244],0
d4,1,0.813259,0.055802,[95 22] ; [11  3],[94.67175573 22.32824427] ; [11.32824427  2.67175573],0
p5,1,0.820937,0.05123,[ 14 101] ; [ 2 12],[ 14.26356589 100.73643411] ; [ 1.73643411 12.26356589],0
p3,1,0.862212,0.030123,[64 53] ; [8 6],[64.30534351 52.69465649] ; [7.69465649 6.30534351],0
u2,1,0.869125,0.027149,[14 11] ; [3 2],[14.16666667 10.83333333] ; [2.83333333 2.16666667],0
p12,1,0.92808,0.008147,[  9 106] ; [ 1 13],[  8.91472868 106.08527132] ; [ 1.08527132 12.91472868],0
p1,1,0.965963,0.001821,[  8 109] ; [ 1 13],[  8.03816794 108.96183206] ; [ 0.96183206 13.03816794],0
