Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,8e-06,19.917745,[130  29] ; [53 42],[114.55511811  44.44488189] ; [68.44488189 26.55511811],1
p9,1,1e-05,19.41964,[122  37] ; [45 46],[106.212  52.788] ; [60.788 30.212],1
p10,1,0.000106,15.021409,[111  49] ; [41 51],[96.50793651 63.49206349] ; [55.49206349 36.50793651],1
r4,1,0.000368,12.687089,[139  21] ; [65 30],[128.  32.] ; [76. 19.],1
b1,1,0.002217,9.360652,[ 50 110] ; [48 47],[61.49019608 98.50980392] ; [36.50980392 58.49019608],0
n6,1,0.003458,8.54862,[108  52] ; [46 48],[97.00787402 62.99212598] ; [56.99212598 37.00787402],0
r3,1,0.003613,8.468813,[153   7] ; [81 14],[146.82352941  13.17647059] ; [87.17647059  7.82352941],0
n4,1,0.003634,8.458059,[75 85] ; [27 68],[64. 96.] ; [38. 57.],0
p7,1,0.004195,8.197605,[92 65] ; [38 57],[80.99206349 76.00793651] ; [49.00793651 45.99206349],0
s4,1,0.005546,7.692058,[ 24 136] ; [28 67],[ 32.62745098 127.37254902] ; [19.37254902 75.62745098],0
p8,1,0.007221,7.217165,[71 88] ; [26 68],[60.96047431 98.03952569] ; [36.03952569 57.96047431],0
a8,1,0.010702,6.51414,[ 14 134] ; [ 1 88],[  9.36708861 138.63291139] ; [ 5.63291139 83.36708861],0
v4,1,0.01371,6.075051,[147  11] ; [79 16],[141.13833992  16.86166008] ; [84.86166008 10.13833992],0
r2,1,0.039628,4.233734,[145  12] ; [79 15],[140.11155378  16.88844622] ; [83.88844622 10.11155378],0
s1,1,0.063036,3.455649,[  5 155] ; [ 8 87],[  8.15686275 151.84313725] ; [ 4.84313725 90.15686275],0
d2,1,0.080218,3.060477,[ 58 102] ; [45 50],[64.62745098 95.37254902] ; [38.37254902 56.62745098],0
r1,1,0.080675,3.05125,[120  39] ; [62 33],[113.92913386  45.07086614] ; [68.07086614 26.92913386],0
s8,1,0.101053,2.688848,[ 53 107] ; [22 72],[ 47.24409449 112.75590551] ; [27.75590551 66.24409449],0
p6,1,0.172208,1.863616,[ 44 112] ; [19 74],[ 39.46987952 116.53012048] ; [23.53012048 69.46987952],0
n2,1,0.203458,1.617377,[29 13] ; [21 17],[26.25 15.75] ; [23.75 14.25],0
p12,1,0.204155,1.612399,[  6 153] ; [ 1 93],[  4.39920949 154.60079051] ; [ 2.60079051 91.39920949],0
v1,1,0.207564,1.588338,[62 92] ; [30 63],[57.36032389 96.63967611] ; [34.63967611 58.36032389],0
b2,1,0.22317,1.483871,[30 63] ; [10 35],[26.95652174 66.04347826] ; [13.04347826 31.95652174],0
b3,1,0.22317,1.483871,[30 63] ; [10 35],[26.95652174 66.04347826] ; [13.04347826 31.95652174],0
n1,1,0.245311,1.349814,[14 29] ; [ 8 30],[11.67901235 31.32098765] ; [10.32098765 27.67901235],0
s2,1,0.263009,1.252852,[ 59 100] ; [42 53],[63.22440945 95.77559055] ; [37.77559055 57.22440945],0
a2,1,0.301087,1.069373,[ 21 139] ; [17 78],[ 23.84313725 136.15686275] ; [14.15686275 80.84313725],0
d1,1,0.355164,0.854921,[78 82] ; [52 43],[81.56862745 78.43137255] ; [48.43137255 46.56862745],0
a6,1,0.371775,0.797722,[100  60] ; [54 41],[96.62745098 63.37254902] ; [57.37254902 37.62745098],0
u3,1,0.40056,0.706646,[37 22] ; [20 17],[35.03125 23.96875] ; [21.96875 15.03125],0
v2,1,0.413955,0.667413,[79 76] ; [41 49],[75.91836735 79.08163265] ; [44.08163265 45.91836735],0
d5,1,0.421553,0.645983,[117  43] ; [73 21],[119.68503937  40.31496063] ; [70.31496063 23.68503937],0
a7,1,0.45466,0.559008,[116  44] ; [64 30],[113.38582677  46.61417323] ; [66.61417323 27.38582677],0
a5,1,0.466461,0.530348,[100  60] ; [55 40],[97.25490196 62.74509804] ; [57.74509804 37.25490196],0
a1,1,0.48391,0.490038,[  8 152] ; [ 3 92],[  6.90196078 153.09803922] ; [ 4.09803922 90.90196078],0
n3,1,0.54226,0.371367,[31 11] ; [25 12],[29.7721519 12.2278481] ; [26.2278481 10.7721519],0
p4,1,0.557033,0.344867,[69 91] ; [37 57],[66.77165354 93.22834646] ; [39.22834646 54.77165354],0
b4,1,0.573564,0.316756,[100  60] ; [56 39],[97.88235294 62.11764706] ; [58.11764706 36.88235294],0
a3,1,0.573885,0.316226,[101  59] ; [56 38],[98.8976378 61.1023622] ; [58.1023622 35.8976378],0
v3,1,0.580093,0.306084,[ 38 118] ; [24 63],[ 39.80246914 116.19753086] ; [22.19753086 64.80246914],0
u2,1,0.61156,0.257909,[35 24] ; [20 17],[33.80208333 25.19791667] ; [21.19791667 15.80208333],0
s5,1,0.714566,0.133759,[ 37 117] ; [23 65],[ 38.18181818 115.81818182] ; [21.81818182 66.18181818],0
a4,1,0.715816,0.132537,[ 57 103] ; [36 59],[ 58.35294118 101.64705882] ; [34.64705882 60.35294118],0
s7,1,0.758292,0.094694,[ 52 104] ; [27 59],[ 50.92561983 105.07438017] ; [28.07438017 57.92561983],0
d4,1,0.770008,0.085477,[129  31] ; [78 17],[129.88235294  30.11764706] ; [77.11764706 17.88235294],0
s3,1,0.772295,0.083737,[73 84] ; [45 48],[74.104 82.896] ; [43.896 49.104],0
d3,1,0.886696,0.020302,[112  48] ; [65 29],[111.49606299  48.50393701] ; [65.50393701 28.49606299],0
