Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,48.870611,[48  8] ; [10 43],[29.79816514 26.20183486] ; [28.20183486 24.79816514],1
s6,1,0.0,26.002208,[48  9] ; [20 34],[34.91891892 22.08108108] ; [33.08108108 20.91891892],1
s7,1,1e-06,24.041544,[38 17] ; [11 40],[25.4245283 29.5754717] ; [23.5754717 27.4245283],1
s8,1,0.000273,13.24653,[36 20] ; [16 38],[26.47272727 29.52727273] ; [25.52727273 28.47272727],1
v1,1,0.0005,12.115725,[35 20] ; [16 37],[25.97222222 29.02777778] ; [25.02777778 27.97222222],1
s5,1,0.001688,9.860741,[24 30] ; [ 8 42],[16.61538462 37.38461538] ; [15.38461538 34.61538462],0
p6,1,0.01418,6.015625,[21 35] ; [ 9 45],[15.27272727 40.72727273] ; [14.72727273 39.27272727],0
r2,1,0.034688,4.460444,[55  2] ; [45  8],[51.81818182  5.18181818] ; [48.18181818  4.81818182],0
r3,1,0.037577,4.324058,[55  2] ; [46  8],[51.86486486  5.13513514] ; [49.13513514  4.86486486],0
d1,1,0.048361,3.897408,[37 20] ; [25 29],[31.83783784 25.16216216] ; [30.16216216 23.83783784],0
d5,1,0.048687,3.886107,[44 11] ; [34 20],[39.35779817 15.64220183] ; [38.64220183 15.35779817],0
r4,1,0.049217,3.867927,[52  5] ; [42 12],[48.27027027  8.72972973] ; [45.72972973  8.27027027],0
p7,1,0.050049,3.839823,[26 29] ; [15 37],[21.07476636 33.92523364] ; [19.92523364 32.07476636],0
u1,1,0.052933,3.746028,[13 44] ; [ 5 49],[ 9.24324324 47.75675676] ; [ 8.75675676 45.24324324],0
p10,1,0.058218,3.587443,[51  6] ; [41 13],[47.24324324  9.75675676] ; [44.75675676  9.24324324],0
v2,1,0.061378,3.49974,[33 19] ; [23 28],[28.27184466 23.72815534] ; [27.72815534 23.27184466],0
p4,1,0.076866,3.129947,[25 31] ; [15 38],[20.55045872 35.44954128] ; [19.44954128 33.55045872],0
r1,1,0.10112,2.687782,[44 13] ; [34 20],[40.05405405 16.94594595] ; [37.94594595 16.05405405],0
d2,1,0.120433,2.411674,[30 25] ; [21 32],[25.97222222 29.02777778] ; [25.02777778 27.97222222],0
u3,1,0.153887,2.033295,[12  5] ; [10 11],[9.84210526 7.15789474] ; [12.15789474  8.84210526],0
a4,1,0.176855,1.823856,[31 26] ; [22 31],[27.46363636 29.53636364] ; [25.53636364 27.46363636],0
s4,1,0.181903,1.782011,[16 41] ; [ 9 43],[13.0733945 43.9266055] ; [11.9266055 40.0733945],0
n1,1,0.193748,1.688889,[ 8 12] ; [11  7],[10. 10.] ; [9. 9.],0
p11,1,0.220964,1.498102,[43 14] ; [35 19],[40.05405405 16.94594595] ; [37.94594595 16.05405405],0
n6,1,0.231582,1.431117,[44 12] ; [37 17],[41.23636364 14.76363636] ; [39.76363636 14.23636364],0
d4,1,0.244251,1.35589,[44 11] ; [38 16],[41.37614679 13.62385321] ; [40.62385321 13.37614679],0
d3,1,0.290399,1.11777,[36 19] ; [30 24],[33.30275229 21.69724771] ; [32.69724771 21.30275229],0
n4,1,0.310954,1.026621,[42 15] ; [35 19],[39.54054054 17.45945946] ; [37.45945946 16.54054054],0
