Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001424,10.174914,[67 39] ; [55  9],[76.07058824 29.92941176] ; [45.92941176 18.07058824],0
r3,1,0.002784,8.944202,[80 26] ; [59  4],[87.18343195 18.81656805] ; [51.81656805 11.18343195],0
n6,1,0.003868,8.344656,[61 45] ; [50 13],[69.62130178 36.37869822] ; [41.37869822 21.62130178],0
p2,1,0.005793,7.613519,[57 49] ; [48 16],[65.47058824 40.52941176] ; [39.52941176 24.47058824],0
p3,1,0.009244,6.775002,[40 66] ; [12 52],[32.42352941 73.57647059] ; [19.57647059 44.42352941],0
p9,1,0.011742,6.349445,[28 74] ; [29 33],[35.45121951 66.54878049] ; [21.54878049 40.45121951],0
n1,1,0.025124,5.015298,[20 23] ; [ 4 18],[15.87692308 27.12307692] ; [ 8.12307692 13.87692308],0
r2,1,0.036352,4.380498,[84 21] ; [58  5],[88.75 16.25] ; [53.25  9.75],0
r1,1,0.051371,3.796124,[64 42] ; [48 16],[69.83529412 36.16470588] ; [42.16470588 21.83529412],0
a7,1,0.078039,3.105273,[56 50] ; [42 21],[61.46745562 44.53254438] ; [36.53254438 26.46745562],0
a6,1,0.084638,2.973513,[53 52] ; [41 23],[58.40236686 46.59763314] ; [35.59763314 28.40236686],0
d2,1,0.096509,2.762309,[44 60] ; [35 28],[49.19760479 54.80239521] ; [29.80239521 33.19760479],0
a1,1,0.119711,2.421098,[10 96] ; [ 2 62],[ 7.48235294 98.51764706] ; [ 4.51764706 59.48235294],0
n2,1,0.126882,2.330249,[25 18] ; [17  5],[27.78461538 15.21538462] ; [14.21538462  7.78461538],0
u1,1,0.136605,2.215792,[10 96] ; [11 53],[13.09411765 92.90588235] ; [ 7.90588235 56.09411765],0
a3,1,0.161478,1.960327,[58 48] ; [42 22],[62.35294118 43.64705882] ; [37.64705882 26.35294118],0
b5,1,0.182938,1.773597,[72 34] ; [37 27],[67.96470588 38.03529412] ; [41.03529412 22.96470588],0
