Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.155588,[32 71] ; [32 11],[45.15068493 57.84931507] ; [18.84931507 24.15068493],1
s6,1,0.000202,13.80953,[49 53] ; [35  8],[59.08965517 42.91034483] ; [24.91034483 18.08965517],1
p5,1,0.002291,9.300357,[ 6 96] ; [10 33],[11.25517241 90.74482759] ; [ 4.74482759 38.25517241],0
r4,1,0.003363,8.599196,[52 51] ; [33 10],[59.96575342 43.03424658] ; [25.03424658 17.96575342],0
p6,1,0.006903,7.29798,[24 74] ; [20 22],[30.8 67.2] ; [13.2 28.8],0
b4,1,0.006991,7.27526,[57 46] ; [34  9],[64.19863014 38.80136986] ; [26.80136986 16.19863014],0
s3,1,0.008334,6.960297,[37 64] ; [26 17],[44.1875 56.8125] ; [18.8125 24.1875],0
s7,1,0.010447,6.556986,[30 68] ; [22 19],[36.6618705 61.3381295] ; [15.3381295 25.6618705],0
s8,1,0.011618,6.368321,[24 79] ; [19 24],[30.33561644 72.66438356] ; [12.66438356 30.33561644],0
n3,1,0.020695,5.352256,[24 11] ; [ 5 10],[20.3 14.7] ; [8.7 6.3],0
v1,1,0.024352,5.069363,[37 61] ; [24 17],[43.00719424 54.99280576] ; [17.99280576 23.00719424],0
s4,1,0.028371,4.805362,[15 88] ; [13 30],[19.75342466 83.24657534] ; [ 8.24657534 34.75342466],0
p3,1,0.033031,4.544172,[37 64] ; [24 19],[42.78472222 58.21527778] ; [18.21527778 24.78472222],0
v4,1,0.035482,4.421816,[81 22] ; [40  3],[85.3630137 17.6369863] ; [35.6369863  7.3630137],0
p9,1,0.052654,3.75486,[74 27] ; [37  5],[78.3986014 22.6013986] ; [32.6013986  9.3986014],0
b5,1,0.055303,3.67292,[70 33] ; [22 21],[64.90410959 38.09589041] ; [27.09589041 15.90410959],0
n4,1,0.075685,3.155209,[71 32] ; [23 20],[66.31506849 36.68493151] ; [27.68493151 15.31506849],0
p1,1,0.076085,3.146616,[ 7 96] ; [ 7 36],[ 9.87671233 93.12328767] ; [ 4.12328767 38.87671233],0
a1,1,0.076085,3.146616,[ 7 96] ; [ 7 36],[ 9.87671233 93.12328767] ; [ 4.12328767 38.87671233],0
p4,1,0.101253,2.685701,[46 55] ; [26 17],[50.5 50.5] ; [21.5 21.5],0
u3,1,0.101277,2.685315,[12 20] ; [10  6],[14.66666667 17.33333333] ; [7.33333333 8.66666667],0
a5,1,0.115674,2.474936,[60 43] ; [31 12],[64.19863014 38.80136986] ; [26.80136986 16.19863014],0
p10,1,0.126518,2.334711,[67 34] ; [34  9],[70.84027778 30.15972222] ; [30.15972222 12.84027778],0
s1,1,0.127291,2.32524,[  2 101] ; [ 3 40],[ 3.52739726 99.47260274] ; [ 1.47260274 41.52739726],0
n5,1,0.261393,1.261363,[67 35] ; [24 19],[64.0137931 37.9862069] ; [26.9862069 16.0137931],0
r2,1,0.320541,0.986737,[75 24] ; [35  7],[77.23404255 21.76595745] ; [32.76595745  9.23404255],0
p2,1,0.338281,0.916936,[67 34] ; [32 11],[69.4375 31.5625] ; [29.5625 13.4375],0
v3,1,0.374631,0.788245,[36 66] ; [11 29],[33.76056338 68.23943662] ; [13.23943662 26.76056338],0
a8,1,0.380736,0.768323,[ 9 90] ; [ 2 40],[ 7.72340426 91.27659574] ; [ 3.27659574 38.72340426],0
a6,1,0.390139,0.738508,[63 40] ; [23 20],[60.67123288 42.32876712] ; [25.32876712 17.67123288],0
u2,1,0.412589,0.671329,[16 16] ; [10  6],[17.33333333 14.66666667] ; [8.66666667 7.33333333],0
v2,1,0.433304,0.613951,[42 59] ; [20 21],[44.09859155 56.90140845] ; [17.90140845 23.09859155],0
p11,1,0.436819,0.604626,[76 27] ; [29 14],[74.07534247 28.92465753] ; [30.92465753 12.07534247],0
d3,1,0.438275,0.600795,[70 33] ; [32 11],[71.95890411 31.04109589] ; [30.04109589 12.95890411],0
b2,1,0.443813,0.586405,[23 45] ; [11 15],[24.59574468 43.40425532] ; [ 9.40425532 16.59574468],0
b3,1,0.443813,0.586405,[23 45] ; [11 15],[24.59574468 43.40425532] ; [ 9.40425532 16.59574468],0
u1,1,0.448341,0.574844,[ 6 97] ; [ 4 39],[ 7.05479452 95.94520548] ; [ 2.94520548 40.05479452],0
p7,1,0.462038,0.540952,[48 52] ; [23 19],[50. 50.] ; [21. 21.],0
a2,1,0.472338,0.516502,[14 89] ; [ 4 39],[12.69863014 90.30136986] ; [ 5.30136986 37.69863014],0
p8,1,0.48782,0.48133,[38 63] ; [18 23],[39.83098592 61.16901408] ; [16.16901408 24.83098592],0
u4,1,0.520927,0.412057,[  1 102] ; [ 1 42],[  1.4109589 101.5890411] ; [ 0.5890411 42.4109589],0
b1,1,0.522803,0.40836,[42 61] ; [20 23],[43.73972603 59.26027397] ; [18.26027397 24.73972603],0
n1,1,0.528733,0.396825,[13 22] ; [7 8],[14. 21.] ; [6. 9.],0
