Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.464567,[62  3] ; [13 11],[54.7752809 10.2247191] ; [20.2247191  3.7752809],1
d5,1,3.2e-05,17.292449,[60  5] ; [13 11],[53.31460674 11.68539326] ; [19.68539326  4.31460674],1
v4,1,0.003418,8.569728,[61  4] ; [17  7],[56.96629213  8.03370787] ; [21.03370787  2.96629213],0
a3,1,0.005845,7.597421,[49 15] ; [11 13],[43.63636364 20.36363636] ; [16.36363636  7.63636364],0
s7,1,0.006127,7.512703,[34 21] ; [ 6 16],[28.57142857 26.42857143] ; [11.42857143 10.57142857],0
a2,1,0.008713,6.880712,[20 45] ; [ 1 23],[15.33707865 49.66292135] ; [ 5.66292135 18.33707865],0
n4,1,0.010012,6.632754,[50 14] ; [12 12],[45.09090909 18.90909091] ; [16.90909091  7.09090909],0
d4,1,0.011617,6.368362,[58  7] ; [16  8],[54.04494382 10.95505618] ; [19.95505618  4.04494382],0
s6,1,0.012834,6.191838,[50 13] ; [12 11],[45.41860465 17.58139535] ; [16.58139535  6.41860465],0
s8,1,0.013567,6.093623,[32 32] ; [ 5 19],[26.90909091 37.09090909] ; [10.09090909 13.90909091],0
a4,1,0.015398,5.870368,[35 30] ; [ 6 18],[29.94382022 35.05617978] ; [11.05617978 12.94382022],0
d1,1,0.017545,5.64106,[45 20] ; [10 14],[40.16853933 24.83146067] ; [14.83146067  9.16853933],0
p10,1,0.020783,5.344923,[39 25] ; [ 8 16],[34.18181818 29.81818182] ; [12.81818182 11.18181818],0
n5,1,0.023111,5.160179,[43 20] ; [10 14],[38.37931034 24.62068966] ; [14.62068966  9.37931034],0
p8,1,0.029674,4.728059,[33 32] ; [ 6 18],[28.48314607 36.51685393] ; [10.51685393 13.48314607],0
r3,1,0.029913,4.714286,[59  5] ; [18  6],[56.  8.] ; [21.  3.],0
a6,1,0.030914,4.657754,[41 24] ; [ 9 15],[36.51685393 28.48314607] ; [13.48314607 10.51685393],0
v3,1,0.031392,4.631409,[26 35] ; [ 4 19],[21.78571429 39.21428571] ; [ 8.21428571 14.78571429],0
u3,1,0.047987,3.91045,[13  3] ; [6 7],[10.48275862  5.51724138] ; [8.51724138 4.48275862],0
p6,1,0.060229,3.531076,[33 31] ; [ 7 17],[29.09090909 34.90909091] ; [10.90909091 13.09090909],0
p2,1,0.060482,3.524115,[53 12] ; [15  9],[49.66292135 15.33707865] ; [18.33707865  5.66292135],0
r2,1,0.060892,3.512928,[62  3] ; [20  4],[59.88764045  5.11235955] ; [22.11235955  1.88764045],0
v2,1,0.06389,3.433404,[35 28] ; [ 8 16],[31.13793103 31.86206897] ; [11.86206897 12.13793103],0
a7,1,0.076013,3.148142,[48 17] ; [13 11],[44.5505618 20.4494382] ; [16.4494382  7.5505618],0
a5,1,0.105129,2.625966,[47 18] ; [13 11],[43.82022472 21.17977528] ; [16.17977528  7.82022472],0
p9,1,0.202138,1.626863,[44 20] ; [13 11],[41.45454545 22.54545455] ; [15.54545455  8.45454545],0
b4,1,0.210326,1.569182,[42 23] ; [12 12],[39.43820225 25.56179775] ; [14.56179775  9.43820225],0
d2,1,0.231937,1.428944,[39 26] ; [11 13],[36.51685393 28.48314607] ; [13.48314607 10.51685393],0
