Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.464567,[62  3] ; [13 11],[54.7752809 10.2247191] ; [20.2247191  3.7752809],1
n1,1,0.241696,1.370677,[11  5] ; [3 4],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
v1,1,0.276477,1.184324,[35 29] ; [10 14],[32.72727273 31.27272727] ; [12.27272727 11.72727273],0
b2,1,0.288251,1.127771,[11 25] ; [ 2 11],[ 9.55102041 26.44897959] ; [3.44897959 9.55102041],0
b3,1,0.288251,1.127771,[11 25] ; [ 2 11],[ 9.55102041 26.44897959] ; [3.44897959 9.55102041],0
d3,1,0.296209,1.091184,[48 17] ; [15  9],[46.01123596 18.98876404] ; [16.98876404  7.01123596],0
u2,1,0.298698,1.08,[8 7] ; [4 8],[6.66666667 8.33333333] ; [5.33333333 6.66666667],0
p4,1,0.371753,0.797798,[47 18] ; [15  9],[45.28089888 19.71910112] ; [16.71910112  7.28089888],0
b1,1,0.405881,0.690835,[37 28] ; [16  8],[38.70786517 26.29213483] ; [14.29213483  9.70786517],0
n6,1,0.459137,0.547997,[47 16] ; [16  8],[45.62068966 17.37931034] ; [17.37931034  6.62068966],0
s4,1,0.474802,0.510779,[14 50] ; [ 7 17],[15.27272727 48.72727273] ; [ 5.72727273 18.27272727],0
n2,1,0.566501,0.328571,[12  4] ; [6 1],[12.52173913  3.47826087] ; [5.47826087 1.52173913],0
a8,1,0.588863,0.292123,[ 7 49] ; [ 2 22],[ 6.3 49.7] ; [ 2.7 21.3],0
p5,1,0.598278,0.277601,[ 8 57] ; [ 2 22],[ 7.30337079 57.69662921] ; [ 2.69662921 21.30337079],0
s2,1,0.599997,0.275,[36 28] ; [12 12],[34.90909091 29.09090909] ; [13.09090909 10.90909091],0
p7,1,0.656681,0.19758,[40 25] ; [16  8],[40.8988764 24.1011236] ; [15.1011236  8.8988764],0
n3,1,0.794935,0.067552,[13  3] ; [6 1],[13.2173913  2.7826087] ; [5.7826087 1.2173913],0
p1,1,0.849136,0.036184,[ 9 55] ; [ 3 21],[ 8.72727273 55.27272727] ; [ 3.27272727 20.72727273],0
s1,1,0.916801,0.010913,[ 3 61] ; [ 1 23],[ 2.90909091 61.09090909] ; [ 1.09090909 22.90909091],0
s3,1,0.918353,0.010508,[36 29] ; [13 11],[35.78651685 29.21348315] ; [13.21348315 10.78651685],0
b5,1,0.927002,0.008394,[44 21] ; [16  8],[43.82022472 21.17977528] ; [16.17977528  7.82022472],0
a1,1,0.92775,0.008222,[ 3 62] ; [ 1 23],[ 2.92134831 62.07865169] ; [ 1.07865169 22.92134831],0
s5,1,0.974619,0.001012,[23 38] ; [ 8 13],[23.06097561 37.93902439] ; [ 7.93902439 13.06097561],0
