Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,155.493849,[238 103] ; [ 63 241],[159.13333333 181.86666667] ; [141.86666667 162.13333333],1
s2,1,0.0,150.496765,[258  85] ; [ 80 219],[180.58255452 162.41744548] ; [157.41744548 141.58255452],1
s3,1,0.0,100.718071,[261  78] ; [112 185],[198.81603774 140.18396226] ; [174.18396226 122.81603774],1
s6,1,0.0,87.136373,[285  52] ; [148 148],[230.52290679 106.47709321] ; [202.47709321  93.52290679],1
s5,1,0.0,36.710942,[151 179] ; [ 65 224],[115.15347334 214.84652666] ; [100.84652666 188.15347334],1
a3,1,0.0,33.386555,[286  56] ; [193 110],[253.98139535  88.01860465] ; [225.01860465  77.98139535],1
p6,1,0.0,27.530699,[167 173] ; [ 85 211],[134.71698113 205.28301887] ; [117.28301887 178.71698113],1
p5,1,1.2e-05,19.226613,[ 62 278] ; [ 20 281],[ 43.49453978 296.50546022] ; [ 38.50546022 262.49453978],1
u1,1,1.3e-05,19.051916,[ 93 251] ; [ 40 264],[ 70.60493827 273.39506173] ; [ 62.39506173 241.60493827],1
p4,1,6.4e-05,15.970099,[235 107] ; [160 140],[210.42056075 131.57943925] ; [184.57943925 115.42056075],1
p3,1,0.00017,14.132841,[203 139] ; [134 167],[179.24416796 162.75583204] ; [157.75583204 143.24416796],1
v3,1,0.00018,14.02644,[166 168] ; [101 189],[142.91346154 191.08653846] ; [124.08653846 165.91346154],1
p9,1,0.000199,13.839487,[307  35] ; [236  62],[290.165625  51.834375] ; [252.834375  45.165625],1
p7,1,0.000767,11.320249,[235  99] ; [172 127],[214.75197472 119.24802528] ; [192.24802528 106.75197472],1
n6,1,0.001076,10.692806,[315  27] ; [253  49],[301.63975155  40.36024845] ; [266.36024845  35.63975155],0
v4,1,0.00132,10.314329,[337   5] ; [285  19],[329.29411765  12.70588235] ; [292.70588235  11.29411765],0
d1,1,0.001533,10.037948,[235 109] ; [171 133],[215.5308642 128.4691358] ; [190.4691358 113.5308642],0
s1,1,0.001676,9.874157,[ 19 322] ; [  3 293],[ 11.77708006 329.22291994] ; [ 10.22291994 285.77708006],0
a5,1,0.001871,9.672287,[283  61] ; [219  85],[266.49382716  77.50617284] ; [235.50617284  68.49382716],0
p10,1,0.005467,7.718203,[296  47] ; [233  66],[282.62772586  60.37227414] ; [246.37227414  52.62772586],0
d2,1,0.006138,7.509287,[200 142] ; [143 157],[182.71962617 159.28037383] ; [160.28037383 139.71962617],0
v2,1,0.008578,6.90871,[208 130] ; [145 139],[191.82315113 146.17684887] ; [161.17684887 122.82315113],0
d4,1,0.010382,6.568227,[294  47] ; [238  65],[281.69565217  59.30434783] ; [250.30434783  52.69565217],0
p8,1,0.011363,6.407578,[195 143] ; [141 155],[179.12933754 158.87066246] ; [156.87066246 139.12933754],0
s4,1,0.011577,6.374474,[ 61 281] ; [ 32 265],[ 49.77464789 292.22535211] ; [ 43.22535211 253.77464789],0
r3,1,0.012457,6.244607,[333  11] ; [280  23],[325.92272025  18.07727975] ; [287.07727975  15.92272025],0
p12,1,0.013493,6.103281,[ 38 303] ; [ 17 283],[ 29.25897036 311.74102964] ; [ 25.74102964 274.25897036],0
a2,1,0.014656,5.957316,[105 239] ; [ 67 237],[ 91.30864198 252.69135802] ; [ 80.69135802 223.30864198],0
r1,1,0.015273,5.88466,[299  44] ; [242  60],[287.69457364  55.30542636] ; [253.30542636  48.69457364],0
d3,1,0.01827,5.570102,[252  90] ; [198 106],[238.23529412 103.76470588] ; [211.76470588  92.23529412],0
a4,1,0.020823,5.341543,[184 159] ; [134 167],[169.36956522 173.63043478] ; [148.63043478 152.36956522],0
u3,1,0.047713,3.920062,[39 19] ; [57 54],[32.94674556 25.05325444] ; [63.05325444 47.94674556],0
u4,1,0.050248,3.833155,[ 13 331] ; [  4 300],[  9.02469136 334.97530864] ; [  7.97530864 296.02469136],0
p2,1,0.054018,3.712158,[295  48] ; [241  59],[285.9222395  57.0777605] ; [250.0777605  49.9222395],0
b4,1,0.075551,3.158096,[189 155] ; [188 116],[200.13580247 143.86419753] ; [176.86419753 127.13580247],0
r4,1,0.090381,2.867581,[327  17] ; [279  25],[321.7037037  22.2962963] ; [284.2962963  19.7037037],0
a8,1,0.092139,2.836597,[ 56 251] ; [ 37 244],[ 48.55612245 258.44387755] ; [ 44.44387755 236.55612245],0
n5,1,0.0933,2.8165,[304  39] ; [254  48],[296.73488372  46.26511628] ; [261.26511628  40.73488372],0
a6,1,0.110928,2.540955,[227 114] ; [220  84],[236.32093023 104.67906977] ; [210.67906977  93.32093023],0
a7,1,0.115094,2.482837,[237 107] ; [225  77],[246.01857585  97.98142415] ; [215.98142415  86.01857585],0
n1,1,0.120248,2.414085,[35 29] ; [24 35],[30.69918699 33.30081301] ; [28.30081301 30.69918699],0
v1,1,0.127581,2.321691,[199 136] ; [158 138],[189.53248811 145.46751189] ; [167.46751189 128.53248811],0
d5,1,0.162495,1.950849,[289  52] ; [245  59],[282.31627907  58.68372093] ; [251.68372093  52.31627907],0
n2,1,0.175493,1.835383,[52 12] ; [44 18],[48.76190476 15.23809524] ; [47.23809524 14.76190476],0
a1,1,0.18141,1.786036,[ 23 321] ; [ 13 291],[ 19.11111111 324.88888889] ; [ 16.88888889 287.11111111],0
u2,1,0.182754,1.775083,[35 23] ; [54 55],[30.91017964 27.08982036] ; [58.08982036 50.91017964],0
n3,1,0.423639,0.640199,[45 19] ; [46 14],[46.96774194 17.03225806] ; [44.03225806 15.96774194],0
b5,1,0.424272,0.638452,[201 143] ; [187 117],[205.97530864 138.02469136] ; [182.02469136 121.97530864],0
b2,1,0.485253,0.487035,[104 145] ; [ 66 106],[100.54631829 148.45368171] ; [ 69.45368171 102.54631829],0
b3,1,0.485253,0.487035,[104 145] ; [ 66 106],[100.54631829 148.45368171] ; [ 69.45368171 102.54631829],0
p11,1,0.644843,0.212464,[281  63] ; [244  60],[278.7037037  65.2962963] ; [246.2962963  57.7037037],0
p1,1,0.696628,0.152003,[ 36 307] ; [ 29 274],[ 34.5123839 308.4876161] ; [ 30.4876161 272.5123839],0
b1,1,0.936747,0.006298,[137 207] ; [122 182],[137.49382716 206.50617284] ; [121.50617284 182.49382716],0
