Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.007757,[ 5 33] ; [80 20],[23.4057971 14.5942029] ; [61.5942029 38.4057971],1
v4,1,0.0,28.602507,[15 23] ; [85 15],[27.53623188 10.46376812] ; [72.46376812 27.53623188],1
p11,1,2e-06,22.316848,[ 5 33] ; [58 42],[17.34782609 20.65217391] ; [45.65217391 54.34782609],1
v2,1,0.00039,12.579025,[ 6 31] ; [47 47],[14.96946565 22.03053435] ; [38.03053435 55.96946565],1
r1,1,0.000491,12.151044,[13 25] ; [67 33],[22.02898551 15.97101449] ; [57.97101449 42.02898551],1
p10,1,0.001481,10.101628,[ 8 29] ; [51 47],[16.17037037 20.82962963] ; [42.82962963 55.17037037],0
r2,1,0.001669,9.881751,[23 13] ; [86 12],[29.28358209  6.71641791] ; [79.71641791 18.28358209],0
p9,1,0.001736,9.809602,[ 8 27] ; [52 45],[15.90909091 19.09090909] ; [44.09090909 52.90909091],0
n6,1,0.00503,7.868785,[15 22] ; [67 33],[22.1459854 14.8540146] ; [59.8540146 40.1459854],0
a1,1,0.008892,6.844439,[ 8 30] ; [ 6 94],[ 3.85507246 34.14492754] ; [10.14492754 89.85507246],0
n2,1,0.017687,5.626923,[ 7 11] ; [28 11],[11.05263158  6.94736842] ; [23.94736842 15.05263158],0
n3,1,0.020137,5.4,[ 6 12] ; [24 12],[10.  8.] ; [20. 16.],0
s2,1,0.021885,5.254913,[ 5 33] ; [32 66],[10.33823529 27.66176471] ; [26.66176471 71.33823529],0
n5,1,0.024482,5.060146,[28 10] ; [52 47],[22.18978102 15.81021898] ; [57.81021898 41.18978102],0
p1,1,0.02566,4.978817,[ 7 31] ; [ 6 94],[ 3.57971014 34.42028986] ; [ 9.42028986 90.57971014],0
s6,1,0.026009,4.955421,[ 8 30] ; [41 58],[13.59124088 24.40875912] ; [35.40875912 63.59124088],0
b5,1,0.030585,4.67609,[15 23] ; [60 40],[20.65217391 17.34782609] ; [54.34782609 45.65217391],0
u3,1,0.036523,4.372532,[ 3 11] ; [22 19],[6.36363636 7.63636364] ; [18.63636364 22.36363636],0
a7,1,0.045146,4.013183,[18 20] ; [66 34],[23.13043478 14.86956522] ; [60.86956522 39.13043478],0
s3,1,0.047768,3.918122,[ 7 28] ; [38 61],[11.75373134 23.24626866] ; [33.24626866 65.75373134],0
p7,1,0.054116,3.709108,[ 6 31] ; [32 65],[10.49253731 26.50746269] ; [27.50746269 69.49253731],0
p4,1,0.069388,3.297442,[ 5 32] ; [28 70],[ 9.04444444 27.95555556] ; [23.95555556 74.04444444],0
d4,1,0.07177,3.242063,[22 16] ; [73 26],[26.35036496 11.64963504] ; [68.64963504 30.35036496],0
b1,1,0.075102,3.167844,[22 16] ; [41 59],[17.34782609 20.65217391] ; [45.65217391 54.34782609],0
p3,1,0.083997,2.985817,[ 6 32] ; [30 69],[ 9.98540146 28.01459854] ; [26.01459854 72.98540146],0
u2,1,0.087504,2.919704,[ 3 11] ; [19 21],[5.7037037 8.2962963] ; [16.2962963 23.7037037],0
u1,1,0.092385,2.832319,[ 1 37] ; [12 88],[ 3.57971014 34.42028986] ; [ 9.42028986 90.57971014],0
s1,1,0.133542,2.250841,[ 7 31] ; [ 9 89],[ 4.47058824 33.52941176] ; [11.52941176 86.47058824],0
n4,1,0.152621,2.04586,[26 12] ; [55 45],[22.30434783 15.69565217] ; [58.69565217 41.30434783],0
p6,1,0.154479,2.027453,[ 2 35] ; [14 84],[ 4.38518519 32.61481481] ; [11.61481481 86.38518519],0
d3,1,0.1922,1.700672,[16 22] ; [54 45],[19.41605839 18.58394161] ; [50.58394161 48.41605839],0
s5,1,0.282358,1.155707,[ 4 34] ; [17 77],[ 6.04545455 31.95454545] ; [14.95454545 79.04545455],0
b3,1,0.309751,1.031738,[13 15] ; [17 32],[10.90909091 17.09090909] ; [19.09090909 29.90909091],0
b2,1,0.309751,1.031738,[13 15] ; [17 32],[10.90909091 17.09090909] ; [19.09090909 29.90909091],0
n1,1,0.349926,0.873726,[9 9] ; [14 24],[ 7.39285714 10.60714286] ; [15.60714286 22.39285714],0
s7,1,0.374234,0.789556,[ 4 31] ; [17 78],[ 5.65384615 29.34615385] ; [15.34615385 79.65384615],0
a3,1,0.41862,0.654185,[24 12] ; [59 41],[21.97058824 14.02941176] ; [61.02941176 38.97058824],0
a8,1,0.426135,0.633333,[ 2 33] ; [10 88],[ 3.15789474 31.84210526] ; [ 8.84210526 89.15789474],0
v1,1,0.442126,0.590758,[ 9 29] ; [30 69],[10.81751825 27.18248175] ; [28.18248175 70.81751825],0
s4,1,0.551653,0.354365,[ 5 33] ; [17 81],[ 6.14705882 31.85294118] ; [15.85294118 82.14705882],0
a5,1,0.569851,0.322931,[20 18] ; [58 42],[21.47826087 16.52173913] ; [56.52173913 43.47826087],0
a6,1,0.601526,0.2727,[20 18] ; [57 42],[21.35766423 16.64233577] ; [55.64233577 43.35766423],0
d1,1,0.631152,0.230501,[15 23] ; [44 56],[16.24637681 21.75362319] ; [42.75362319 57.24637681],0
v3,1,0.690012,0.159072,[10 28] ; [28 66],[10.93939394 27.06060606] ; [27.06060606 66.93939394],0
p12,1,0.700776,0.147666,[ 1 37] ; [ 4 96],[ 1.37681159 36.62318841] ; [ 3.62318841 96.37681159],0
p8,1,0.770189,0.085338,[ 8 29] ; [24 76],[ 8.64233577 28.35766423] ; [23.35766423 76.64233577],0
d5,1,0.771936,0.084009,[22 16] ; [60 39],[22.74452555 15.25547445] ; [59.25547445 39.74452555],0
a2,1,0.783629,0.075401,[ 5 33] ; [15 85],[ 5.50724638 32.49275362] ; [14.49275362 85.50724638],0
d2,1,0.798502,0.065171,[16 21] ; [40 58],[15.34814815 21.65185185] ; [40.65185185 57.34814815],0
a4,1,0.840902,0.040296,[14 22] ; [37 63],[13.5 22.5] ; [37.5 62.5],0
b4,1,0.894136,0.017708,[21 17] ; [54 46],[20.65217391 17.34782609] ; [54.34782609 45.65217391],0
p5,1,0.923773,0.009155,[ 2 35] ; [ 5 95],[ 1.89051095 35.10948905] ; [ 5.10948905 94.89051095],0
