Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,263.049902,[ 86 252] ; [293  42],[190.34472511 147.65527489] ; [188.65527489 146.34472511],1
s7,1,0.0,133.122956,[ 79 247] ; [226 100],[152.5 173.5] ; [152.5 173.5],1
s6,1,0.0,117.860529,[155 185] ; [283  48],[221.93740686 118.06259314] ; [216.06259314 114.93740686],1
s8,1,0.0,100.961589,[ 78 264] ; [205 132],[142.54197349 199.45802651] ; [140.45802651 196.54197349],1
s5,1,0.0,67.589447,[ 54 286] ; [146 177],[102.56410256 237.43589744] ; [ 97.43589744 225.56410256],1
s4,1,1e-06,23.718304,[ 35 307] ; [ 81 251],[ 58.86053412 283.13946588] ; [ 57.13946588 274.86053412],1
d1,1,0.000156,14.294801,[171 172] ; [217 121],[195.42437592 147.57562408] ; [192.57562408 145.42437592],1
p10,1,0.000212,13.723724,[258  81] ; [292  43],[276.63204748  62.36795252] ; [273.36795252  61.63204748],1
d4,1,0.000235,13.531393,[259  82] ; [293  44],[277.62831858  63.37168142] ; [274.37168142  62.62831858],1
u1,1,0.00027,13.27097,[ 41 302] ; [ 76 262],[ 58.92951542 284.07048458] ; [ 58.07048458 279.92951542],1
u3,1,0.00174,9.805175,[54 65] ; [58 28],[65.01463415 53.98536585] ; [46.98536585 39.01463415],0
a2,1,0.001968,9.579146,[ 63 280] ; [ 96 242],[ 80.08370044 262.91629956] ; [ 78.91629956 259.08370044],0
n5,1,0.002187,9.385436,[230 110] ; [261  73],[247.68545994  92.31454006] ; [243.31454006  90.68545994],0
p6,1,0.003119,8.736718,[102 235] ; [138 197],[120.35714286 216.64285714] ; [119.64285714 215.35714286],0
r2,1,0.00402,8.274936,[310  29] ; [322  11],[318.82142857  20.17857143] ; [313.17857143  19.82142857],0
d2,1,0.004079,8.248122,[140 202] ; [175 162],[158.65979381 183.34020619] ; [156.34020619 180.65979381],0
a5,1,0.005339,7.760749,[231 112] ; [260  78],[247.30249633  95.69750367] ; [243.69750367  94.30249633],0
p4,1,0.005655,7.657083,[185 156] ; [218 119],[202.68879056 138.31120944] ; [200.31120944 136.68879056],0
p9,1,0.00633,7.453783,[278  62] ; [297  36],[290.49034175  49.50965825] ; [284.50965825  48.49034175],0
p12,1,0.008985,6.825863,[ 10 329] ; [ 25 313],[ 17.52584934 321.47415066] ; [ 17.47415066 320.52584934],0
a3,1,0.012734,6.205648,[223 118] ; [250  87],[237.89528024 103.10471976] ; [235.10471976 101.89528024],0
v3,1,0.018048,5.591506,[107 229] ; [133 194],[121.62895928 214.37104072] ; [118.37104072 208.62895928],0
s1,1,0.028598,4.791667,[  3 335] ; [ 11 322],[  7.05216095 330.94783905] ; [  6.94783905 326.05216095],0
p3,1,0.039246,4.250176,[149 194] ; [173 164],[162.42058824 180.57941176] ; [159.57941176 177.42058824],0
n6,1,0.048218,3.902368,[276  67] ; [286  46],[285.57925926  57.42074074] ; [276.42074074  55.57925926],0
a4,1,0.050058,3.83951,[135 206] ; [159 179],[147.64948454 193.35051546] ; [146.35051546 191.64948454],0
d5,1,0.064865,3.408406,[270  73] ; [283  53],[279.35051546  63.64948454] ; [273.64948454  62.35051546],0
n4,1,0.066683,3.362829,[248  94] ; [264  72],[258.26548673  83.73451327] ; [253.73451327  82.26548673],0
a8,1,0.070058,3.281659,[ 35 271] ; [ 51 258],[ 42.7902439 263.2097561] ; [ 43.2097561 265.7902439],0
v2,1,0.078648,3.092622,[173 160] ; [191 134],[184.21276596 148.78723404] ; [179.78723404 145.21276596],0
r1,1,0.133495,2.251385,[263  78] ; [274  61],[270.88313609  70.11686391] ; [266.11686391  68.88313609],0
u4,1,0.148873,2.083758,[  2 341] ; [  6 332],[  4.02936858 338.97063142] ; [  3.97063142 334.02936858],0
a1,1,0.16297,1.94645,[  7 336] ; [ 13 325],[ 10.07342144 332.92657856] ; [  9.92657856 328.07342144],0
r4,1,0.163764,1.939122,[299  44] ; [306  32],[304.72099853  38.27900147] ; [300.27900147  37.72099853],0
n2,1,0.171676,1.86825,[55 26] ; [53 15],[58.7114094 22.2885906] ; [49.2885906 18.7114094],0
b3,1,0.222882,1.485717,[ 61 129] ; [ 76 124],[ 66.74358974 123.25641026] ; [ 70.25641026 129.74358974],0
b2,1,0.222882,1.485717,[ 61 129] ; [ 76 124],[ 66.74358974 123.25641026] ; [ 70.25641026 129.74358974],0
d3,1,0.224889,1.4729,[232 110] ; [243  94],[239.24889543 102.75110457] ; [235.75110457 101.24889543],0
p7,1,0.262275,1.256707,[218 120] ; [225 103],[224.82582583 113.17417417] ; [218.17417417 109.82582583],0
v4,1,0.263497,1.250291,[323  17] ; [324  11],[325.8962963  14.1037037] ; [321.1037037  13.8962963],0
b1,1,0.271354,1.209888,[119 224] ; [131 207],[125.91776799 217.08223201] ; [124.08223201 213.91776799],0
p11,1,0.338825,0.914874,[279  64] ; [265  73],[273.99706314  69.00293686] ; [270.00293686  67.99706314],0
a7,1,0.367897,0.810756,[245  97] ; [251  85],[250.19469027  91.80530973] ; [245.80530973  90.19469027],0
r3,1,0.384959,0.754807,[323  18] ; [322  13],[325.36242604  15.63757396] ; [319.63757396  15.36242604],0
u2,1,0.43296,0.614871,[62 57] ; [49 36],[64.75 54.25] ; [46.25 38.75],0
v1,1,0.545148,0.366082,[174 164] ; [176 151],[177.89473684 160.10526316] ; [172.10526316 154.89473684],0
n1,1,0.602366,0.271442,[25 55] ; [24 44],[26.48648649 53.51351351] ; [22.51351351 45.48648649],0
p1,1,0.661446,0.191771,[ 21 321] ; [ 18 318],[ 19.67256637 322.32743363] ; [ 19.32743363 316.67256637],0
a6,1,0.686926,0.162433,[239 104] ; [230 107],[236.56911765 106.43088235] ; [232.43088235 104.56911765],0
p8,1,0.792217,0.069397,[181 155] ; [176 157],[179.30044843 156.69955157] ; [177.69955157 155.30044843],0
b4,1,0.810851,0.057278,[202 141] ; [196 142],[200.46108664 142.53891336] ; [197.53891336 140.46108664],0
