Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,1e-06,25.211147,[80 24] ; [23 38],[64.92121212 39.07878788] ; [38.07878788 22.92121212],1
n6,1,0.312165,1.021494,[78 26] ; [42 20],[75.18072289 28.81927711] ; [44.81927711 17.18072289],0
d2,1,0.317501,0.999215,[23 81] ; [18 44],[25.68674699 78.31325301] ; [15.31325301 46.68674699],0
b5,1,0.330441,0.947168,[65 39] ; [34 28],[62.02409639 41.97590361] ; [36.97590361 25.02409639],0
p3,1,0.362995,0.827504,[32 72] ; [15 47],[29.44578313 74.55421687] ; [17.55421687 44.44578313],0
s5,1,0.366785,0.814529,[22 81] ; [ 9 49],[19.83229814 83.16770186] ; [11.16770186 46.83229814],0
a4,1,0.39878,0.712002,[12 92] ; [10 52],[13.78313253 90.21686747] ; [ 8.21686747 53.78313253],0
b2,1,0.475545,0.509063,[13 41] ; [ 6 28],[11.65909091 42.34090909] ; [ 7.34090909 26.65909091],0
b3,1,0.475545,0.509063,[13 41] ; [ 6 28],[11.65909091 42.34090909] ; [ 7.34090909 26.65909091],0
a8,1,0.495694,0.464143,[12 87] ; [ 5 53],[10.71974522 88.28025478] ; [ 6.28025478 51.71974522],0
n1,1,0.672407,0.178799,[ 9 20] ; [ 7 20],[ 8.28571429 20.71428571] ; [ 7.71428571 19.28571429],0
p4,1,0.714618,0.133708,[39 64] ; [21 39],[37.91411043 65.08588957] ; [22.08588957 37.91411043],0
p5,1,0.76812,0.086928,[ 4 99] ; [ 3 59],[ 4.36969697 98.63030303] ; [ 2.63030303 59.36969697],0
b4,1,0.779676,0.078255,[66 38] ; [38 24],[65.15662651 38.84337349] ; [38.84337349 23.15662651],0
p6,1,0.888712,0.019582,[26 77] ; [16 45],[26.37804878 76.62195122] ; [15.62195122 45.37804878],0
u2,1,0.8966,0.016889,[24 26] ; [21 24],[23.68421053 26.31578947] ; [21.31578947 23.68421053],0
