Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,25.80935,[45  9] ; [ 7 20],[34.66666667 19.33333333] ; [17.33333333  9.66666667],1
n6,1,0.007161,7.232143,[45  9] ; [15 12],[40. 14.] ; [20.  7.],0
r1,1,0.009435,6.73854,[46  8] ; [16 11],[41.33333333 12.66666667] ; [20.66666667  6.33333333],0
v3,1,0.043944,4.0587,[24 29] ; [ 6 21],[19.875 33.125] ; [10.125 16.875],0
r4,1,0.053686,3.722426,[46  8] ; [18  9],[42.66666667 11.33333333] ; [21.33333333  5.66666667],0
p2,1,0.055009,3.681818,[36 18] ; [12 15],[32. 22.] ; [16. 11.],0
p11,1,0.083878,2.98811,[31 23] ; [10 17],[27.33333333 26.66666667] ; [13.66666667 13.33333333],0
s4,1,0.084284,2.980286,[10 42] ; [10 17],[13.16455696 38.83544304] ; [ 6.83544304 20.16455696],0
p10,1,0.088007,2.91045,[17 35] ; [ 4 23],[13.82278481 38.17721519] ; [ 7.17721519 19.82278481],0
s3,1,0.114093,2.496597,[37 16] ; [14 13],[33.7875 19.2125] ; [17.2125  9.7875],0
d4,1,0.122713,2.382353,[40 14] ; [24  3],[42.66666667 11.33333333] ; [21.33333333  5.66666667],0
s7,1,0.125917,2.342132,[25 26] ; [ 8 18],[21.85714286 29.14285714] ; [11.14285714 14.85714286],0
u1,1,0.134055,2.24491,[11 43] ; [ 2 25],[ 8.66666667 45.33333333] ; [ 4.33333333 22.66666667],0
p3,1,0.143117,2.144118,[17 37] ; [13 14],[20. 34.] ; [10. 17.],0
s8,1,0.143117,2.144118,[23 31] ; [ 7 20],[20. 34.] ; [10. 17.],0
a3,1,0.150121,2.071023,[35 19] ; [13 14],[32. 22.] ; [16. 11.],0
v1,1,0.150121,2.071023,[25 29] ; [ 8 19],[22. 32.] ; [11. 16.],0
p8,1,0.150121,2.071023,[19 35] ; [14 13],[22. 32.] ; [11. 16.],0
u2,1,0.178022,1.814059,[12  6] ; [6 8],[10.125  7.875] ; [7.875 6.125],0
n2,1,0.18262,1.776169,[11  2] ; [6 4],[9.60869565 3.39130435] ; [7.39130435 2.60869565],0
a8,1,0.184898,1.757812,[ 7 41] ; [ 1 23],[ 5.33333333 42.66666667] ; [ 2.66666667 21.33333333],0
b1,1,0.195956,1.672258,[36 18] ; [14 13],[33.33333333 20.66666667] ; [16.66666667 10.33333333],0
a4,1,0.213723,1.546026,[19 34] ; [ 6 21],[16.5625 36.4375] ; [ 8.4375 18.5625],0
v4,1,0.232409,1.426056,[49  5] ; [22  5],[47.33333333  6.66666667] ; [23.66666667  3.33333333],0
p4,1,0.23815,1.39151,[26 27] ; [17 10],[28.4875 24.5125] ; [14.5125 12.4875],0
d2,1,0.27132,1.210061,[29 25] ; [11 16],[26.66666667 27.33333333] ; [13.33333333 13.66666667],0
n3,1,0.348861,0.877595,[9 4] ; [5 5],[7.91304348 5.08695652] ; [6.08695652 3.91304348],0
s1,1,0.357507,0.846633,[ 5 48] ; [ 1 26],[ 3.975 49.025] ; [ 2.025 24.975],0
r2,1,0.358951,0.841558,[48  6] ; [22  5],[46.66666667  7.33333333] ; [23.33333333  3.66666667],0
d5,1,0.362296,0.829918,[39 15] ; [22  5],[40.66666667 13.33333333] ; [20.33333333  6.66666667],0
p1,1,0.36812,0.81,[ 5 49] ; [ 1 26],[ 4. 50.] ; [ 2. 25.],0
a1,1,0.36812,0.81,[ 5 49] ; [ 1 26],[ 4. 50.] ; [ 2. 25.],0
s5,1,0.421222,0.646904,[14 40] ; [ 9 17],[15.525 38.475] ; [ 7.475 18.525],0
a5,1,0.525809,0.402484,[32 22] ; [14 13],[30.66666667 23.33333333] ; [15.33333333 11.66666667],0
a6,1,0.528106,0.398034,[28 26] ; [16 11],[29.33333333 24.66666667] ; [14.66666667 12.33333333],0
a2,1,0.543997,0.368182,[11 43] ; [ 4 23],[10. 44.] ; [ 5. 22.],0
n1,1,0.571107,0.320833,[5 7] ; [3 7],[4.36363636 7.63636364] ; [3.63636364 6.36363636],0
r3,1,0.576003,0.312741,[50  4] ; [24  3],[49.33333333  4.66666667] ; [24.66666667  2.33333333],0
d3,1,0.625484,0.238235,[33 21] ; [18  9],[34. 20.] ; [17. 10.],0
p7,1,0.630681,0.231139,[28 24] ; [13 14],[26.98734177 25.01265823] ; [14.01265823 12.98734177],0
b3,1,0.664086,0.188599,[10 29] ; [ 3 12],[ 9.38888889 29.61111111] ; [ 3.61111111 11.38888889],0
b2,1,0.664086,0.188599,[10 29] ; [ 3 12],[ 9.38888889 29.61111111] ; [ 3.61111111 11.38888889],0
v2,1,0.740196,0.109955,[23 29] ; [13 14],[23.69620253 28.30379747] ; [12.30379747 14.69620253],0
b5,1,0.743093,0.107427,[34 20] ; [18  9],[34.66666667 19.33333333] ; [17.33333333  9.66666667],0
d1,1,0.753298,0.09878,[26 28] ; [14 13],[26.66666667 27.33333333] ; [13.33333333 13.66666667],0
p6,1,0.818721,0.052528,[13 40] ; [ 6 21],[12.5875 40.4125] ; [ 6.4125 20.5875],0
u3,1,0.852603,0.034521,[13  6] ; [10  4],[13.24242424  5.75757576] ; [9.75757576 4.24242424],0
b4,1,0.869825,0.026857,[35 19] ; [17 10],[34.66666667 19.33333333] ; [17.33333333  9.66666667],0
s2,1,0.92879,0.007986,[30 23] ; [15 12],[29.8125 23.1875] ; [15.1875 11.8125],0
a7,1,1.0,0.0,[36 18] ; [18  9],[36. 18.] ; [18.  9.],0
