Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.743615,[ 5 24] ; [75 23],[18.26771654 10.73228346] ; [61.73228346 36.26771654],1
r2,1,2e-06,22.661316,[15 13] ; [89  8],[23.296  4.704] ; [80.704 16.296],1
r3,1,1.3e-05,18.976751,[13 16] ; [82 15],[21.86507937  7.13492063] ; [73.13492063 23.86507937],1
p2,1,4.8e-05,16.523059,[ 5 24] ; [59 39],[14.61417323 14.38582677] ; [49.38582677 48.61417323],1
n6,1,0.001463,10.125004,[11 18] ; [69 29],[18.26771654 10.73228346] ; [61.73228346 36.26771654],0
r1,1,0.00178,9.764126,[13 16] ; [74 24],[19.86614173  9.13385827] ; [67.13385827 30.86614173],0
u3,1,0.003772,8.390635,[ 2 12] ; [21 14],[6.57142857 7.42857143] ; [16.42857143 18.57142857],0
u2,1,0.006371,7.442192,[ 3 11] ; [22 12],[7.29166667 6.70833333] ; [17.70833333 16.29166667],0
p11,1,0.006936,7.289552,[ 8 21] ; [55 43],[14.38582677 14.61417323] ; [48.61417323 49.38582677],0
n2,1,0.007023,7.267053,[ 5 12] ; [26 12],[9.58181818 7.41818182] ; [21.41818182 16.58181818],0
p7,1,0.009802,6.670541,[ 5 24] ; [42 54],[10.904 18.096] ; [36.096 59.904],0
p4,1,0.012267,6.27192,[ 3 26] ; [33 63],[ 8.352 20.648] ; [27.648 68.352],0
p8,1,0.015,5.916469,[ 2 26] ; [29 69],[ 6.88888889 21.11111111] ; [24.11111111 73.88888889],0
n3,1,0.02401,5.093908,[ 5 11] ; [24 13],[8.75471698 7.24528302] ; [20.24528302 16.75471698],0
d3,1,0.034142,4.4876,[11 18] ; [59 39],[15.98425197 13.01574803] ; [54.01574803 43.98425197],0
s6,1,0.041057,4.173669,[ 7 22] ; [44 53],[11.73809524 17.26190476] ; [39.26190476 57.73809524],0
a5,1,0.043559,4.073582,[11 18] ; [58 40],[15.75590551 13.24409449] ; [53.24409449 44.75590551],0
s8,1,0.04635,3.968823,[ 2 27] ; [23 74],[ 5.75396825 23.24603175] ; [19.24603175 77.75396825],0
p10,1,0.049445,3.860169,[ 3 26] ; [27 69],[ 6.96 22.04] ; [23.04 72.96],0
a6,1,0.058143,3.589572,[12 17] ; [60 38],[16.44094488 12.55905512] ; [55.55905512 42.44094488],0
a1,1,0.058631,3.575698,[ 4 25] ; [ 4 94],[ 1.82677165 27.17322835] ; [ 6.17322835 91.82677165],0
s2,1,0.068159,3.326811,[ 4 25] ; [30 67],[ 7.82539683 21.17460317] ; [26.17460317 70.82539683],0
v3,1,0.074305,3.185273,[ 4 25] ; [29 66],[ 7.71774194 21.28225806] ; [25.28225806 69.71774194],0
d5,1,0.078498,3.095732,[16 13] ; [71 27],[19.86614173  9.13385827] ; [67.13385827 30.86614173],0
v2,1,0.087668,2.916675,[ 7 22] ; [40 56],[10.904 18.096] ; [36.096 59.904],0
v1,1,0.108602,2.574445,[ 5 24] ; [32 66],[ 8.4488189 20.5511811] ; [28.5511811 69.4488189],0
p6,1,0.125201,2.35102,[ 2 26] ; [19 79],[ 4.66666667 23.33333333] ; [16.33333333 81.66666667],0
s3,1,0.126952,2.329383,[ 7 21] ; [40 58],[10.44444444 17.55555556] ; [36.55555556 61.44444444],0
a7,1,0.13088,2.282036,[14 15] ; [62 35],[17.49206349 11.50793651] ; [58.50793651 38.49206349],0
s1,1,0.204757,1.608117,[ 3 26] ; [ 4 92],[ 1.624 27.376] ; [ 5.376 90.624],0
a2,1,0.258324,1.277715,[ 3 26] ; [19 79],[ 5.02362205 23.97637795] ; [16.97637795 81.02362205],0
a3,1,0.303193,1.060096,[15 13] ; [63 35],[17.33333333 10.66666667] ; [60.66666667 37.33333333],0
p1,1,0.314561,1.011427,[ 3 26] ; [ 5 92],[ 1.84126984 27.15873016] ; [ 6.15873016 90.84126984],0
d4,1,0.354183,0.858415,[18 11] ; [69 28],[20.02380952  8.97619048] ; [66.97619048 30.02380952],0
p12,1,0.360786,0.835155,[ 1 28] ; [ 1 96],[ 0.46031746 28.53968254] ; [ 1.53968254 95.46031746],0
b5,1,0.380915,0.767746,[13 16] ; [53 45],[15.07086614 13.92913386] ; [50.92913386 47.07086614],0
d1,1,0.391595,0.733984,[11 18] ; [46 52],[13.01574803 15.98425197] ; [43.98425197 54.01574803],0
b1,1,0.414362,0.666251,[17 12] ; [49 49],[15.07086614 13.92913386] ; [50.92913386 47.07086614],0
b2,1,0.50254,0.449568,[ 7 13] ; [16 43],[ 5.82278481 14.17721519] ; [17.17721519 41.82278481],0
b3,1,0.50254,0.449568,[ 7 13] ; [16 43],[ 5.82278481 14.17721519] ; [17.17721519 41.82278481],0
s7,1,0.553036,0.351906,[ 6 21] ; [26 67],[ 7.2 19.8] ; [24.8 68.2],0
n5,1,0.569351,0.32377,[18 11] ; [55 43],[16.66929134 12.33070866] ; [56.33070866 41.66929134],0
s4,1,0.61337,0.255297,[ 4 25] ; [10 86],[ 3.248 25.752] ; [10.752 85.248],0
n4,1,0.65045,0.205333,[17 12] ; [62 36],[18.03937008 10.96062992] ; [60.96062992 37.03937008],0
b4,1,0.724693,0.12404,[17 12] ; [61 37],[17.81102362 11.18897638] ; [60.18897638 37.81102362],0
n1,1,0.953835,0.003351,[ 6 11] ; [13 23],[ 6.09433962 10.90566038] ; [12.90566038 23.09433962],0
s5,1,0.953854,0.003349,[ 5 24] ; [17 79],[ 5.104 23.896] ; [16.896 79.104],0
a8,1,0.957229,0.002876,[ 3 26] ; [ 9 81],[ 2.92436975 26.07563025] ; [ 9.07563025 80.92436975],0
d2,1,0.961671,0.002309,[14 14] ; [49 48],[14.112 13.888] ; [48.888 48.112],0
a4,1,0.971478,0.001278,[10 18] ; [35 62],[10.08 17.92] ; [34.92 62.08],0
