Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.004317,8.145455,[27  6] ; [3 6],[23.57142857  9.42857143] ; [6.42857143 2.57142857],0
v2,1,0.008038,7.02509,[19 12] ; [1 8],[15.5 15.5] ; [4.5 4.5],0
a5,1,0.011648,6.363636,[28  5] ; [4 5],[25.14285714  7.85714286] ; [6.85714286 2.14285714],0
s3,1,0.026922,4.895777,[12 21] ; [7 2],[14.92857143 18.07142857] ; [4.07142857 4.92857143],0
p7,1,0.032294,4.582802,[20 12] ; [2 7],[17.17073171 14.82926829] ; [4.82926829 4.17073171],0
p10,1,0.041392,4.159903,[30  3] ; [5 3],[28.17073171  4.82926829] ; [6.82926829 1.17073171],0
s2,1,0.046455,3.965035,[10 23] ; [6 3],[12.57142857 20.42857143] ; [3.42857143 5.57142857],0
p1,1,0.057644,3.603918,[ 5 28] ; [4 5],[ 7.07142857 25.92857143] ; [1.92857143 7.07142857],0
a6,1,0.070938,3.261176,[22 11] ; [3 6],[19.64285714 13.35714286] ; [5.35714286 3.64285714],0
b3,1,0.099593,2.712054,[13 11] ; [1 5],[11.2 12.8] ; [2.8 3.2],0
b2,1,0.099593,2.712054,[13 11] ; [1 5],[11.2 12.8] ; [2.8 3.2],0
d1,1,0.110612,2.545455,[24  9] ; [4 5],[22. 11.] ; [6. 3.],0
b5,1,0.117574,2.449345,[16 17] ; [7 2],[18.07142857 14.92857143] ; [4.92857143 4.07142857],0
p9,1,0.153676,2.035379,[30  2] ; [7 2],[28.87804878  3.12195122] ; [8.12195122 0.87804878],0
s6,1,0.160126,1.973033,[20 11] ; [8 1],[21.7  9.3] ; [6.3 2.7],0
p2,1,0.218219,1.516043,[28  5] ; [6 3],[26.71428571  6.28571429] ; [7.28571429 1.71428571],0
d5,1,0.218219,1.516043,[28  5] ; [6 3],[26.71428571  6.28571429] ; [7.28571429 1.71428571],0
a8,1,0.247782,1.335769,[ 3 28] ; [2 6],[ 3.97435897 27.02564103] ; [1.02564103 6.97435897],0
b1,1,0.259256,1.272727,[15 18] ; [6 3],[16.5 16.5] ; [4.5 4.5],0
d2,1,0.298458,1.08107,[21 12] ; [4 5],[19.64285714 13.35714286] ; [5.35714286 3.64285714],0
p8,1,0.425232,0.635811,[19 13] ; [4 5],[17.95121951 14.04878049] ; [5.04878049 3.95121951],0
d4,1,0.442719,0.589226,[29  4] ; [7 2],[28.28571429  4.71428571] ; [7.71428571 1.28571429],0
r3,1,0.442719,0.589226,[29  4] ; [7 2],[28.28571429  4.71428571] ; [7.71428571 1.28571429],0
n5,1,0.493948,0.467914,[26  7] ; [8 1],[26.71428571  6.28571429] ; [7.28571429 1.71428571],0
v1,1,0.499822,0.455315,[21 10] ; [5 4],[20.15 10.85] ; [5.85 3.15],0
s5,1,0.518605,0.416667,[20 12] ; [4 4],[19.2 12.8] ; [4.8 3.2],0
d3,1,0.522738,0.408488,[22 11] ; [7 2],[22.78571429 10.21428571] ; [6.21428571 2.78571429],0
p3,1,0.537471,0.380247,[22 11] ; [5 4],[21.21428571 11.78571429] ; [5.78571429 3.21428571],0
n2,1,0.55368,0.350765,[4 3] ; [3 1],[4.45454545 2.54545455] ; [2.54545455 1.45454545],0
u2,1,0.558185,0.342857,[4 2] ; [3 3],[3.5 2.5] ; [3.5 2.5],0
u3,1,0.558185,0.342857,[4 2] ; [3 3],[3.5 2.5] ; [3.5 2.5],0
r1,1,0.582432,0.302319,[25  8] ; [6 3],[24.35714286  8.64285714] ; [6.64285714 2.35714286],0
s1,1,0.602027,0.27195,[ 2 31] ; [1 8],[ 2.35714286 30.64285714] ; [0.64285714 8.35714286],0
r2,1,0.613893,0.254545,[27  6] ; [8 1],[27.5  5.5] ; [7.5 1.5],0
s4,1,0.620788,0.244761,[ 2 30] ; [1 8],[ 2.34146341 29.65853659] ; [0.65853659 8.34146341],0
s8,1,0.645324,0.211847,[15 17] ; [5 4],[15.6097561 16.3902439] ; [4.3902439 4.6097561],0
v3,1,0.704954,0.143369,[16 15] ; [4 5],[15.5 15.5] ; [4.5 4.5],0
r4,1,0.75881,0.094276,[28  5] ; [8 1],[28.28571429  4.71428571] ; [7.71428571 1.28571429],0
u1,1,0.75881,0.094276,[ 5 28] ; [1 8],[ 4.71428571 28.28571429] ; [1.28571429 7.71428571],0
b4,1,0.784379,0.074866,[20 13] ; [5 4],[19.64285714 13.35714286] ; [5.35714286 3.64285714],0
n3,1,0.818971,0.052381,[4 3] ; [2 2],[3.81818182 3.18181818] ; [2.18181818 1.81818182],0
a2,1,0.85479,0.033493,[ 3 30] ; [1 8],[ 3.14285714 29.85714286] ; [0.85714286 8.14285714],0
a7,1,0.866446,0.028283,[21 12] ; [6 3],[21.21428571 11.78571429] ; [5.78571429 3.21428571],0
a4,1,0.866446,0.028283,[12 21] ; [3 6],[11.78571429 21.21428571] ; [3.21428571 5.78571429],0
p4,1,0.896438,0.016942,[24  9] ; [6 2],[24.14634146  8.85365854] ; [5.85365854 2.14634146],0
n6,1,0.910434,0.012654,[28  4] ; [8 1],[28.09756098  3.90243902] ; [7.90243902 1.09756098],0
p12,1,0.910434,0.012654,[ 4 28] ; [1 8],[ 3.90243902 28.09756098] ; [1.09756098 7.90243902],0
s7,1,0.969644,0.001448,[17 14] ; [5 4],[17.05 13.95] ; [4.95 4.05],0
