Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.60331,[ 5 24] ; [79 25],[18.31578947 10.68421053] ; [65.68421053 38.31578947],1
r3,1,6e-06,20.390981,[11 18] ; [84 20],[20.71428571  8.28571429] ; [74.28571429 29.71428571],1
n6,1,8e-06,19.913972,[ 6 22] ; [71 33],[16.33333333 11.66666667] ; [60.66666667 43.33333333],1
p9,1,0.000294,13.110719,[ 6 22] ; [59 39],[14.44444444 13.55555556] ; [50.55555556 47.44444444],1
s8,1,0.000368,12.690453,[ 1 28] ; [39 64],[ 8.78787879 20.21212121] ; [31.21212121 71.78787879],1
a1,1,0.000451,12.307522,[ 7 22] ; [  4 100],[ 2.39849624 26.60150376] ; [ 8.60150376 95.39849624],1
p2,1,0.000596,11.788461,[ 6 23] ; [59 45],[14.17293233 14.82706767] ; [50.82706767 53.17293233],1
r2,1,0.000693,11.509212,[18 10] ; [93 10],[23.72519084  4.27480916] ; [87.27480916 15.72519084],1
u3,1,0.0007,11.489936,[ 1 14] ; [22 16],[6.50943396 8.49056604] ; [16.49056604 21.50943396],1
s6,1,0.000817,11.202762,[ 6 23] ; [57 45],[13.94656489 15.05343511] ; [49.05343511 52.94656489],1
d5,1,0.000939,10.944691,[15 14] ; [85 19],[21.80451128  7.19548872] ; [78.19548872 25.80451128],1
r1,1,0.001422,10.177495,[12 17] ; [76 28],[19.18796992  9.81203008] ; [68.81203008 35.18796992],0
s7,1,0.001763,9.78165,[ 3 22] ; [44 51],[ 9.79166667 15.20833333] ; [37.20833333 57.79166667],0
d4,1,0.003089,8.75415,[16 13] ; [85 19],[22.02255639  6.97744361] ; [78.97744361 25.02255639],0
b5,1,0.00388,8.339059,[10 19] ; [67 37],[16.78947368 12.21052632] ; [60.21052632 43.78947368],0
p10,1,0.004207,8.192184,[ 5 23] ; [48 52],[11.59375 16.40625] ; [41.40625 58.59375],0
d3,1,0.004278,8.162058,[12 17] ; [73 31],[18.53383459 10.46616541] ; [66.46616541 37.53383459],0
n3,1,0.007608,7.123404,[ 3 12] ; [28 19],[7.5 7.5] ; [23.5 23.5],0
s3,1,0.01012,6.613635,[ 6 22] ; [50 53],[11.96946565 16.03053435] ; [44.03053435 58.96946565],0
d1,1,0.011063,6.455105,[ 9 20] ; [60 44],[15.04511278 13.95488722] ; [53.95488722 50.04511278],0
s2,1,0.012174,6.285391,[ 6 23] ; [48 55],[11.86363636 17.13636364] ; [42.13636364 60.86363636],0
n4,1,0.013541,6.09708,[23  6] ; [56 48],[17.22556391 11.77443609] ; [61.77443609 42.22556391],0
a7,1,0.015831,5.821507,[14 15] ; [75 29],[19.40601504  9.59398496] ; [69.59398496 34.40601504],0
p4,1,0.024279,5.074605,[ 5 24] ; [41 62],[10.10606061 18.89393939] ; [35.89393939 67.10606061],0
n2,1,0.035409,4.425354,[ 5 10] ; [32 18],[8.53846154 6.46153846] ; [28.46153846 21.53846154],0
v2,1,0.041358,4.161277,[ 6 22] ; [43 58],[10.63565891 17.36434109] ; [38.36434109 62.63565891],0
p8,1,0.042418,4.118431,[ 2 27] ; [25 79],[ 5.88721805 23.11278195] ; [21.11278195 82.88721805],0
u2,1,0.056457,3.63851,[ 3 12] ; [18 19],[6.05769231 8.94230769] ; [14.94230769 22.05769231],0
a4,1,0.087251,2.924378,[ 8 20] ; [48 55],[11.96946565 16.03053435] ; [44.03053435 58.96946565],0
s5,1,0.117301,2.452997,[ 4 25] ; [27 69],[ 7.192 21.808] ; [23.808 72.192],0
a6,1,0.118998,2.430458,[12 17] ; [60 44],[15.69924812 13.30075188] ; [56.30075188 47.69924812],0
b3,1,0.136783,2.213784,[10  9] ; [18 36],[ 7.28767123 11.71232877] ; [20.71232877 33.28767123],0
b2,1,0.136783,2.213784,[10  9] ; [18 36],[ 7.28767123 11.71232877] ; [20.71232877 33.28767123],0
v1,1,0.144269,2.131822,[ 7 22] ; [40 63],[10.32575758 18.67424242] ; [36.67424242 66.32575758],0
a3,1,0.175522,1.835135,[14 14] ; [66 37],[17.09923664 10.90076336] ; [62.90076336 40.09923664],0
n5,1,0.262395,1.256077,[19 10] ; [56 48],[16.35338346 12.64661654] ; [58.64661654 45.35338346],0
d2,1,0.27251,1.204069,[11 17] ; [53 51],[13.57575758 14.42424242] ; [50.42424242 53.57575758],0
p3,1,0.274691,1.19317,[ 5 24] ; [28 75],[ 7.25 21.75] ; [25.75 77.25],0
a5,1,0.275199,1.19065,[14 15] ; [62 42],[16.57142857 12.42857143] ; [59.42857143 44.57142857],0
a2,1,0.278182,1.17595,[ 4 25] ; [24 80],[ 6.10526316 22.89473684] ; [21.89473684 82.10526316],0
b1,1,0.289007,1.124242,[18 11] ; [53 51],[15.48120301 13.51879699] ; [55.51879699 48.48120301],0
p6,1,0.293059,1.105517,[ 2 26] ; [15 87],[ 3.66153846 24.33846154] ; [13.33846154 88.66153846],0
s1,1,0.318692,0.994309,[ 4 25] ; [ 8 95],[ 2.63636364 26.36363636] ; [ 9.36363636 93.63636364],0
p1,1,0.329283,0.951714,[ 5 24] ; [11 93],[ 3.4887218 25.5112782] ; [12.5112782 91.4887218],0
s4,1,0.365477,0.818986,[ 4 25] ; [22 81],[ 5.71212121 23.28787879] ; [20.28787879 82.71212121],0
v3,1,0.420719,0.648306,[ 7 22] ; [31 66],[ 8.74603175 20.25396825] ; [29.25396825 67.74603175],0
b4,1,0.56657,0.328455,[15 14] ; [60 44],[16.35338346 12.64661654] ; [58.64661654 45.35338346],0
p12,1,0.63061,0.231235,[ 1 28] ; [  2 101],[ 0.65909091 28.34090909] ; [  2.34090909 100.65909091],0
a8,1,0.758581,0.094461,[ 2 27] ; [ 5 88],[ 1.66393443 27.33606557] ; [ 5.33606557 87.66393443],0
n1,1,0.844565,0.038438,[6 9] ; [21 28],[6.328125 8.671875] ; [20.671875 28.328125],0
