Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,48.432988,[39 73] ; [170  60],[68.44444444 43.55555556] ; [140.55555556  89.44444444],1
a6,1,0.0,43.573888,[47 65] ; [180  51],[74.12244898 37.87755102] ; [152.87755102  78.12244898],1
r3,1,0.0,26.89648,[84 28] ; [218  13],[98.6122449 13.3877551] ; [203.3877551  27.6122449],1
r4,1,0.0,26.647331,[67 45] ; [197  35],[85.95348837 26.04651163] ; [178.04651163  53.95348837],1
d1,1,6e-06,20.629426,[34 78] ; [131 101],[53.72093023 58.27906977] ; [111.27906977 120.72093023],1
a2,1,6e-06,20.366826,[  7 105] ; [ 63 169],[22.79069767 89.20930233] ; [ 47.20930233 184.79069767],1
d5,1,9e-06,19.796693,[66 46] ; [188  43],[82.93877551 29.06122449] ; [171.06122449  59.93877551],1
d4,1,1.1e-05,19.389851,[65 46] ; [187  44],[81.78947368 29.21052632] ; [170.21052632  60.78947368],1
v4,1,3.5e-05,17.147499,[83 27] ; [213  19],[95.20467836 14.79532164] ; [200.79532164  31.20467836],1
u1,1,9.4e-05,15.257549,[  5 107] ; [ 48 184],[17.25581395 94.74418605] ; [ 35.74418605 196.25581395],1
v2,1,0.000246,13.446008,[34 71] ; [119 101],[49.43076923 55.56923077] ; [103.56923077 116.43076923],1
r1,1,0.000397,12.544026,[65 47] ; [177  54],[79.02040816 32.97959184] ; [162.97959184  68.02040816],1
r2,1,0.002104,9.45664,[89 22] ; [211  19],[97.65395894 13.34604106] ; [202.34604106  27.65395894],0
p10,1,0.004106,8.23643,[59 51] ; [160  70],[70.85294118 39.14705882] ; [148.14705882  81.85294118],0
u3,1,0.004787,7.958112,[13 26] ; [47 30],[20.17241379 18.82758621] ; [39.82758621 37.17241379],0
u2,1,0.006894,7.300493,[13 26] ; [45 30],[19.84210526 19.15789474] ; [38.15789474 36.84210526],0
b5,1,0.009102,6.802668,[58 54] ; [154  78],[69.02325581 42.97674419] ; [142.97674419  89.02325581],0
s6,1,0.013857,6.056316,[45 66] ; [127 105],[55.66180758 55.33819242] ; [116.33819242 115.66180758],0
b1,1,0.014777,5.942826,[57 55] ; [ 86 146],[46.55813953 65.44186047] ; [ 96.44186047 135.55813953],0
p2,1,0.021905,5.253292,[64 46] ; [164  68],[73.33333333 36.66666667] ; [154.66666667  77.33333333],0
p3,1,0.026218,4.941552,[24 87] ; [ 77 154],[32.78070175 78.21929825] ; [ 68.21929825 162.78070175],0
p9,1,0.026373,4.931398,[67 42] ; [168  61],[75.78402367 33.21597633] ; [159.21597633  69.78402367],0
a5,1,0.032435,4.575369,[61 51] ; [154  78],[70. 42.] ; [145.  87.],0
b4,1,0.033392,4.525544,[57 55] ; [146  86],[66.09302326 45.90697674] ; [136.90697674  95.09302326],0
n6,1,0.048396,3.896196,[74 37] ; [178  54],[81.55102041 29.44897959] ; [170.44897959  61.55102041],0
p4,1,0.076522,3.137267,[34 77] ; [ 94 138],[41.42274052 69.57725948] ; [ 86.57725948 145.42274052],0
a1,1,0.086305,2.941981,[ 10 102] ; [ 10 222],[  6.51162791 105.48837209] ; [ 13.48837209 218.51162791],0
n5,1,0.308133,1.038663,[79 32] ; [151  79],[74.86803519 36.13196481] ; [155.13196481  74.86803519],0
s8,1,0.319266,0.99195,[28 84] ; [ 70 162],[31.90697674 80.09302326] ; [ 66.09302326 165.90697674],0
p5,1,0.336944,0.922024,[  5 104] ; [  6 224],[  3.53687316 105.46312684] ; [  7.46312684 222.53687316],0
b2,1,0.348837,0.877684,[32 45] ; [47 87],[28.82938389 48.17061611] ; [50.17061611 83.82938389],0
b3,1,0.348837,0.877684,[32 45] ; [47 87],[28.82938389 48.17061611] ; [50.17061611 83.82938389],0
p6,1,0.362264,0.830031,[16 93] ; [ 43 187],[18.97050147 90.02949853] ; [ 40.02949853 189.97050147],0
p11,1,0.385408,0.753379,[72 40] ; [160  72],[75.53488372 36.46511628] ; [156.46511628  75.53488372],0
s1,1,0.386305,0.750542,[  6 104] ; [  8 223],[  4.51612903 105.48387097] ; [  9.48387097 221.51612903],0
p12,1,0.38651,0.749893,[  2 110] ; [  8 223],[  3.26530612 108.73469388] ; [  6.73469388 224.26530612],0
u4,1,0.402007,0.702315,[  1 111] ; [  5 227],[  1.95348837 110.04651163] ; [  4.04651163 227.95348837],0
a8,1,0.409205,0.681109,[10 93] ; [ 28 189],[12.23125 90.76875] ; [ 25.76875 191.23125],0
s2,1,0.424589,0.637578,[38 73] ; [ 89 141],[41.34017595 69.65982405] ; [ 85.65982405 144.34017595],0
d2,1,0.433911,0.612333,[45 66] ; [104 127],[48.35964912 62.64035088] ; [100.64035088 130.35964912],0
n1,1,0.460538,0.544586,[18 30] ; [22 49],[16.13445378 31.86554622] ; [23.86554622 47.13445378],0
n4,1,0.482021,0.494287,[76 36] ; [166  66],[78.79069767 33.20930233] ; [163.20930233  68.79069767],0
n2,1,0.508339,0.437485,[33 16] ; [43 27],[31.29411765 17.70588235] ; [44.70588235 25.29411765],0
n3,1,0.529612,0.395137,[31 16] ; [50 20],[32.53846154 14.46153846] ; [48.46153846 21.53846154],0
s7,1,0.573847,0.316288,[38 67] ; [ 73 148],[35.75153374 69.24846626] ; [ 75.24846626 145.75153374],0
