Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,54.119926,[ 46 112] ; [198 106],[83.44588745 74.55411255] ; [160.55411255 143.44588745],1
d2,1,0.0,53.509156,[ 33 124] ; [171 130],[69.930131 87.069869] ; [134.069869 166.930131],1
a4,1,0.0,52.592244,[ 29 128] ; [162 140],[65.33115468 91.66884532] ; [125.66884532 176.33115468],1
a3,1,0.0,41.84817,[72 84] ; [232  72],[103.09565217  52.90434783] ; [200.90434783 103.09565217],1
d5,1,0.0,36.357421,[95 62] ; [259  44],[120.82173913  36.17826087] ; [233.17826087  69.82173913],1
n4,1,0.0,30.210361,[83 74] ; [235  67],[108.77124183  48.22875817] ; [209.22875817  92.77124183],1
a6,1,1e-06,24.59722,[81 77] ; [225  78],[104.87635575  53.12364425] ; [201.12364425 101.87635575],1
u1,1,3e-06,21.970976,[  4 154] ; [ 54 250],[ 19.83549784 138.16450216] ; [ 38.16450216 265.83549784],1
r1,1,1.2e-05,19.176015,[106  52] ; [255  46],[124.26579521  33.73420479] ; [236.73420479  64.26579521],1
d4,1,2.1e-05,18.102193,[105  51] ; [256  47],[122.69281046  33.30718954] ; [238.30718954  64.69281046],1
n5,1,0.000256,13.370302,[90 66] ; [224  77],[107.18599562  48.81400438] ; [206.81400438  94.18599562],1
v4,1,0.00052,12.041886,[139  17] ; [293   9],[147.1441048   8.8558952] ; [284.8558952  17.1441048],1
d3,1,0.000623,11.705394,[88 68] ; [219  84],[104.33986928  51.66013072] ; [202.66013072 100.33986928],1
r4,1,0.002028,9.524169,[129  29] ; [278  26],[139.19047619  18.80952381] ; [267.80952381  36.19047619],0
s6,1,0.002082,9.475857,[77 77] ; [193 104],[92.19512195 61.80487805] ; [177.80487805 119.19512195],0
a7,1,0.002742,8.971426,[96 60] ; [228  76],[109.87826087  46.12173913] ; [214.12173913  89.87826087],0
p4,1,0.003,8.807431,[ 42 114] ; [123 177],[56.44736842 99.55263158] ; [108.55263158 191.44736842],0
n6,1,0.005847,7.596774,[112  45] ; [249  53],[123.47930283  33.52069717] ; [237.52069717  64.47930283],0
s7,1,0.006519,7.400886,[ 47 105] ; [130 164],[60.32286996 91.67713004] ; [116.67713004 177.32286996],0
s8,1,0.010423,6.561139,[ 42 116] ; [116 185],[ 54.38779956 103.61220044] ; [103.61220044 197.38779956],0
v1,1,0.020019,5.410201,[58 96] ; [146 151],[69.65853659 84.34146341] ; [134.34146341 162.65853659],0
p10,1,0.038206,4.295826,[101  52] ; [225  74],[110.34955752  42.65044248] ; [215.65044248  83.34955752],0
s5,1,0.051138,3.803735,[ 33 120] ; [ 88 203],[ 41.69594595 111.30405405] ; [ 79.30405405 211.69594595],0
v2,1,0.063669,3.439144,[63 84] ; [151 138],[72.15137615 74.84862385] ; [141.84862385 147.15137615],0
p9,1,0.091002,2.856551,[109  43] ; [235  63],[116.19555556  35.80444444] ; [227.80444444  70.19555556],0
p2,1,0.097348,2.74847,[110  47] ; [233  69],[117.32244009  39.67755991] ; [225.67755991  76.32244009],0
s1,1,0.152054,2.051526,[  9 145] ; [  9 286],[  6.17371938 147.82628062] ; [ 11.82628062 283.17371938],0
v3,1,0.171532,1.869503,[ 44 109] ; [101 186],[ 50.42045455 102.57954545] ; [ 94.57954545 192.42045455],0
b3,1,0.185831,1.75036,[24 58] ; [ 66 109],[28.71595331 53.28404669] ; [ 61.28404669 113.71595331],0
b2,1,0.185831,1.75036,[24 58] ; [ 66 109],[28.71595331 53.28404669] ; [ 61.28404669 113.71595331],0
u4,1,0.191845,1.70339,[  1 157] ; [  7 297],[  2.73593074 155.26406926] ; [  5.26406926 298.73593074],0
p12,1,0.216852,1.525084,[  4 152] ; [ 15 285],[  6.5 149.5] ; [ 12.5 287.5],0
p8,1,0.256804,1.285904,[ 52 103] ; [115 180],[57.52222222 97.47777778] ; [109.47777778 185.52222222],0
a1,1,0.274541,1.193918,[  4 154] ; [ 14 290],[  6.15584416 151.84415584] ; [ 11.84415584 292.15584416],0
s2,1,0.278213,1.175798,[67 90] ; [144 156],[72.48796499 84.51203501] ; [138.51203501 161.48796499],0
n2,1,0.332062,0.940841,[34 15] ; [73 22],[36.40972222 12.59027778] ; [70.59027778 24.40972222],0
p1,1,0.335938,0.925873,[  6 150] ; [ 18 284],[  8.17467249 147.82532751] ; [ 15.82532751 286.17467249],0
s4,1,0.435848,0.607189,[ 29 127] ; [ 47 252],[ 26.05714286 129.94285714] ; [ 49.94285714 249.05714286],0
u2,1,0.438173,0.601062,[46 39] ; [34 37],[43.58974359 41.41025641] ; [36.41025641 34.58974359],0
p11,1,0.486357,0.484575,[110  48] ; [221  83],[113.1991342  44.8008658] ; [217.8008658  86.1991342],0
p5,1,0.486533,0.484185,[  6 150] ; [ 16 285],[  7.50984683 148.49015317] ; [ 14.49015317 286.50984683],0
r3,1,0.496072,0.463329,[143  13] ; [283  20],[144.78431373  11.21568627] ; [281.21568627  21.78431373],0
a8,1,0.63328,0.227639,[ 18 131] ; [ 38 239],[ 19.58685446 129.41314554] ; [ 36.41314554 240.58685446],0
p6,1,0.683253,0.166487,[ 40 116] ; [ 71 226],[ 38.22516556 117.77483444] ; [ 72.77483444 224.22516556],0
n3,1,0.693793,0.15501,[33 17] ; [63 28],[34.04255319 15.95744681] ; [61.95744681 29.04255319],0
u3,1,0.712242,0.136048,[48 37] ; [38 33],[46.85897436 38.14102564] ; [39.14102564 31.85897436],0
n1,1,0.857802,0.032103,[20 30] ; [35 56],[19.5035461 30.4964539] ; [35.4964539 55.5035461],0
s3,1,0.864303,0.029207,[83 72] ; [156 140],[82.13968958 72.86031042] ; [156.86031042 139.13968958],0
p7,1,0.940265,0.005615,[72 77] ; [140 152],[71.62811791 77.37188209] ; [140.37188209 151.62811791],0
b1,1,0.946058,0.004578,[ 52 106] ; [101 203],[ 52.32467532 105.67532468] ; [100.67532468 203.32467532],0
b5,1,0.969315,0.00148,[98 60] ; [188 116],[97.80952381 60.19047619] ; [188.19047619 115.80952381],0
b4,1,0.995202,3.6e-05,[91 67] ; [175 129],[90.96969697 67.03030303] ; [175.03030303 128.96969697],0
