Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.001516,10.059524,[50 14] ; [ 6 10],[44.8 19.2] ; [11.2  4.8],0
p8,1,0.040643,4.190835,[25 38] ; [ 2 14],[21.53164557 41.46835443] ; [ 5.46835443 10.53164557],0
a1,1,0.051647,3.787167,[ 5 59] ; [ 4 12],[ 7.2 56.8] ; [ 1.8 14.2],0
b5,1,0.052398,3.763021,[35 29] ; [13  3],[38.4 25.6] ; [9.6 6.4],0
n5,1,0.061568,3.494624,[46 16] ; [8 8],[42.92307692 19.07692308] ; [11.07692308  4.92307692],0
s7,1,0.067435,3.344375,[28 33] ; [ 3 12],[24.88157895 36.11842105] ; [6.11842105 8.88157895],0
b1,1,0.072198,3.232323,[32 32] ; [12  4],[35.2 28.8] ; [8.8 7.2],0
u2,1,0.099593,2.712054,[13 11] ; [1 5],[11.2 12.8] ; [2.8 3.2],0
n2,1,0.123819,2.368333,[18  6] ; [2 3],[16.55172414  7.44827586] ; [3.44827586 1.55172414],0
p7,1,0.130704,2.284125,[32 29] ; [ 5 11],[29.31168831 31.68831169] ; [7.68831169 8.31168831],0
r1,1,0.144601,2.128305,[19 43] ; [ 2 14],[16.69230769 45.30769231] ; [ 4.30769231 11.69230769],0
a7,1,0.144965,2.12445,[37 27] ; [ 6 10],[34.4 29.6] ; [8.6 7.4],0
s2,1,0.176472,1.827086,[27 35] ; [ 4 12],[24.64102564 37.35897436] ; [6.35897436 9.64102564],0
n6,1,0.202681,1.622951,[41 20] ; [8 8],[38.81818182 22.18181818] ; [10.18181818  5.81818182],0
u3,1,0.217058,1.523713,[11 14] ; [1 5],[ 9.67741935 15.32258065] ; [2.32258065 3.67741935],0
s4,1,0.217611,1.520053,[12 51] ; [ 1 15],[10.36708861 52.63291139] ; [ 2.63291139 13.36708861],0
r3,1,0.298277,1.081882,[42 18] ; [9 7],[40.26315789 19.73684211] ; [10.73684211  5.26315789],0
p3,1,0.328125,0.956283,[24 39] ; [ 4 12],[22.32911392 40.67088608] ; [ 5.67088608 10.32911392],0
a8,1,0.336416,0.92404,[ 4 57] ; [ 2 12],[ 4.88 56.12] ; [ 1.12 12.88],0
d5,1,0.344266,0.894479,[44 20] ; [9 7],[42.4 21.6] ; [10.6  5.4],0
a5,1,0.36131,0.833333,[40 24] ; [8 8],[38.4 25.6] ; [9.6 6.4],0
n3,1,0.363698,0.825084,[14 10] ; [4 1],[14.89655172  9.10344828] ; [3.10344828 1.89655172],0
p4,1,0.370495,0.802005,[32 32] ; [ 6 10],[30.4 33.6] ; [7.6 8.4],0
s6,1,0.472795,0.515437,[29 32] ; [ 6 10],[27.72727273 33.27272727] ; [7.27272727 8.72727273],0
s5,1,0.486731,0.483746,[13 48] ; [ 2 13],[12.03947368 48.96052632] ; [ 2.96052632 12.03947368],0
b3,1,0.516836,0.420202,[13 26] ; [2 7],[12.1875 26.8125] ; [2.8125 6.1875],0
b2,1,0.516836,0.420202,[13 26] ; [2 7],[12.1875 26.8125] ; [2.8125 6.1875],0
v3,1,0.541048,0.3736,[15 48] ; [ 5 11],[15.94936709 47.05063291] ; [ 4.05063291 11.94936709],0
d2,1,0.563703,0.333333,[23 41] ; [7 9],[24. 40.] ; [ 6. 10.],0
n4,1,0.563703,0.333333,[41 23] ; [9 7],[40. 24.] ; [10.  6.],0
p12,1,0.565462,0.330335,[ 2 61] ; [ 1 15],[ 2.39240506 60.60759494] ; [ 0.60759494 15.39240506],0
u1,1,0.57615,0.3125,[ 7 57] ; [ 1 15],[ 6.4 57.6] ; [ 1.6 14.4],0
a6,1,0.57615,0.3125,[33 31] ; [7 9],[32. 32.] ; [8. 8.],0
p1,1,0.57615,0.3125,[ 7 57] ; [ 1 15],[ 6.4 57.6] ; [ 1.6 14.4],0
s8,1,0.6003,0.274543,[20 43] ; [ 4 12],[19.13924051 43.86075949] ; [ 4.86075949 11.13924051],0
d3,1,0.607507,0.263822,[36 27] ; [8 8],[35.08860759 27.91139241] ; [8.91139241 7.08860759],0
v4,1,0.640115,0.218592,[40 18] ; [12  4],[40.75675676 17.24324324] ; [11.24324324  4.75675676],0
a3,1,0.680698,0.169342,[39 25] ; [10  5],[39.69620253 24.30379747] ; [9.30379747 5.69620253],0
r2,1,0.68705,0.162298,[36 23] ; [10  5],[36.67567568 22.32432432] ; [9.32432432 5.67567568],0
p2,1,0.72761,0.121318,[49 13] ; [12  4],[48.48717949 13.51282051] ; [12.51282051  3.48717949],0
b4,1,0.732105,0.117188,[39 25] ; [9 7],[38.4 25.6] ; [9.6 6.4],0
s3,1,0.763164,0.090799,[27 32] ; [8 8],[27.53333333 31.46666667] ; [7.46666667 8.53333333],0
p6,1,0.77595,0.080998,[18 45] ; [ 4 12],[17.5443038 45.4556962] ; [ 4.4556962 11.5443038],0
d4,1,0.804888,0.061022,[46 18] ; [11  5],[45.6 18.4] ; [11.4  4.6],0
d1,1,0.908647,0.013167,[25 39] ; [ 6 10],[24.8 39.2] ; [6.2 9.8],0
n1,1,0.916528,0.010985,[ 9 15] ; [2 3],[ 9.10344828 14.89655172] ; [1.89655172 3.10344828],0
v1,1,0.923901,0.009124,[27 34] ; [6 8],[26.84 34.16] ; [6.16 7.84],0
v2,1,0.944634,0.004823,[25 36] ; [6 9],[24.88157895 36.11842105] ; [6.11842105 8.88157895],0
a4,1,1.0,0.0,[24 40] ; [ 6 10],[24. 40.] ; [ 6. 10.],0
a2,1,1.0,0.0,[ 8 56] ; [ 2 14],[ 8. 56.] ; [ 2. 14.],0
