Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5.2e-05,16.371913,[54 46] ; [20 62],[40.65934066 59.34065934] ; [33.34065934 48.65934066],1
s2,1,6.2e-05,16.032698,[45 56] ; [14 69],[32.38586957 68.61413043] ; [26.61413043 56.38586957],1
s5,1,0.002692,9.004989,[35 63] ; [13 69],[26.13333333 71.86666667] ; [21.86666667 60.13333333],0
s8,1,0.005003,7.878416,[36 66] ; [14 69],[27.56756757 74.43243243] ; [22.43243243 60.56756757],0
p1,1,0.008209,6.987339,[ 5 96] ; [14 69],[10.42934783 90.57065217] ; [ 8.57065217 74.42934783],0
s4,1,0.013758,6.068924,[20 80] ; [ 6 77],[14.20765027 85.79234973] ; [11.79234973 71.20765027],0
p4,1,0.044637,4.032284,[82 20] ; [56 27],[76.08648649 25.91351351] ; [61.91351351 21.08648649],0
r1,1,0.054199,3.706572,[82 18] ; [58 25],[76.50273224 23.49726776] ; [63.49726776 19.50273224],0
r4,1,0.055225,3.675294,[95  7] ; [70 13],[90.97297297 11.02702703] ; [74.02702703  8.97297297],0
n4,1,0.073789,3.196652,[72 30] ; [68 15],[77.18918919 24.81081081] ; [62.81081081 20.18918919],0
p6,1,0.07677,3.131988,[41 60] ; [23 59],[35.32240437 65.67759563] ; [28.67759563 53.32240437],0
u1,1,0.102942,2.659369,[20 82] ; [ 9 74],[15.98918919 86.01081081] ; [13.01081081 69.98918919],0
a2,1,0.138495,2.194604,[25 77] ; [13 70],[20.95135135 81.04864865] ; [17.04864865 65.95135135],0
p12,1,0.152494,2.04712,[ 9 93] ; [ 3 80],[ 6.61621622 95.38378378] ; [ 5.38378378 77.61621622],0
a4,1,0.184225,1.76321,[48 54] ; [31 52],[43.55675676 58.44324324] ; [35.44324324 47.55675676],0
a7,1,0.273591,1.198653,[80 21] ; [60 23],[76.84782609 24.15217391] ; [63.15217391 19.84782609],0
d5,1,0.287472,1.131425,[85 17] ; [64 19],[82.15135135 19.84864865] ; [66.84864865 16.15135135],0
