Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,1e-06,23.154031,[47 78] ; [91 44],[66.34615385 58.65384615] ; [71.65384615 63.34615385],1
p10,1,0.209378,1.575722,[74 47] ; [90 41],[78.74603175 42.25396825] ; [85.25396825 45.74603175],0
p9,1,0.210199,1.570057,[81 39] ; [100  34],[85.51181102 34.48818898] ; [95.48818898 38.51181102],0
a2,1,0.212062,1.557293,[  9 116] ; [  5 130],[  6.73076923 118.26923077] ; [  7.26923077 127.73076923],0
r4,1,0.223365,1.48262,[89 36] ; [105  30],[93.26923077 31.73076923] ; [100.73076923  34.26923077],0
p11,1,0.223711,1.480405,[85 40] ; [101  34],[89.42307692 35.57692308] ; [96.57692308 38.42307692],0
n4,1,0.258978,1.27421,[86 38] ; [84 50],[81.70542636 42.29457364] ; [88.29457364 45.70542636],0
p3,1,0.260274,1.2673,[52 73] ; [47 88],[47.59615385 77.40384615] ; [51.40384615 83.59615385],0
n1,1,0.260312,1.267098,[18 24] ; [12 27],[15.55555556 26.44444444] ; [14.44444444 24.55555556],0
p2,1,0.28229,1.156032,[89 36] ; [104  31],[92.78846154 32.21153846] ; [100.21153846  34.78846154],0
b1,1,0.307683,1.040595,[55 70] ; [51 84],[50.96153846 74.03846154] ; [55.03846154 79.96153846],0
n6,1,0.327192,0.959981,[86 38] ; [101  34],[89.52895753 34.47104247] ; [97.47104247 37.52895753],0
a6,1,0.361717,0.831925,[68 57] ; [81 54],[71.63461538 53.36538462] ; [77.36538462 57.63461538],0
u2,1,0.423548,0.64045,[33 38] ; [29 25],[35.216 35.784] ; [26.784 27.216],0
s1,1,0.433091,0.614519,[  6 117] ; [  4 130],[  4.78599222 118.21400778] ; [  5.21400778 128.78599222],0
r2,1,0.467494,0.527893,[101  23] ; [112  20],[103.171875  20.828125] ; [109.828125  22.171875],0
a1,1,0.476518,0.506823,[  5 120] ; [  8 127],[  6.25 118.75] ; [  6.75 128.25],0
p8,1,0.500968,0.452884,[53 67] ; [54 81],[50.35294118 69.64705882] ; [56.64705882 78.35294118],0
u3,1,0.511518,0.430961,[30 41] ; [26 28],[31.808 39.192] ; [24.192 29.808],0
p4,1,0.525044,0.403973,[57 68] ; [55 77],[54.47470817 70.52529183] ; [57.52529183 74.47470817],0
n2,1,0.566273,0.328959,[28 14] ; [29 11],[29.19512195 12.80487805] ; [27.80487805 12.19512195],0
b5,1,0.567364,0.327113,[72 53] ; [73 62],[69.71153846 55.28846154] ; [75.28846154 59.71153846],0
b3,1,0.597745,0.27841,[23 49] ; [26 46],[24.5 47.5] ; [24.5 47.5],0
b2,1,0.597745,0.27841,[23 49] ; [26 46],[24.5 47.5] ; [24.5 47.5],0
n3,1,0.616524,0.250784,[30 10] ; [28 12],[29. 11.] ; [29. 11.],0
s8,1,0.622343,0.242589,[ 22 102] ; [ 27 107],[ 23.5503876 100.4496124] ; [ 25.4496124 108.5503876],0
s4,1,0.694449,0.154312,[ 13 112] ; [ 16 118],[ 13.996139 111.003861] ; [ 15.003861 118.996139],0
p5,1,0.698704,0.149824,[ 11 112] ; [ 14 121],[ 11.91860465 111.08139535] ; [ 13.08139535 121.91860465],0
p6,1,0.726927,0.121952,[30 92] ; [ 30 102],[28.81889764 93.18110236] ; [ 31.18110236 100.81889764],0
s3,1,0.744084,0.106569,[32 91] ; [ 32 100],[30.87058824 92.12941176] ; [33.12941176 98.87058824],0
v4,1,0.788568,0.071916,[106  17] ; [117  17],[106.72762646  16.27237354] ; [116.27237354  17.72762646],0
a8,1,0.829481,0.046383,[ 12 105] ; [ 14 112],[ 12.51851852 104.48148148] ; [ 13.48148148 112.51851852],0
p7,1,0.930188,0.007675,[64 58] ; [68 63],[63.65217391 58.34782609] ; [68.34782609 62.65217391],0
v1,1,0.955717,0.003083,[50 71] ; [55 77],[50.2173913 70.7826087] ; [54.7826087 77.2173913],0
v3,1,1.0,0.0,[33 88] ; [36 96],[33. 88.] ; [36. 96.],0
