Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,46.398939,[66 61] ; [ 22 133],[39.63120567 87.36879433] ; [ 48.36879433 106.63120567],1
v1,1,0.0,27.21171,[73 57] ; [ 40 115],[51.54385965 78.45614035] ; [61.45614035 93.54385965],1
r1,1,1e-06,23.273696,[106  26] ; [83 73],[86.625 45.375] ; [102.375  53.625],1
p11,1,1.3e-05,19.032051,[108  24] ; [91 66],[90.89273356 41.10726644] ; [108.10726644  48.89273356],1
r4,1,4.1e-05,16.821863,[111  21] ; [98 59],[95.46020761 36.53979239] ; [113.53979239  43.46020761],1
r3,1,6e-05,16.109221,[123   9] ; [118  38],[110.45833333  21.54166667] ; [130.54166667  25.45833333],1
d1,1,0.00016,14.253176,[79 53] ; [59 98],[63.03114187 68.96885813] ; [74.96885813 82.03114187],1
v4,1,0.000163,14.21018,[124   8] ; [122  34],[112.75  19.25] ; [133.25  22.75],1
p7,1,0.000496,12.130951,[82 49] ; [65 90],[67.33216783 63.66783217] ; [79.66783217 75.33216783],1
p10,1,0.00063,11.685402,[97 33] ; [86 70],[83.18181818 46.81818182] ; [99.81818182 56.18181818],1
p8,1,0.000893,11.036467,[69 61] ; [ 52 103],[55.19298246 74.80701754] ; [65.80701754 89.19298246],1
d5,1,0.001334,10.295304,[105  27] ; [97 59],[92.58333333 39.41666667] ; [109.41666667  46.58333333],0
a5,1,0.001464,10.123269,[97 35] ; [87 70],[84.04152249 47.95847751] ; [99.95847751 57.04152249],0
a3,1,0.001792,9.751336,[99 33] ; [89 66],[86.46689895 45.53310105] ; [101.53310105  53.46689895],0
p2,1,0.001893,9.650308,[105  26] ; [99 57],[93.11498258 37.88501742] ; [110.88501742  45.11498258],0
s8,1,0.002094,9.46558,[ 30 102] ; [ 15 142],[ 20.55363322 111.44636678] ; [ 24.44636678 132.55363322],0
d4,1,0.002321,9.276404,[107  25] ; [102  55],[95.46020761 36.53979239] ; [113.53979239  43.46020761],0
p9,1,0.002578,9.08452,[100  30] ; [92 61],[88.19787986 41.80212014] ; [103.80212014  49.19787986],0
d3,1,0.003706,8.422769,[92 40] ; [82 73],[80.02787456 51.97212544] ; [93.97212544 61.02787456],0
p3,1,0.005671,7.651854,[58 72] ; [ 45 111],[46.81818182 83.18181818] ; [56.18181818 99.81818182],0
r2,1,0.007555,7.135937,[119  10] ; [126  29],[111.28521127  17.71478873] ; [133.71478873  21.28521127],0
n6,1,0.007866,7.063724,[104  28] ; [100  55],[93.82578397 38.17421603] ; [110.17421603  44.82578397],0
p4,1,0.010513,6.545918,[64 65] ; [ 54 102],[53.41052632 75.58947368] ; [64.58947368 91.41052632],0
a7,1,0.023955,5.097902,[97 35] ; [95 61],[88. 44.] ; [104.  52.],0
