Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,103.252183,[117  41] ; [ 28 133],[71.81818182 86.18181818] ; [73.18181818 87.81818182],1
d5,1,0.0,96.688787,[157   3] ; [81 81],[118.26086957  41.73913043] ; [119.73913043  42.26086957],1
d3,1,0.0,94.689643,[140  20] ; [ 56 106],[97.39130435 62.60869565] ; [98.60869565 63.39130435],1
d4,1,0.0,87.622795,[157   2] ; [88 74],[121.35514019  37.64485981] ; [123.64485981  38.35514019],1
u1,1,0.0,40.084362,[ 40 120] ; [  2 160],[ 20.86956522 139.13043478] ; [ 21.13043478 140.86956522],1
a2,1,0.0,38.059142,[ 52 108] ; [  9 153],[ 30.31055901 129.68944099] ; [ 30.68944099 131.31055901],1
a4,1,0.0,37.437001,[92 67] ; [ 39 122],[65.090625 93.909375] ; [65.909375 95.090625],1
a5,1,3.6e-05,17.064426,[122  38] ; [88 74],[104.34782609  55.65217391] ; [105.65217391  56.34782609],1
a3,1,7.7e-05,15.632184,[119  41] ; [85 75],[102.  58.] ; [102.  58.],1
a7,1,8.9e-05,15.348731,[123  36] ; [92 70],[106.4953271  52.5046729] ; [108.5046729  53.4953271],1
v2,1,0.001254,10.408886,[81 72] ; [ 53 100],[67. 86.] ; [67. 86.],0
s2,1,0.001595,9.965011,[75 83] ; [ 48 111],[61.30599369 96.69400631] ; [61.69400631 97.30599369],0
p4,1,0.004353,8.130251,[68 92] ; [ 44 117],[ 55.82554517 104.17445483] ; [ 56.17445483 104.82554517],0
a6,1,0.004916,7.910251,[114  46] ; [91 71],[101.86335404  58.13664596] ; [103.13664596  58.86335404],0
s7,1,0.005715,7.6379,[60 88] ; [ 40 116],[48.68421053 99.31578947] ; [ 51.31578947 104.68421053],0
r1,1,0.009066,6.809846,[124  35] ; [105  57],[113.42990654  45.57009346] ; [115.57009346  46.42990654],0
s3,1,0.010923,6.47782,[83 76] ; [60 98],[71.72555205 87.27444795] ; [71.27444795 86.72555205],0
s6,1,0.01316,6.147468,[95 63] ; [74 86],[83.96855346 74.03144654] ; [85.03144654 74.96855346],0
s8,1,0.013955,6.043871,[ 55 104] ; [ 36 126],[ 45.07476636 113.92523364] ; [ 45.92523364 116.07476636],0
u3,1,0.025334,5.000939,[28 13] ; [36 41],[22.23728814 18.76271186] ; [41.76271186 35.23728814],0
a8,1,0.025494,4.989987,[  8 136] ; [ 20 132],[ 13.62162162 130.37837838] ; [ 14.37837838 137.62162162],0
r3,1,0.025881,4.963978,[144  15] ; [132  29],[137.1375  21.8625] ; [138.8625  22.1375],0
p12,1,0.032095,4.593402,[ 14 145] ; [  5 155],[  9.47021944 149.52978056] ; [  9.52978056 150.47021944],0
r2,1,0.041,4.176005,[146  12] ; [138  24],[140.225  17.775] ; [143.775  18.225],0
n6,1,0.043903,4.060298,[127  33] ; [112  49],[119.12772586  40.87227414] ; [119.87227414  41.12772586],0
n2,1,0.055944,3.653724,[35 24] ; [39 12],[39.69090909 19.30909091] ; [34.30909091 16.69090909],0
