Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0021,9.459584,[ 5 32] ; [23 29],[11.64044944 25.35955056] ; [16.35955056 35.64044944],0
p7,1,0.006971,7.280329,[23 12] ; [18 32],[16.88235294 18.11764706] ; [24.11764706 25.88235294],0
b1,1,0.042844,4.101548,[14 23] ; [31 21],[18.70786517 18.29213483] ; [26.29213483 25.70786517],0
p6,1,0.044881,4.023115,[12 23] ; [ 8 43],[ 8.13953488 26.86046512] ; [11.86046512 39.13953488],0
p3,1,0.050002,3.841381,[16 21] ; [12 39],[11.77272727 25.22727273] ; [16.22727273 34.77272727],0
s6,1,0.060547,3.522333,[22 15] ; [20 31],[17.65909091 19.34090909] ; [24.34090909 26.65909091],0
d2,1,0.091769,2.843067,[ 8 29] ; [20 32],[11.64044944 25.35955056] ; [16.35955056 35.64044944],0
a2,1,0.092675,2.827279,[ 2 35] ; [ 9 43],[ 4.57303371 32.42696629] ; [ 6.42696629 45.57303371],0
p11,1,0.095238,2.783536,[23 14] ; [23 29],[19.12359551 17.87640449] ; [26.87640449 25.12359551],0
a3,1,0.127294,2.325192,[16 21] ; [31 21],[19.53932584 17.46067416] ; [27.46067416 24.53932584],0
p2,1,0.165248,1.925536,[26 11] ; [29 23],[22.86516854 14.13483146] ; [32.13483146 19.86516854],0
s2,1,0.183705,1.767397,[18 19] ; [18 34],[14.96629213 22.03370787] ; [21.03370787 30.96629213],0
r3,1,0.198915,1.65032,[33  4] ; [41 11],[30.76404494  6.23595506] ; [43.23595506  8.76404494],0
u1,1,0.199903,1.643081,[ 1 36] ; [ 5 47],[ 2.49438202 34.50561798] ; [ 3.50561798 48.49438202],0
p4,1,0.208473,1.581998,[18 19] ; [18 33],[15.13636364 21.86363636] ; [20.86363636 30.13636364],0
r4,1,0.22134,1.49566,[28  9] ; [33 19],[25.35955056 11.64044944] ; [35.64044944 16.35955056],0
d3,1,0.230783,1.436027,[25 12] ; [28 23],[22.28409091 14.71590909] ; [30.71590909 20.28409091],0
a7,1,0.3019,1.065781,[26 11] ; [31 21],[23.69662921 13.30337079] ; [33.30337079 18.69662921],0
v1,1,0.304447,1.054613,[12 24] ; [23 29],[14.31818182 21.68181818] ; [20.68181818 31.31818182],0
b4,1,0.305338,1.050736,[18 19] ; [31 21],[20.37078652 16.62921348] ; [28.62921348 23.37078652],0
n2,1,0.324127,0.972222,[6 2] ; [15 12],[4.8 3.2] ; [16.2 10.8],0
a8,1,0.356479,0.85026,[ 2 32] ; [ 1 48],[ 1.22891566 32.77108434] ; [ 1.77108434 47.22891566],0
r1,1,0.357792,0.84563,[26 11] ; [31 20],[23.96590909 13.03409091] ; [33.03409091 17.96590909],0
d5,1,0.447372,0.577302,[27 10] ; [34 18],[25.35955056 11.64044944] ; [35.64044944 16.35955056],0
s4,1,0.477638,0.504252,[ 5 32] ; [10 42],[ 6.23595506 30.76404494] ; [ 8.76404494 43.23595506],0
v3,1,0.48966,0.477273,[ 9 27] ; [ 9 39],[ 7.71428571 28.28571429] ; [10.28571429 37.71428571],0
a1,1,0.491336,0.473598,[ 1 36] ; [ 3 49],[ 1.66292135 35.33707865] ; [ 2.33707865 49.66292135],0
p10,1,0.495829,0.463853,[23 14] ; [28 23],[21.44318182 15.55681818] ; [29.55681818 21.44318182],0
n3,1,0.524471,0.405093,[5 3] ; [20  7],[5.71428571 2.28571429] ; [19.28571429  7.71428571],0
s8,1,0.528891,0.396522,[13 24] ; [15 37],[11.64044944 25.35955056] ; [16.35955056 35.64044944],0
r2,1,0.559209,0.341076,[31  6] ; [41 11],[29.93258427  7.06741573] ; [42.06741573  9.93258427],0
a5,1,0.578313,0.308969,[20 17] ; [25 27],[18.70786517 18.29213483] ; [26.29213483 25.70786517],0
b2,1,0.594032,0.284091,[ 7 15] ; [ 7 21],[ 6.16 15.84] ; [ 7.84 20.16],0
b3,1,0.594032,0.284091,[ 7 15] ; [ 7 21],[ 6.16 15.84] ; [ 7.84 20.16],0
s1,1,0.67152,0.17983,[ 2 35] ; [ 4 48],[ 2.49438202 34.50561798] ; [ 3.50561798 48.49438202],0
b5,1,0.671967,0.17931,[23 14] ; [30 22],[22.03370787 14.96629213] ; [30.96629213 21.03370787],0
s5,1,0.707518,0.140769,[ 8 29] ; [ 9 40],[ 7.31395349 29.68604651] ; [ 9.68604651 39.31395349],0
n1,1,0.721948,0.126634,[3 5] ; [ 8 18],[2.58823529 5.41176471] ; [ 8.41176471 17.58823529],0
d1,1,0.733152,0.116238,[17 20] ; [22 30],[16.21348315 20.78651685] ; [22.78651685 29.21348315],0
p5,1,0.741498,0.108815,[ 2 35] ; [ 2 49],[ 1.68181818 35.31818182] ; [ 2.31818182 48.68181818],0
p1,1,0.80644,0.060035,[ 3 34] ; [ 5 47],[ 3.3258427 33.6741573] ; [ 4.6741573 47.3258427],0
p9,1,0.806561,0.059959,[23 14] ; [33 18],[23.54545455 13.45454545] ; [32.45454545 18.54545455],0
u2,1,0.81866,0.052564,[14  7] ; [14  6],[14.34146341  6.65853659] ; [13.65853659  6.34146341],0
s7,1,0.844104,0.03867,[ 9 26] ; [13 34],[ 9.3902439 25.6097561] ; [12.6097561 34.3902439],0
v2,1,0.888442,0.019677,[15 20] ; [19 27],[14.69135802 20.30864198] ; [19.30864198 26.69135802],0
a6,1,0.891845,0.018488,[24 13] ; [33 19],[23.69662921 13.30337079] ; [33.30337079 18.69662921],0
s3,1,0.899993,0.015793,[19 18] ; [26 26],[18.70786517 18.29213483] ; [26.29213483 25.70786517],0
u3,1,0.910434,0.012654,[13  7] ; [14  7],[13.17073171  6.82926829] ; [13.82926829  7.17073171],0
d4,1,0.931182,0.007458,[28  9] ; [39 12],[28.17045455  8.82954545] ; [38.82954545 12.17045455],0
v4,1,0.946508,0.004501,[31  6] ; [43  8],[31.11363636  5.88636364] ; [42.88636364  8.11363636],0
n5,1,0.97212,0.001221,[ 9 28] ; [12 38],[ 8.93103448 28.06896552] ; [12.06896552 37.93103448],0
